"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10c_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q23b_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
0.124358047206385,-1.58113883008419,NA,-0.850047437006483,-0.637022057270606,-1.14187534798892,-0.828176686086141,-0.201893213271812,-1.91292294501069
0.223101610410959,0,0.378932373372537,-0.850047437006483,-0.637022057270606,0.519034249085875,0.19111769678911,-0.201893213271812,-0.521706257730189
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.68266838427058,1.58113883008419,0.378932373372537,0.212511859251621,1.27404411454121,-1.14187534798892,-1.84747106896139,-1.81703891944631,-0.521706257730189
-0.32186417627048,0,0.378932373372537,NA,NA,2.17994384616067,0.19111769678911,1.41325249290268,0.869510429550315
-0.641395496252695,0,0.378932373372537,-0.850047437006483,-0.637022057270606,0.519034249085875,0.19111769678911,-0.201893213271812,0.869510429550315
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.502223982255181,-1.58113883008419,0.378932373372537,0.212511859251621,0.318511028635303,-1.14187534798892,0.19111769678911,-0.201893213271812,0.869510429550315
0.388098362701158,0,-2.46306042692149,-0.850047437006483,-0.637022057270606,-1.14187534798892,-0.828176686086141,-0.201893213271812,-0.521706257730189
0.887011412724827,0,-2.46306042692149,-0.850047437006483,-0.637022057270606,0.519034249085875,1.21041207966436,1.41325249290268,0.869510429550315
1.92992516237281,1.58113883008419,0.378932373372537,1.27507115550972,-0.637022057270606,-1.14187534798892,-1.84747106896139,-1.81703891944631,-0.521706257730189
NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.26717482109701,-1.58113883008419,0.378932373372537,1.27507115550972,-0.637022057270606,0.519034249085875,1.21041207966436,1.41325249290268,0.869510429550315
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.352240598490815,0,0.378932373372537,-0.850047437006483,-0.637022057270606,0.519034249085875,1.21041207966436,-0.201893213271812,-0.521706257730189
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.671455474598462,0,0.378932373372537,0.212511859251621,1.27404411454121,0.519034249085875,0.19111769678911,-0.201893213271812,-0.521706257730189
0.283085012891775,0,0.378932373372537,-0.850047437006483,-0.637022057270606,0.519034249085875,1.21041207966436,-0.201893213271812,0.869510429550315
NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.08151863393428,0,0.378932373372537,2.33763045176783,2.22957720044712,0.519034249085875,0.19111769678911,-0.201893213271812,0.869510429550315
-0.249793226635199,1.58113883008419,0.378932373372537,0.212511859251621,1.27404411454121,0.519034249085875,0.19111769678911,1.41325249290268,0.869510429550315
-0.135062780025998,0,0.378932373372537,0.212511859251621,-0.637022057270606,-1.14187534798892,-0.828176686086141,-0.201893213271812,-1.91292294501069
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
