"PROFICIENCIA_MT_SAEB","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num","TX_RESP_Q23g_num"
-1.67349290878953,1.14017542509914,1.30568692179689,1.00343107462835,0.0497441645356625,0.11687488434262
-0.795303079321768,1.14017542509914,1.30568692179689,1.00343107462835,0.0497441645356625,0.11687488434262
-1.36712891315585,1.14017542509914,1.30568692179689,1.00343107462835,0.0497441645356625,0.11687488434262
2.49742897056336,-1.14017542509914,-1.08056848700432,-1.871263355388,0.0497441645356625,-1.09862391282062
0.162977604919298,1.14017542509914,1.30568692179689,1.00343107462835,0.0497441645356625,0.11687488434262
1.36057662257242,0,-1.08056848700432,1.00343107462835,0.0497441645356625,0.11687488434262
1.89709584157833,0,1.30568692179689,1.00343107462835,0.0497441645356625,0.11687488434262
-0.122975133952015,0,-1.08056848700432,-0.433916140379826,-1.26847619565939,NA
NA,NA,NA,NA,NA,NA
0.0622007527688713,-1.14017542509914,-1.08056848700432,-1.871263355388,-1.26847619565939,0.11687488434262
-0.352320762983761,1.14017542509914,0.112559217396284,1.00343107462835,1.36796452473072,0.11687488434262
NA,NA,NA,NA,NA,NA
1.16115706157409,-1.14017542509914,-1.08056848700432,-0.433916140379826,-1.26847619565939,-1.09862391282062
-0.325430020713578,-1.14017542509914,-1.08056848700432,1.00343107462835,-2.58669655585445,-1.09862391282062
1.47100898073395,0,0.112559217396284,-0.433916140379826,0.0497441645356625,-1.09862391282062
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-1.0113234560948,1.14017542509914,-1.08056848700432,1.00343107462835,1.36796452473072,1.33237368150586
0.436041732017987,0,-1.08056848700432,1.00343107462835,-1.26847619565939,0.11687488434262
-0.924887185434337,1.14017542509914,1.30568692179689,1.00343107462835,1.36796452473072,1.33237368150586
0.163335955015858,0,-1.08056848700432,-0.433916140379826,-1.26847619565939,-2.31412270998387
-0.330441602973153,0,-1.08056848700432,1.00343107462835,0.0497441645356625,0.11687488434262
0.446496217930945,-1.14017542509914,-1.08056848700432,-0.433916140379826,-1.26847619565939,-1.09862391282062
1.29673355256955,-2.28035085019828,-1.08056848700432,-1.871263355388,-1.26847619565939,0.11687488434262
-1.6225623152367,0,0.112559217396284,1.00343107462835,-1.26847619565939,-1.09862391282062
0.766821192334847,-1.14017542509914,0.112559217396284,1.00343107462835,1.36796452473072,1.33237368150586
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.528955992191561,1.14017542509914,-1.08056848700432,-1.871263355388,0.0497441645356625,0.11687488434262
0.056660941902974,-1.14017542509914,-1.08056848700432,-0.433916140379826,0.0497441645356625,-1.09862391282062
0.616219310464057,-1.14017542509914,-1.08056848700432,-1.871263355388,-1.26847619565939,-1.09862391282062
NA,NA,NA,NA,NA,NA
-0.190818446302431,1.14017542509914,1.30568692179689,1.00343107462835,1.36796452473072,1.33237368150586
1.08505315141762,0,-1.08056848700432,1.00343107462835,0.0497441645356625,0.11687488434262
