"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22f_num","TX_RESP_Q22h_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
-1.94855025773802,-1.51320386827158,1.28626851841541,0.392501568124967,-0.824131389150936,-0.670820393249937,-0.145312578837141,-0.493176037584295,-0.340168025708305
-0.852186691293151,-1.51320386827158,-0.884309606410593,1.61361755784709,1.73983293265198,0.670820393249937,-0.145312578837141,1.40907439309799,1.24728276093045
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.168698774177852,0.0560445877137623,-0.884309606410593,0.392501568124967,1.73983293265198,-0.670820393249937,-0.145312578837141,-0.493176037584295,-0.340168025708305
0.083474815024858,1.6252930436991,0.200979456002407,-0.828614421597152,-0.824131389150936,-0.670820393249937,-1.50156331465046,-0.493176037584295,-0.340168025708305
0.754456258240494,0.0560445877137623,0.200979456002407,-0.828614421597152,-0.824131389150936,0.670820393249937,-0.145312578837141,-0.493176037584295,-0.340168025708305
-1.22052744846643,0.0560445877137623,1.28626851841541,0.392501568124967,0.45785077175052,0.670820393249937,1.21093815697617,1.40907439309799,1.24728276093045
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.67021895567987,0.0560445877137623,-0.884309606410593,-0.828614421597152,-0.824131389150936,-0.670820393249937,-1.50156331465046,-2.39542646826658,-1.92761881234706
0.236762013317177,0.0560445877137623,-0.884309606410593,-0.828614421597152,-0.824131389150936,-0.670820393249937,-1.50156331465046,-0.493176037584295,-1.92761881234706
-0.776626951428534,0.0560445877137623,NA,NA,NA,NA,NA,NA,NA
-0.0856810863877379,1.6252930436991,-1.96959866882359,-2.04973041131927,-0.824131389150936,-0.670820393249937,-0.145312578837141,-0.493176037584295,-0.340168025708305
-0.799219628106305,1.6252930436991,1.28626851841541,0.392501568124967,0.45785077175052,-0.670820393249937,1.21093815697617,1.40907439309799,1.24728276093045
-0.226978387073423,0.0560445877137623,1.28626851841541,1.61361755784709,1.73983293265198,2.01246117974981,1.21093815697617,NA,1.24728276093045
1.31447595610525,1.6252930436991,-0.884309606410593,-0.828614421597152,-0.824131389150936,-0.670820393249937,-1.50156331465046,-0.493176037584295,-0.340168025708305
0.510740765240211,1.6252930436991,-0.884309606410593,-0.828614421597152,-0.824131389150936,-0.670820393249937,-0.145312578837141,-0.493176037584295,-0.340168025708305
-0.0632945910282464,-1.51320386827158,0.200979456002407,0.392501568124967,-0.824131389150936,-0.670820393249937,1.21093815697617,1.40907439309799,1.24728276093045
2.36081399866813,0.0560445877137623,0.200979456002407,0.392501568124967,-0.824131389150936,0.670820393249937,1.21093815697617,-0.493176037584295,-0.340168025708305
-0.199645983492714,0.0560445877137623,-0.884309606410593,0.392501568124967,0.45785077175052,2.01246117974981,1.21093815697617,1.40907439309799,1.24728276093045
-0.672622166680762,NA,NA,1.61361755784709,1.73983293265198,2.01246117974981,1.21093815697617,1.40907439309799,1.24728276093045
0.786952800762711,0.0560445877137623,0.200979456002407,-0.828614421597152,-0.824131389150936,-0.670820393249937,-0.145312578837141,-0.493176037584295,-0.340168025708305
-1.80108193845822,-1.51320386827158,1.28626851841541,1.61361755784709,1.73983293265198,2.01246117974981,1.21093815697617,-0.493176037584295,-0.340168025708305
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.420576009383077,-1.51320386827158,-0.884309606410593,-0.828614421597152,-0.824131389150936,-0.670820393249937,-0.145312578837141,-0.493176037584295,-1.92761881234706
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.71919074378534,0.0560445877137623,-0.884309606410593,-0.828614421597152,-0.824131389150936,-0.670820393249937,-0.145312578837141,-0.493176037584295,-0.340168025708305
0.132280570515363,0.0560445877137623,0.200979456002407,1.61361755784709,0.45785077175052,-0.670820393249937,-0.145312578837141,-0.493176037584295,-0.340168025708305
0.0727474935261915,0.0560445877137623,-0.884309606410593,-0.828614421597152,-0.824131389150936,-0.670820393249937,-1.50156331465046,-0.493176037584295,-0.340168025708305
-0.0629197180818347,0.0560445877137623,1.28626851841541,-0.828614421597152,0.45785077175052,0.670820393249937,-1.50156331465046,1.40907439309799,1.24728276093045
0.301527501207552,-1.51320386827158,1.28626851841541,0.392501568124967,-0.824131389150936,-0.670820393249937,-0.145312578837141,-0.493176037584295,-0.340168025708305
-1.18187327823623,0.0560445877137623,1.28626851841541,0.392501568124967,0.45785077175052,0.670820393249937,-0.145312578837141,-0.493176037584295,-0.340168025708305
0.668781057366523,0.0560445877137623,-0.884309606410593,0.392501568124967,0.45785077175052,-0.670820393249937,1.21093815697617,1.40907439309799,1.24728276093045
-0.469337567762832,0.0560445877137623,0.200979456002407,-0.828614421597152,0.45785077175052,-0.670820393249937,-0.145312578837141,-0.493176037584295,-0.340168025708305
