"PROFICIENCIA_LP_SAEB","TX_RESP_Q22c_num","TX_RESP_Q22f_num","TX_RESP_Q20_num"
-0.186194964658257,0.392501568124967,-0.670820393249937,-0.2
-0.18688463106553,1.61361755784709,0.670820393249937,4.8
NA,NA,NA,NA
-0.186177063987007,0.392501568124967,-0.670820393249937,-0.2
-0.185383967110001,-0.828614421597152,-0.670820393249937,-0.2
-0.186385533951593,-0.828614421597152,0.670820393249937,-0.2
-0.186405420334682,0.392501568124967,0.670820393249937,-0.2
NA,NA,NA,NA
-0.184659392042339,-0.828614421597152,-0.670820393249937,-0.2
-0.18558467609916,-0.828614421597152,-0.670820393249937,-0.2
-0.185579269855369,NA,NA,NA
-0.186829010840431,-2.04973041131927,-0.670820393249937,-0.2
-0.18530101632025,0.392501568124967,-0.670820393249937,NA
-0.18505547236416,1.61361755784709,2.01246117974981,-0.2
-0.185132147090442,-0.828614421597152,-0.670820393249937,-0.2
-0.185444567906897,-0.828614421597152,-0.670820393249937,-0.2
-0.186211713533253,0.392501568124967,-0.670820393249937,-0.2
-0.184996221498005,0.392501568124967,0.670820393249937,-0.2
-0.185855198042115,0.392501568124967,2.01246117974981,-0.2
-0.186465427814925,1.61361755784709,2.01246117974981,NA
-0.184724635928346,-0.828614421597152,-0.670820393249937,-0.2
-0.186782687681366,1.61361755784709,2.01246117974981,-0.2
NA,NA,NA,NA
-0.186365119578731,-0.828614421597152,-0.670820393249937,-0.2
NA,NA,NA,NA
5.19946826977463,-0.828614421597152,-0.670820393249937,-0.2
-0.185876020638807,1.61361755784709,-0.670820393249937,-0.2
-0.185875634170843,-0.828614421597152,-0.670820393249937,-0.2
-0.185062241580354,-0.828614421597152,0.670820393249937,NA
-0.184836665656071,0.392501568124967,-0.670820393249937,-0.2
-0.185658587810694,0.392501568124967,0.670820393249937,-0.2
-0.185094397046764,0.392501568124967,-0.670820393249937,-0.2
-0.184646585168237,-0.828614421597152,-0.670820393249937,-0.2
