"PROFICIENCIA_LP_SAEB","TX_RESP_Q10f_num","TX_RESP_Q22a_num","TX_RESP_Q22h_num","TX_RESP_Q20_num"
-0.456388848953926,-0.853912563829966,-0.118521770189192,0,-0.354245954216038
-1.28871469705327,NA,NA,NA,NA
2.70747708512769,1.0978875820671,-1.12595681679732,-1.03509833901353,-0.354245954216038
-0.132595989203365,1.0978875820671,0.88891327641894,1.03509833901353,-0.354245954216038
-0.188671509294739,-0.853912563829966,0.88891327641894,1.03509833901353,-0.354245954216038
NA,NA,NA,NA,NA
1.41859226810647,1.0978875820671,-0.118521770189192,-1.03509833901353,-0.354245954216038
0.0818824012694386,-0.853912563829966,-1.12595681679732,1.03509833901353,-0.354245954216038
-0.0158691032837773,1.0978875820671,0.88891327641894,-1.03509833901353,-0.354245954216038
-1.20673993027066,-0.853912563829966,0.88891327641894,1.03509833901353,NA
1.23718839713003,-0.853912563829966,0.88891327641894,-1.03509833901353,-0.354245954216038
NA,NA,NA,NA,NA
-0.962667119737333,-0.853912563829966,0.88891327641894,1.03509833901353,2.65684465662029
-0.920564230450256,-0.853912563829966,-0.118521770189192,-1.03509833901353,-0.354245954216038
-0.152439443863779,1.0978875820671,-0.118521770189192,-1.03509833901353,-0.354245954216038
-0.774000987819605,-0.853912563829966,0.88891327641894,1.03509833901353,-0.354245954216038
NA,NA,NA,NA,NA
0.464514656223268,-0.853912563829966,-1.12595681679732,-1.03509833901353,-0.354245954216038
-0.8365513411084,1.0978875820671,NA,NA,-0.354245954216038
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.22101104255709,NA,-2.13339186340546,NA,-0.354245954216038
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.234137756069031,NA,-1.12595681679732,0,-0.354245954216038
NA,1.0978875820671,0.88891327641894,1.03509833901353,2.65684465662029
0.570399594556088,NA,NA,NA,NA
