"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23e_num"
-0.950134074131497,-1.08333333333333,-0.894059341018905,-1.45968552030286,0,-0.627881827235373,-0.465130254709532,0,0.232047740446129
-0.970593767991648,NA,NA,NA,NA,NA,NA,NA,NA
0.772750429232229,0.25,0.695379487459148,-1.45968552030286,1,0.970362823909213,0.775217091182553,-1.03509833901353,0.232047740446129
0.277055675989169,1.58333333333333,0.695379487459148,0.875811312181713,NA,NA,NA,1.03509833901353,NA
-1.53117176775129,-1.08333333333333,-2.48349816949696,-1.45968552030286,0,-1.42700415280767,0.775217091182553,1.03509833901353,0.232047740446129
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.757551987437689,0.25,-0.894059341018905,0.875811312181713,-1,0.970362823909213,-0.465130254709532,-1.03509833901353,0.232047740446129
-0.436348998735477,-1.08333333333333,0.695379487459148,0.875811312181713,1,-1.42700415280767,0.775217091182553,1.03509833901353,NA
-0.0770959669328137,-1.08333333333333,-0.894059341018905,-0.291937104060571,-1,0.17124049833692,-1.70547760060162,-1.03509833901353,0.232047740446129
-0.890363303745523,-1.08333333333333,0.695379487459148,-1.45968552030286,NA,NA,0.775217091182553,1.03509833901353,0.232047740446129
2.53526450357498,0.25,0.695379487459148,0.875811312181713,1,0.17124049833692,-1.70547760060162,-1.03509833901353,-0.928190961784514
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.209245316760868,1.58333333333333,0.695379487459148,0.875811312181713,-1,-0.627881827235373,-0.465130254709532,1.03509833901353,-0.928190961784514
0.599962040717689,0.25,0.695379487459148,-0.291937104060571,1,0.970362823909213,-0.465130254709532,-1.03509833901353,-0.928190961784514
-0.759085688942823,0.25,0.695379487459148,0.875811312181713,0,-0.627881827235373,0.775217091182553,-1.03509833901353,1.39228644267677
0.927030413877885,-1.08333333333333,0.695379487459148,0.875811312181713,1,0.970362823909213,0.775217091182553,1.03509833901353,-0.928190961784514
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.00832611135323292,0.25,-0.894059341018905,0.875811312181713,0,0.970362823909213,-1.70547760060162,-1.03509833901353,0.232047740446129
-0.568922545865723,NA,NA,NA,NA,NA,0.775217091182553,NA,1.39228644267677
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.850127563775062,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.117116517461279,0.25,-0.894059341018905,-0.291937104060571,-2,-1.42700415280767,0.775217091182553,0,-2.08842966401516
NA,1.58333333333333,0.695379487459148,-0.291937104060571,NA,0.970362823909213,0.775217091182553,1.03509833901353,1.39228644267677
1.4989165726176,NA,NA,NA,NA,NA,NA,NA,NA
