"PROFICIENCIA_MT_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q22c_num"
1.23597637067437,0.806941386442907,0.999991115494134,0.0799090039758263
-0.357870281106178,0.806941386442907,0.025640797833183,-1.27854406361323
0.397127055867333,-2.25094176218285,-0.948709519827768,1.43836207156488
0.153800075903742,0.806941386442907,-0.948709519827768,0.0799090039758263
1.06940613450867,0.806941386442907,-0.948709519827768,0.0799090039758263
0.857661046201615,0.806941386442907,0.999991115494134,-1.27854406361323
-0.308495346299293,-0.72200018786997,0.999991115494134,-1.27854406361323
0.531041955594277,0.806941386442907,0.025640797833183,0.0799090039758263
0.231034856591999,-0.72200018786997,0.025640797833183,-1.27854406361323
0.753030452137306,0.806941386442907,0.999991115494134,0.0799090039758263
-1.3131192478636,0.806941386442907,0.999991115494134,NA
-1.19965134746432,0.806941386442907,-0.948709519827768,1.43836207156488
0.709750545472343,0.806941386442907,0.025640797833183,1.43836207156488
0.673107234048579,0.806941386442907,-0.948709519827768,0.0799090039758263
NA,NA,NA,NA
0.818750257248639,-0.72200018786997,0.025640797833183,0.0799090039758263
0.51600519502202,-0.72200018786997,1.97434143315508,NA
0.388163787119967,NA,NA,NA
0.490573231778907,-0.72200018786997,-0.948709519827768,NA
0.397127055867333,-0.72200018786997,0.025640797833183,0.0799090039758263
1.00959290513362,0.806941386442907,-0.948709519827768,-1.27854406361323
-0.0751124814073621,0.806941386442907,1.97434143315508,1.43836207156488
-0.961758319320781,0.806941386442907,0.025640797833183,0.0799090039758263
-1.31551160906303,-0.72200018786997,-0.948709519827768,1.43836207156488
0.910195982846275,0.806941386442907,0.999991115494134,-1.27854406361323
0.644987892883918,0.806941386442907,1.97434143315508,0.0799090039758263
-1.4249387724269,-2.25094176218285,0.999991115494134,0.0799090039758263
-0.705849391451106,NA,-0.948709519827768,-1.27854406361323
0.744771332345872,-0.72200018786997,-0.948709519827768,-1.27854406361323
0.808090184846861,0.806941386442907,0.999991115494134,1.43836207156488
-1.90938017435962,-2.25094176218285,-0.948709519827768,1.43836207156488
0.688077208922138,-0.72200018786997,0.025640797833183,0.0799090039758263
-2.04540318672241,-0.72200018786997,-0.948709519827768,NA
-2.26950840657543,0.806941386442907,-0.948709519827768,0.0799090039758263
1.06358674425619,0.806941386442907,0.999991115494134,-1.27854406361323
0.490573231778907,-0.72200018786997,-0.948709519827768,0.0799090039758263
0.405135310312893,0.806941386442907,-0.948709519827768,-1.27854406361323
0.531041955594277,-0.72200018786997,0.999991115494134,0.0799090039758263
-0.939440068318105,-0.72200018786997,-0.948709519827768,0.0799090039758263
-1.69256937057989,NA,-0.948709519827768,1.43836207156488
NA,NA,NA,NA
NA,NA,NA,NA
