"PROFICIENCIA_LP_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23i_num"
0.0301855619262251,1.03509833901353,0,-0.52545638988472,-0.69827548466366,0.946684805630745,0.0834576187615803,-2.043559728424,1.0978875820671,0.13462160802144,-1.99047669854163
-1.20674598943245,1.03509833901353,1.04880884817015,-0.52545638988472,0.139655096932732,0.946684805630745,0.0834576187615803,0.291937104060571,-2.41535268054762,-0.875040452139362,0.205911382607755
0.785682380902479,-1.03509833901353,NA,NA,NA,-1.23797243813251,-1.16840666266212,0.291937104060571,1.0978875820671,1.14428366818224,1.30410542318245
-0.000691480156692515,1.03509833901353,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.16092789217616,1.03509833901353,1.04880884817015,-0.52545638988472,-0.69827548466366,NA,NA,0.291937104060571,1.0978875820671,1.14428366818224,0.205911382607755
0.0266744979087524,-1.03509833901353,-1.04880884817015,-0.52545638988472,0.977585678529124,-1.23797243813251,-1.16840666266212,-0.875811312181713,-1.24427259300938,-0.875040452139362,0.205911382607755
0.642773789674844,-1.03509833901353,-1.04880884817015,-0.52545638988472,0.139655096932732,-1.23797243813251,-1.16840666266212,0.291937104060571,-0.07319250547114,1.14428366818224,0.205911382607755
1.75613707286621,-1.03509833901353,NA,NA,NA,-1.23797243813251,-1.16840666266212,1.45968552030286,1.0978875820671,0.13462160802144,-0.892282657966937
-1.31529591212276,0,0,0.735638945838608,-0.69827548466366,-0.145643816250884,0.0834576187615803,0.291937104060571,-0.07319250547114,0.13462160802144,0.205911382607755
0.394552784205363,-1.03509833901353,-1.04880884817015,-0.52545638988472,0.977585678529124,-1.23797243813251,-1.16840666266212,0.291937104060571,-0.07319250547114,-0.875040452139362,0.205911382607755
0.387052195567137,-1.03509833901353,-1.04880884817015,-0.52545638988472,0.977585678529124,-0.145643816250884,0.0834576187615803,0.291937104060571,1.0978875820671,-0.875040452139362,0.205911382607755
-1.16888115571568,1.03509833901353,0,1.99673428156194,-1.53620606626005,0.946684805630745,1.33532190018528,-2.043559728424,-0.07319250547114,-1.88470251230016,-0.892282657966937
1.38582974226798,1.03509833901353,NA,NA,NA,-0.145643816250884,0.0834576187615803,0.291937104060571,-0.07319250547114,1.14428366818224,1.30410542318245
-0.438705250334916,1.03509833901353,0,-0.52545638988472,-1.53620606626005,0.946684805630745,1.33532190018528,0.291937104060571,-1.24427259300938,-0.875040452139362,0.205911382607755
-1.55239239125487,NA,2.0976176963403,1.99673428156194,0.977585678529124,0.946684805630745,1.33532190018528,-0.875811312181713,-0.07319250547114,NA,-1.99047669854163
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.466395958488874,-1.03509833901353,NA,NA,NA,0.946684805630745,1.33532190018528,1.45968552030286,-0.07319250547114,1.14428366818224,1.30410542318245
0.968356087385646,0,0,-0.52545638988472,0.977585678529124,0.946684805630745,0.0834576187615803,0.291937104060571,-0.07319250547114,0.13462160802144,0.205911382607755
