"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q23f_num","TX_RESP_Q20_num"
-0.389575103966638,0.402199833269922,0.924500327042048,0.277350098112615,0.946099833582532,1.10621519956506,0.594574487851546,-0.906850385883814,-0.511766315719159,-1.17260393995586,-0.258984885141406,-0.809858287198526,-0.277350098112614
2.08169925692031,0.402199833269922,0.924500327042048,0.277350098112615,0.946099833582532,1.10621519956506,0.594574487851546,-0.906850385883814,-0.511766315719159,0,-0.258984885141406,-0.809858287198526,-0.277350098112614
-0.0577127085043432,0.402199833269922,-0.277350098112615,0.277350098112615,0.946099833582532,-1.43157261120184,0.594574487851546,0.777300330757555,1.02353263143832,0,NA,0.359937016532678,-0.277350098112614
-0.53029038668799,-1.20659949980977,-0.277350098112615,0.277350098112615,-0.591312395989083,-0.585643340946208,0.594574487851546,-0.0647750275631297,-0.511766315719159,0,0.776954655424218,-0.809858287198526,-0.277350098112614
0.254261030425815,0.402199833269922,0.924500327042048,0.277350098112615,-0.591312395989083,1.10621519956506,1.8828192115299,-0.906850385883814,1.02353263143832,1.17260393995586,0.776954655424218,0.359937016532678,-0.277350098112614
-0.723124706936415,0.402199833269922,0.924500327042048,0.277350098112615,0.946099833582532,-0.585643340946208,-0.693670235826803,1.61937568907824,-0.511766315719159,1.17260393995586,0.776954655424218,0.359937016532678,-0.277350098112614
0.204401714400799,0.402199833269922,0.924500327042048,0.277350098112615,0.946099833582532,-1.43157261120184,0.594574487851546,0.777300330757555,-0.511766315719159,0,-1.29492442570703,0.359937016532678,-0.277350098112614
-0.47582084582943,-1.20659949980977,-1.47920052326728,0.277350098112615,-0.591312395989083,0.260285929309426,-1.98191495950515,-0.906850385883814,1.02353263143832,0,0.776954655424218,0.359937016532678,-0.277350098112614
0.535376481723392,0.402199833269922,0.924500327042048,0.277350098112615,0.946099833582532,1.10621519956506,0.594574487851546,0.777300330757555,-0.511766315719159,0,0.776954655424218,-0.809858287198526,-0.277350098112614
-0.16580131689072,-1.20659949980977,-0.277350098112615,0.277350098112615,-0.591312395989083,-0.585643340946208,-0.693670235826803,-0.906850385883814,NA,NA,-0.258984885141406,1.52973232026388,-0.277350098112614
-0.0160114214362961,NA,-0.277350098112615,0.277350098112615,-0.591312395989083,-0.585643340946208,-0.693670235826803,-0.906850385883814,1.02353263143832,0,0.776954655424218,1.52973232026388,-0.277350098112614
-2.06204623616004,-1.20659949980977,-1.47920052326728,0.277350098112615,-2.1287246255607,-0.585643340946208,-0.693670235826803,1.61937568907824,1.02353263143832,1.17260393995586,-0.258984885141406,0.359937016532678,3.32820117735137
1.34464424294157,2.01099916634961,-1.47920052326728,-3.32820117735137,-0.591312395989083,1.10621519956506,-0.693670235826803,-0.0647750275631297,-2.04706526287664,-2.34520787991171,-2.33086396627266,-1.97965359092973,-0.277350098112614
