"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23i_num"
-0.749880876576312,-1.46666666666667,-1.33333333333333,-0.876500980178555,0.611775290321498,-0.764719112901872,-1.46666666666667,0,0.266666666666667,-0.333333333333333
-0.299763272678388,0.933333333333333,-1.33333333333333,-0.876500980178555,0.611775290321498,0.611775290321498,-0.266666666666667,0,0.266666666666667,-0.333333333333333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.76110285794636,0.933333333333333,0.666666666666667,1.27491051662335,0.611775290321498,-0.764719112901872,0.933333333333333,-1.41421356237309,-0.933333333333333,-0.333333333333333
-1.10583603676722,-0.266666666666667,-1.33333333333333,-0.159363814577919,-0.764719112901872,0.611775290321498,-0.266666666666667,1.41421356237309,0.266666666666667,1.16666666666667
-0.843496300678668,-0.266666666666667,0.666666666666667,-0.876500980178555,-2.14121351612524,-0.764719112901872,-0.266666666666667,0,0.266666666666667,-0.333333333333333
0.298479817596443,0.933333333333333,0.666666666666667,-0.876500980178555,-0.764719112901872,0.611775290321498,0.933333333333333,0,0.266666666666667,-0.333333333333333
0.60873085183475,0.933333333333333,0.666666666666667,-0.159363814577919,0.611775290321498,-0.764719112901872,-1.46666666666667,-1.41421356237309,-2.13333333333333,-1.83333333333333
-0.782736444523718,-0.266666666666667,0.666666666666667,1.27491051662335,0.611775290321498,1.98826969354487,0.933333333333333,1.41421356237309,1.46666666666667,1.16666666666667
1.11339940384675,-1.46666666666667,0.666666666666667,1.27491051662335,0.611775290321498,-0.764719112901872,0.933333333333333,0,0.266666666666667,1.16666666666667
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
