"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q22a_num","TX_RESP_Q23c_num","TX_RESP_Q23g_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
0.452938490272012,-0.848057125376782,-0.344728919832691,-1.56702123647242,1.26660099276225,-1.46508178831922,-0.242535625036333,1.42894169820514,-0.53813823519705,-0.434613493680177
0.621369383023528,0.753828555890473,1.493825319275,0.602700475566316,-0.1688801323683,-0.146508178831922,-0.242535625036333,-3.12580996482375,1.74894926439041,-0.434613493680177
-0.114978670408193,-0.848057125376782,-0.344728919832691,0.602700475566316,-0.1688801323683,1.17206543065538,-0.242535625036333,-0.089308856137821,-0.53813823519705,-0.434613493680177
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.351795823191614,0.753828555890473,-0.344728919832691,0.602700475566316,1.26660099276225,-0.146508178831922,-0.242535625036333,-0.089308856137821,-0.53813823519705,-0.434613493680177
-1.12412594146387,-0.848057125376782,NA,-1.56702123647242,1.26660099276225,1.17206543065538,-0.242535625036333,-0.089308856137821,-0.53813823519705,2.17306746840088
1.90724920470137,0.753828555890473,1.493825319275,0.602700475566316,-0.1688801323683,-0.146508178831922,1.8190171877725,1.42894169820514,1.74894926439041,-0.434613493680177
0.872010158986921,-0.848057125376782,-0.344728919832691,0.602700475566316,-1.60436125749885,-0.146508178831922,1.8190171877725,1.42894169820514,-0.53813823519705,-0.434613493680177
-1.39189288879323,-0.848057125376782,-0.344728919832691,-1.56702123647242,1.26660099276225,1.17206543065538,-0.242535625036333,-0.089308856137821,-0.53813823519705,-0.434613493680177
1.61404099124166,0.753828555890473,1.493825319275,0.602700475566316,-0.1688801323683,-0.146508178831922,1.8190171877725,-0.089308856137821,-0.53813823519705,-0.434613493680177
1.15370757841617,0.753828555890473,1.493825319275,0.602700475566316,-0.1688801323683,-1.46508178831922,-0.242535625036333,-0.089308856137821,1.74894926439041,-0.434613493680177
-1.50838649810002,-0.848057125376782,-0.344728919832691,0.602700475566316,1.26660099276225,1.17206543065538,-0.242535625036333,-0.089308856137821,-0.53813823519705,2.17306746840088
-1.01183751574322,NA,NA,0.602700475566316,NA,1.17206543065538,NA,NA,NA,2.17306746840088
0.210172548292876,-0.848057125376782,-2.18328315894038,-1.56702123647242,-1.60436125749885,-1.46508178831922,-2.30408843784516,-0.089308856137821,1.74894926439041,-0.434613493680177
-0.389860724933489,-0.848057125376782,-0.344728919832691,0.602700475566316,-0.1688801323683,1.17206543065538,-0.242535625036333,-0.089308856137821,-0.53813823519705,-0.434613493680177
-0.949865890402279,0.753828555890473,-0.344728919832691,-1.56702123647242,-0.1688801323683,-1.46508178831922,-0.242535625036333,-0.089308856137821,-0.53813823519705,-0.434613493680177
-0.341219006356902,2.35571423715773,-0.344728919832691,0.602700475566316,-1.60436125749885,-0.146508178831922,-0.242535625036333,-0.089308856137821,-0.53813823519705,-0.434613493680177
0.459580789438527,0.753828555890473,-0.344728919832691,0.602700475566316,-0.1688801323683,-0.146508178831922,-0.242535625036333,-0.089308856137821,-0.53813823519705,-0.434613493680177
-0.107106184980238,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.848057125376782,-0.344728919832691,0.602700475566316,-0.1688801323683,-0.146508178831922,-0.242535625036333,-0.089308856137821,-0.53813823519705,-0.434613493680177
