"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10f_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22f_num","TX_RESP_Q22h_num","TX_RESP_Q23d_num","TX_RESP_Q23f_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
-1.31783212298767,0.957894944142799,0.611775290321498,1.1973686801785,1.09238404049722,0.50395263067897,0.942809041582063,1.47920052326728,1.13707048722992,1.4213381090374,0.957894944142799,-0.471404520791032,0,-1.05409255338946,-1.05409255338946,1.76383420737639
0.410733553304862,-1.1973686801785,0.611775290321498,1.1973686801785,-1.01435660903313,0.50395263067897,0.942809041582063,-0.18490006540841,1.13707048722992,0.14213381090374,-1.1973686801785,0.942809041582063,0,0.843274042711568,0.843274042711568,1.76383420737639
0.311321115053523,-1.1973686801785,-2.14121351612524,-0.957894944142799,-1.01435660903313,0.50395263067897,-0.471404520791032,-0.18490006540841,-0.14213381090374,-1.13707048722992,-0.11973686801785,-1.88561808316413,-1.41421356237309,0.843274042711568,0.843274042711568,-0.50395263067897
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.17809935410452,0.957894944142799,0.611775290321498,0.11973686801785,-1.01435660903313,-1.76383420737639,-0.471404520791032,-0.18490006540841,-0.14213381090374,0.14213381090374,-0.11973686801785,0.942809041582063,0,0.843274042711568,0.843274042711568,-0.50395263067897
-1.19406085786252,0.957894944142799,0.611775290321498,1.1973686801785,0.390137157320435,0.50395263067897,0.942809041582063,-0.18490006540841,-0.14213381090374,1.4213381090374,0.957894944142799,-0.471404520791032,0,-1.05409255338946,-1.05409255338946,-0.50395263067897
-0.126825166290867,-0.11973686801785,0.611775290321498,0.11973686801785,1.09238404049722,0.50395263067897,-0.471404520791032,-1.8490006540841,-1.4213381090374,-1.13707048722992,-1.1973686801785,-0.471404520791032,1.41421356237309,-1.05409255338946,-1.05409255338946,-0.50395263067897
0.966897746318792,-0.11973686801785,-0.764719112901872,-0.957894944142799,-1.01435660903313,-1.76383420737639,-0.471404520791032,-0.18490006540841,-1.4213381090374,0.14213381090374,0.957894944142799,-0.471404520791032,0,-1.05409255338946,-1.05409255338946,-0.50395263067897
0.936297893652301,-1.1973686801785,-0.764719112901872,-0.957894944142799,0.390137157320435,0.50395263067897,-1.88561808316413,-0.18490006540841,-0.14213381090374,-1.13707048722992,-1.1973686801785,0.942809041582063,-1.41421356237309,0.843274042711568,0.843274042711568,-0.50395263067897
-1.16463151529294,0.957894944142799,0.611775290321498,-0.957894944142799,1.09238404049722,0.50395263067897,0.942809041582063,1.47920052326728,1.13707048722992,0.14213381090374,0.957894944142799,0.942809041582063,1.41421356237309,0.843274042711568,0.843274042711568,-0.50395263067897
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
