"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22g_num","TX_RESP_Q23d_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q19_num"
0.452445550343424,0,0.353553390593274,0.471404520791032,0.471404520791032,0.611775290321498,0.611775290321498,-0.843274042711568,0.643796306459214,0,0,0.942809041582063,0.942809041582063,-0.333333333333333
-1.3452886537371,-1.41421356237309,0.353553390593274,0.471404520791032,0.471404520791032,0.611775290321498,-0.764719112901873,0.105409255338946,-0.214598768819738,0,0,0.942809041582063,0.942809041582063,-0.333333333333333
1.16443123837239,1.41421356237309,0.353553390593274,-0.942809041582063,0.471404520791032,0.611775290321498,-0.764719112901873,1.05409255338946,0.643796306459214,-1.41421356237309,0,-0.471404520791032,-0.471404520791032,-0.333333333333333
-0.330699001037971,0,0.353553390593274,0.471404520791032,0.471404520791032,-2.14121351612524,-0.764719112901873,-1.79195734076208,-1.93138891937764,-1.41421356237309,-2.3094010767585,-1.88561808316413,-1.88561808316413,-0.333333333333333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.506860387528181,-1.41421356237309,0.353553390593274,0.471404520791032,0.471404520791032,-0.764719112901872,0.611775290321498,0.105409255338946,0.643796306459214,0,1.15470053837925,-0.471404520791032,-0.471404520791032,-0.333333333333333
0.182698370225139,0,0.353553390593274,0.471404520791032,0.471404520791032,0.611775290321498,1.98826969354487,1.05409255338946,0.643796306459214,1.41421356237309,0,0.942809041582063,0.942809041582063,-0.333333333333333
-1.48735358603105,0,-2.47487373415292,0.471404520791032,0.471404520791032,-0.764719112901872,0.611775290321498,-0.843274042711568,-1.07299384409869,1.41421356237309,1.15470053837925,0.942809041582063,0.942809041582063,2.66666666666667
1.30144230559287,1.41421356237309,NA,-2.35702260395516,-0.942809041582063,0.611775290321498,-0.764719112901873,0.105409255338946,0.643796306459214,0,0,-0.471404520791032,-0.471404520791032,-0.333333333333333
0.56918416380048,0,0.353553390593274,0.471404520791032,-2.35702260395516,0.611775290321498,-0.764719112901873,1.05409255338946,NA,0,0,-0.471404520791032,-0.471404520791032,-0.333333333333333
