ID_ESCOLA,TIPO_ESCOLA,MEDIA_MT,MEDIA_LP,INSE_MEDIO,Cluster_MT,Cluster_LP,Cluster_3D
61425433,Pública,258.1948326,238.16844872,3.7265217391304346,2,3,3
61425474,Pública,264.1446151016949,264.1811993559322,4.819469026548672,1,1,1
61425476,Pública,287.8729835066667,291.0534639466667,4.969375,1,1,1
61425484,Pública,258.75144410714285,264.9307141785714,4.9245121951219515,1,1,1
61425486,Pública,277.67981209375,279.2937591875,5.093695652173913,1,1,1
61425488,Pública,287.71122819101123,288.18326801123595,5.03722891566265,1,1,1
61425490,Pública,272.027804,287.8218622156863,5.4127,1,1,1
61425493,Pública,277.37515444444443,274.73204103703705,5.1061538461538465,1,1,1
61425496,Pública,264.04819725581393,266.37993172093024,5.02093023255814,1,1,1
61425497,Pública,276.06152956521737,287.6127794347826,4.427142857142857,2,3,3
61425499,Pública,257.7108685735294,268.7768450294118,4.5369117647058825,2,3,1
61425502,Pública,262.44412708333334,250.1579830833333,3.765,2,3,3
61425503,Pública,4942.863108342466,308.0811991780822,5.138088235294117,3,1,4
61425506,Pública,282.6778139,292.0263055,4.909,1,1,1
61425510,Pública,268.3014609268293,259.94887121951217,4.900405405405405,1,1,1
61425513,Pública,250.67622142307692,245.35428684615383,4.912173913043478,1,1,1
61425514,Pública,289.7618495128205,284.8025939230769,4.6859375,1,1,1
61425515,Pública,300.63975625,304.247629875,4.504583333333334,2,3,1
61425516,Pública,295.08665442105263,293.3071048947368,4.319444444444445,2,3,3
61425517,Pública,253.55844827272728,254.34052586363637,4.857647058823529,1,1,1
61425525,Pública,346.2584448510638,331.7585902340426,5.931333333333333,1,1,1
61425528,Pública,287.7346933333333,6168.644795380952,4.7903174603174605,1,2,1
61425535,Pública,235.89173805,246.3675956,3.813684210526316,2,3,3
61425536,Pública,303.8848342717391,311.5622211521739,5.414065934065934,1,1,1
61425539,Pública,254.7972396,261.38197759999997,4.133,2,3,3
61425560,Pública,244.81869614864863,245.6775325945946,5.109859154929578,1,1,1
61425562,Pública,252.74896475,242.6023621875,4.2525,2,3,3
61425575,Pública,276.1173165797101,280.5715434927536,5.3905970149253735,1,1,1
61425577,Pública,249.1634665,251.4032033,3.8475,2,3,3
61425585,Pública,280.6395748333333,280.22207305555554,4.982777777777778,1,1,1
61425594,Pública,259.0988959,233.0962997,4.406551724137931,2,3,3
61425597,Pública,259.47021277777776,256.67047477777777,4.669333333333333,1,1,1
61425609,Pública,252.5612596111111,255.8415307777778,4.500555555555556,2,3,1
61425621,Pública,295.91685912500003,302.30587575,5.223076923076923,1,1,1
61425629,Pública,5552.5569159,248.73503508,4.666170212765958,3,1,4
61425637,Pública,277.0296526615385,282.6641428,4.597666666666667,2,1,1
61425638,Pública,260.557188,252.9662632222222,3.8422222222222224,2,3,3
61425643,Pública,257.69751265909093,288.22059015909093,5.14125,1,1,1
61425646,Pública,2893.8350314435484,292.9667483064516,5.323629032258064,3,1,4
61425647,Pública,254.3766081754386,257.6157145964912,5.126666666666667,1,1,1
61425651,Pública,270.0429732,255.0421585,4.928421052631579,1,1,1
61425652,Pública,282.6939558630137,273.9435010547945,5.356857142857143,1,1,1
61425654,Pública,280.4516474489796,282.0947583673469,4.774302325581395,1,1,1
61425665,Pública,248.13275522580645,257.4946916451613,4.431379310344828,2,3,3
61425666,Pública,2687.0693210925924,306.0049858888889,5.307452830188679,3,1,4
61425668,Pública,266.8386557384615,274.5156437846154,4.750877192982456,1,1,1
61425673,Pública,266.27886565384614,258.8379943846154,4.734489795918368,1,1,1
61425674,Pública,269.47641635897435,273.3176252179487,5.150138888888889,1,1,1
61425676,Pública,283.23579478125,269.06366478125,5.227931034482759,1,1,1
61425677,Pública,281.77814826086956,296.19452885507246,5.090757575757576,1,1,1
61425678,Pública,279.40896995454546,275.6516805,5.213181818181818,1,1,1
61425681,Pública,282.28610483333335,289.7298622037037,5.2854716981132075,1,1,1
61425684,Pública,262.45665851219513,273.33881524390245,4.9174999999999995,1,1,1
61425686,Pública,261.13721545833334,264.75914520833334,5.059090909090909,1,1,1
61425687,Pública,257.4003585227273,265.3369458409091,4.4347619047619045,2,3,3
61425688,Pública,295.64998310062896,292.4394048679245,5.715068493150685,1,1,1
61425689,Pública,256.53397655405405,262.4224305945946,4.3718571428571424,2,3,3
61425708,Pública,257.1945194,245.22211006666663,3.9335714285714287,2,3,3
61425718,Pública,249.58066715384615,261.33701984615385,4.126666666666667,2,3,3
61425723,Pública,295.7502230625,291.092568625,5.464666666666667,1,1,1
61425725,Pública,271.15794125,253.3783899375,4.4725,2,3,3
61425731,Pública,250.9131496,247.13593966666667,4.785333333333334,1,1,1
61425732,Pública,266.7087534475138,270.01888053038675,4.478685714285715,2,3,3
61425733,Pública,257.135495875,237.3558488125,4.195714285714286,2,3,3
61425741,Pública,253.88014166666667,262.70372738888886,4.2316666666666665,2,3,3
61425743,NA,312.12231782352944,305.18475111764707,5.714705882352941,1,1,1
61425745,Pública,259.42974630232555,270.5205481007752,5.101219512195122,1,1,1
61425749,Pública,256.30101484210525,248.5440637368421,4.399285714285714,2,3,3
61425751,Pública,260.2557315,254.6249097142857,4.991428571428571,1,1,1
61425756,Pública,268.0389956428571,263.1808008214286,4.8549999999999995,1,1,1
61425760,Pública,326.8934384444444,320.92091022222223,5.597666666666667,1,1,1
61425764,Pública,253.596823375,245.8662240625,3.7825,2,3,3
61425768,Pública,269.7888194,287.3304503,4.432,2,3,3
61426084,Pública,226.4483616875,218.2791625625,4.274666666666667,2,3,3
61426220,Pública,251.95818945238096,247.56303069047615,5.512051282051282,1,1,1
61426237,Pública,327.3387400666667,319.936215,5.378222222222222,1,1,1
61426242,Pública,363.577328,343.78620565,5.973888888888889,1,1,1
61428091,Pública,274.069023328125,2274.823631515625,5.388807339449541,1,2,1
61428092,Pública,269.7564746387833,270.4025986311787,5.468204081632653,1,1,1
61428094,Pública,258.9867986271186,264.4469426779661,5.29640350877193,1,1,1
61428095,Pública,262.24109911666665,270.01310951666665,5.224285714285714,1,1,1
61428096,Pública,246.9696165638298,240.9644347446809,4.938,1,1,1
61428102,NA,343.30725147368423,324.5900529473684,5.95421052631579,1,1,1
61428103,Pública,280.844009,299.19500084,5.4884,1,1,1
61428105,Pública,263.97148005454545,269.62582292727274,4.469361702127659,2,3,3
61428107,Pública,248.32843158490567,258.1046300943396,3.99404255319149,2,3,3
61428110,Pública,273.6651652746114,283.74279832642486,5.469298245614035,1,1,1
61428113,Pública,258.26251305555553,248.82624794444445,4.636666666666667,2,1,1
61428114,Pública,261.00099881250003,266.979370875,4.975333333333333,1,1,1
61428117,Pública,276.7375017910448,280.1727189402985,5.053076923076923,1,1,1
61428119,Pública,320.859959875,323.8217903875,5.296575342465753,1,1,1
61428121,Pública,273.09819027272727,296.1922740909091,3.6981818181818182,2,3,3
61428126,Pública,294.49549586666666,298.9979793,4.692413793103448,1,1,1
61428128,Pública,4541.222402304348,280.62384026086954,4.921136363636363,3,1,4
61428132,Pública,275.3756601818182,272.75595845454546,3.3436363636363637,2,3,3
61428134,Pública,314.56455658333334,306.65408716666667,5.006,1,1,1
61428135,Pública,246.4762455625,247.8092463125,3.62625,2,3,3
61428136,Pública,291.0802428888889,282.15960566666666,4.45125,2,3,3
61428137,Pública,288.33798533333334,292.5895321111111,5.197777777777778,1,1,1
61428138,Pública,256.69357041666666,255.49477854166668,4.3191304347826085,2,3,3
61428139,Pública,267.9041386721311,264.3118383934426,5.178135593220339,1,1,1
61428140,Pública,257.42179933333335,253.9832131111111,4.882307692307692,1,1,1
61428144,Pública,273.0231151743119,280.09835390825685,4.6520192307692305,1,1,1
61428145,Pública,271.12923912820514,276.132145974359,4.775384615384615,1,1,1
61428148,Pública,275.32533796791444,2146.0427660106952,4.691117318435754,1,2,1
61428149,Pública,263.05126742553193,5476.839800489362,4.6121739130434785,2,2,1
61428152,Pública,272.9099311860465,291.3611253023256,5.30375,1,1,1
61428603,Pública,256.61353818181817,259.46165445454545,3.9927272727272727,2,3,3
61428607,Pública,279.58234981188116,278.779524029703,5.128125,1,1,1
61428615,Pública,302.06302996721314,305.8054289672131,5.169310344827586,1,1,1
61428619,Pública,263.8019377179487,3812.740912102564,4.970833333333333,1,2,1
61428623,Pública,276.69588357142857,288.34259869047617,5.296904761904762,1,1,1
61428626,Pública,284.658366,285.21084886666665,4.096,2,3,3
61428629,Pública,253.91815525,258.15372425,4.3585714285714285,2,3,3
61428631,Pública,279.1425689489051,291.459432350365,5.445,1,1,1
61428634,Pública,273.9300816052631,273.39882544736844,5.3715625,1,1,1
61428637,Pública,273.5826661171548,283.46878368619247,5.365330396475771,1,1,1
61428641,Pública,236.679392877551,237.6273497142857,4.251276595744681,2,3,3
61428645,Pública,282.9619187674419,298.8787831395349,5.369761904761905,1,1,1
61428646,Pública,221.2069907272727,222.30883427272727,4.39,2,3,3
61428648,Pública,293.26995176595744,291.85452034042555,4.894347826086957,1,1,1
61428651,Pública,277.7153232727273,276.5658399090909,5.0581818181818186,1,1,1
61428652,Pública,276.64791407142854,280.1206320714286,5.391764705882353,1,1,1
61428653,Pública,268.7438068787879,264.0370846969697,5.183666666666666,1,1,1
61428655,Pública,279.0376227375,282.27886265,5.061875,1,1,1
61428656,Pública,257.9493774675325,264.46595912987016,4.899324324324325,1,1,1
61428657,Pública,13947.828905473683,277.0983707368421,5.4670588235294115,4,1,4
61428659,Pública,16537.665707486485,261.5586283783784,4.923333333333334,4,1,4
61428661,Pública,267.91079403658534,271.11358147560975,4.837866666666667,1,1,1
61428666,Pública,8671.483662609757,280.77511036585366,5.108048780487805,3,1,4
61428667,Pública,268.1282789791667,282.2921316875,4.838636363636364,1,1,1
61428671,Pública,281.4330267162162,285.52587835135137,5.0239705882352945,1,1,1
61428673,Pública,252.06848697297295,251.60461570270272,4.041176470588235,2,3,3
61428674,Pública,266.8690797941176,268.2191414411765,4.305588235294118,2,3,3
61428687,Pública,254.02871865151516,269.4491069393939,4.629655172413793,2,1,1
61428693,Pública,268.4576679659091,274.1613129659091,4.628658536585366,2,1,1
61428709,Pública,303.667211671875,305.281058515625,4.85192,1,1,1
61428711,Pública,331.0326748823529,2849.4466495647057,5.929523809523809,1,2,1
61428717,Pública,268.57366666666667,263.2942225595238,5.164528301886793,1,1,1
61428718,Pública,339.19214683146066,327.8911240449438,5.340243902439024,1,1,1
61428719,NA,239.2503808181818,255.83094672727273,5.5236363636363635,1,1,1
61428721,Pública,262.4187361764706,264.7166437254902,5.325244755244755,1,1,1
61428727,Pública,311.1900414,317.22314195,5.417222222222223,1,1,1
61431432,Pública,251.1513990319149,266.60264275531915,4.9001086956521736,1,1,1
61431434,Pública,261.22856966666666,265.2775098596491,5.018545454545454,1,1,1
61431435,Pública,261.58903963909773,269.06417985714285,5.239842519685039,1,1,1
61431440,Pública,242.93947916666667,248.508892,5.034,1,1,1
61431442,Pública,250.2541784102564,247.75805128205127,4.212580645161291,2,3,3
61431443,Pública,269.273506648,289.937816992,4.670084745762712,1,1,1
61431448,Pública,256.5545265714286,280.32622908928573,5.323818181818182,1,1,1
61431449,Pública,264.3572495,283.06306575,4.57625,2,1,1
61431450,Pública,348.29784716216216,342.0463834054054,5.721,1,1,1
61431454,Pública,290.9663286233766,287.96740463636365,4.808356164383562,1,1,1
61431456,Pública,288.22395258585857,297.72881694949496,5.175454545454546,1,1,1
61431457,Pública,259.41079544827585,260.66332806896554,4.938888888888889,1,1,1
61431460,Pública,277.7325807735849,1226.904948212938,5.203949579831932,1,1,1
61431462,Pública,244.443267,268.87051725,4.25,2,3,3
61431463,Pública,247.98314982089553,265.8456553731343,4.28952380952381,2,3,3
61431465,Pública,296.5332956363636,301.73933061363635,5.173255813953489,1,1,1
61431468,Pública,332.343478862069,341.1939148275862,4.867547169811321,1,1,1
61431469,Pública,254.60385322222223,254.48315323809524,3.960793650793651,2,3,3
61431471,Pública,250.739041875,273.942559375,3.78875,2,3,3
61431473,Pública,295.76015465625,290.84508925,4.9421875,1,1,1
61431477,Pública,283.10881335416667,293.7568125625,4.714255319148936,1,1,1
61431480,Pública,250.91137636363635,256.68699672727274,4.192368421052632,2,3,3
61431482,Pública,286.7160349347826,276.32777004347827,4.361304347826087,2,3,3
61431483,Pública,275.6850657037037,300.83196855555553,5.148823529411764,1,1,1
61431485,Pública,283.15048029411764,289.236616,4.997333333333334,1,1,1
61431486,Pública,250.93573694444444,247.2909000555555,4.049444444444444,2,3,3
61431489,Pública,252.16388606,237.00669114,4.2915625,2,3,3
61431490,Pública,254.8776153770492,267.66644883606557,4.424285714285714,2,3,3
61431496,Pública,266.6938597878788,259.8619666767677,4.796179775280899,1,1,1
61431497,Pública,284.3203808571429,279.70777266666664,4.766842105263158,1,1,1
61431502,Pública,258.0710154,246.3546625,4.877777777777777,1,1,1
61431508,Pública,268.1830767777778,268.45573,4.701428571428571,1,1,1
61431513,Pública,279.0801713457944,281.82273022429905,5.1388,1,1,1
61431514,Pública,262.89978803030306,273.3687242272727,5.34984126984127,1,1,1
61431518,Pública,240.03224726666667,247.2770887,3.9182758620689655,2,3,3
61431520,Pública,272.02721235,276.50953526666666,4.439107142857143,2,3,3
61431521,Pública,254.20375277419356,264.2333740645161,4.893666666666666,1,1,1
61431523,Pública,281.92937446875,282.61431478125,4.659,1,1,1
61431524,Pública,290.473841313253,296.28194736144576,4.898395061728395,1,1,1
61431525,Pública,293.2480796942149,285.7389943305785,4.607809523809523,2,1,1
61431527,Pública,252.93900425714287,254.7065415428571,5.038787878787879,1,1,1
61431528,Pública,251.4381874909091,244.77370385454543,4.889259259259259,1,1,1
61431534,Pública,263.28086165217394,255.2194296086957,4.968181818181819,1,1,1
61431539,Pública,298.4241248,302.47248528,5.1504,1,1,1
61431542,Pública,252.17780802678573,263.64241276785714,4.63050505050505,2,1,1
61431545,Pública,270.2402719333333,271.3706712888889,4.912888888888888,1,1,1
61431546,Pública,287.95562072727273,275.60618836363636,5.366,1,1,1
61431548,Pública,307.1504743846154,297.8270363076923,5.153846153846154,1,1,1
61431549,Pública,285.4929171509434,286.34103773584906,5.199,1,1,1
61431552,Pública,3025.407504655914,272.7487180215054,4.9994623655913975,3,1,4
61431555,Pública,275.54553855263157,2694.891319921053,4.953577981651376,1,2,1
61431556,Pública,290.3370642727273,289.45863324242424,4.882424242424243,1,1,1
61431564,Pública,273.32740272093025,287.7802636860465,5.239102564102564,1,1,1
61431566,Pública,255.62529419444445,248.5960971111111,4.059117647058824,2,3,3
61431567,Pública,242.2502440625,266.651865,4.795625,1,1,1
61431568,Pública,250.5938318076923,248.25662575641024,4.6802777777777775,1,1,1
61431571,Pública,245.39490646341463,248.26877658536583,4.33825,2,3,3
61431572,Pública,287.560372,290.58463736842106,5.181923076923077,1,1,1
61431993,Pública,267.0697631709402,280.21031821367524,5.276608695652174,1,1,1
61432003,Pública,248.09433076595744,261.34842034042555,4.919069767441861,1,1,1
61432020,Pública,259.45256854545454,280.829773,4.431363636363637,2,3,3
61432022,Pública,245.93295345945947,244.90024786486487,4.906071428571429,1,1,1
61432026,Pública,260.84211457333333,4422.304828226666,4.953802816901408,1,2,1
61432476,Pública,255.44821566666667,261.70896039999997,4.99,1,1,1
61432477,Pública,252.88608481578947,250.6998307631579,3.895555555555556,2,3,3
61432478,Pública,265.71146164285716,283.1068559285714,4.821538461538462,1,1,1
61432481,Pública,246.80028081818185,258.36242672727275,4.650909090909091,1,1,1
61432482,Pública,275.967188754717,286.5895784339623,5.123125,1,1,1
61432484,Pública,273.38056675,282.32403375,5.108888888888889,1,1,1
61432486,Pública,327.8986727210884,319.3320922585034,5.2,1,1,1
61432487,Pública,254.9556666569343,263.5513863941606,4.660615384615385,1,1,1
61432493,Pública,22195.52915753846,283.44048969230766,4.401666666666666,4,3,4
61432494,Pública,282.88995584615384,298.0342136282051,5.625405405405405,1,1,1
61432495,Pública,247.53276956,260.44585104,4.7436,1,1,1
61432498,Pública,257.73523544444447,255.74480513333333,4.369487179487179,2,3,3
61432499,Pública,272.56780886206894,287.55339537931036,4.9175,1,1,1
61432501,Pública,268.84023649230767,281.0651715230769,4.83265625,1,1,1
61432502,Pública,277.3665251911765,277.07109251470587,5.09765625,1,1,1
61432506,Pública,258.1811701960784,252.105503372549,5.1505882352941175,1,1,1
61432507,Pública,292.55079575999997,294.26363376,5.008333333333334,1,1,1
61432508,Pública,269.0448188095238,264.15093914285717,4.786190476190476,1,1,1
61432510,Pública,267.93993276744186,261.649531627907,4.478076923076923,2,3,3
61432511,Pública,262.89764660000003,251.16082552,4.618,2,1,1
61432514,Pública,7789.276707804878,238.31345163414633,4.828157894736842,3,1,4
61432515,Pública,255.73337810365857,266.5415432317073,5.209934210526316,1,1,1
61432517,Pública,256.30767083783786,257.22215243243244,4.554594594594595,2,3,1
61432522,Pública,7988.569385833333,241.1532945,4.467931034482759,3,3,4
61432529,Pública,278.58508780859376,294.10915646484375,5.422194092827004,1,1,1
61432531,Pública,2152.658310387597,274.68381945736434,5.1025833333333335,3,1,4
61432532,Pública,284.8708160446429,281.0805605446429,5.274128440366972,1,1,1
61432533,Pública,279.0693377652439,286.49503132012194,5.2921843003412965,1,1,1
61432536,Pública,255.69605701960785,262.49480111764706,5.39,1,1,1
61432539,Pública,258.7387174032258,4906.375813564516,4.607678571428571,2,2,1
61432542,Pública,281.96405675,257.60583916666667,5.539166666666667,1,1,1
61432545,Pública,269.1810272916667,267.56113845833335,5.134090909090909,1,1,1
61432546,Pública,250.20673174509804,248.41555230392157,5.238645833333333,1,1,1
61432547,Pública,267.83712509459457,276.8228945540541,5.077,1,1,1
61432551,Pública,281.71205821212124,283.69387727272726,4.868787878787879,1,1,1
61432568,Pública,265.09038192857145,255.78327514285715,3.9475,2,3,3
61432577,Pública,268.7178605497076,1830.675976005848,4.941232876712329,1,2,1
61432579,Pública,267.43350963392857,274.29404010714285,4.8168,1,1,1
61432582,Pública,291.54237089473685,300.74365054385964,5.481764705882353,1,1,1
61432588,NA,277.15452666666664,274.05802746666666,5.067333333333333,1,1,1
61432607,Pública,253.35098742307693,246.00712634615385,4.103076923076923,2,3,3
61432614,Pública,260.6135562727273,252.76643363636364,4.793,1,1,1
61432615,Pública,257.2793573571429,265.66305771428574,3.7253846153846153,2,3,3
61432619,Pública,250.33354979710143,253.41458382608695,4.965967741935484,1,1,1
61432622,Pública,338.299352,327.30875055,6.2135,1,1,1
61432900,Pública,2051.1726698732396,292.493950915493,5.427404580152672,3,1,4
61432902,Pública,250.8895618913043,265.2532567608696,5.239512195121951,1,1,1
61432908,Pública,274.29363504,288.52106956,5.223469387755102,1,1,1
61432913,Pública,254.66197745,248.93964305,5.056842105263158,1,1,1
61432914,Pública,1381.4664454915967,273.4264522268908,5.244243902439025,3,1,4
61432915,Pública,280.44415810795454,288.7487570340909,5.666441717791411,1,1,1
61432917,Pública,257.6524967843137,5554.575349823529,5.02,1,2,1
61432918,Pública,271.72384084210523,275.3992987368421,4.811714285714285,1,1,1
61432920,Pública,263.554904375,276.865304625,5.100238095238096,1,1,1
61432921,Pública,258.34593497402597,275.81976815584414,5.012876712328767,1,1,1
61432938,Pública,269.05896090946504,1139.1292258065844,5.339278846153846,1,1,1
61432943,Pública,239.1200816346154,232.39012684615383,5.0532432432432435,1,1,1
61432944,Pública,254.37345577272728,258.65831475757574,4.9398484848484845,1,1,1
61432948,Pública,302.0092431,303.1200097,5.295277777777778,1,1,1
61432950,Pública,243.8452647297297,240.64906235135135,4.389117647058823,2,3,3
61432951,Pública,1316.156836122172,272.03625505429864,5.2069902912621355,3,1,4
61432958,Pública,264.9430887823834,276.7435979792746,4.956321839080459,1,1,1
61432959,Pública,5123.182945720339,290.4458600338983,4.969708737864078,3,1,4
61432960,Pública,262.9312595625,246.4415949375,4.24625,2,3,3
61432961,Pública,267.369613139785,3356.248278193548,5.038764044943821,1,2,1
61432962,Pública,253.0751280869565,259.5900482934783,4.49953488372093,2,3,1
61432963,Pública,284.24831241333334,282.02416124,5.343333333333334,1,1,1
61432965,Pública,241.75964635135136,238.1301409054054,4.725428571428571,1,1,1
61432971,Pública,275.3653720357143,284.326031875,5.185818181818182,1,1,1
61432972,Pública,289.5342614516129,276.0947209677419,5.123333333333333,1,1,1
61432974,Pública,256.918571,253.22029519047615,3.9185714285714286,2,3,3
61432976,Pública,257.4998591666667,255.55215594444445,3.94,2,3,3
61432977,Pública,310.76118323076923,314.47314005128203,5.59,1,1,1
61432980,Pública,276.7162518918919,279.4126841891892,5.297294117647059,1,1,1
61432981,Pública,256.2926607142857,254.4028192857143,4.988333333333333,1,1,1
61432982,Pública,240.807455,240.86147815384615,4.748461538461538,1,1,1
61432983,Pública,248.02148479411764,252.11480870588235,4.772903225806451,1,1,1
61432986,Pública,286.8652959931507,1972.4611251095891,5.068043478260869,1,2,1
61432990,Pública,274.64326966666664,277.16864560606064,5.491122448979592,1,1,1
61432992,Pública,306.8458206764706,303.6444735,4.608235294117647,2,1,1
61432993,Pública,259.22134828571427,19346.101419285715,5.187857142857143,1,4,2
61432996,Pública,258.45960884210524,261.26869073684213,5.056666666666667,1,1,1
61432997,Pública,284.66573103703706,293.6270422962963,5.4003703703703705,1,1,1
61432998,Pública,264.7176453809524,278.21662104761907,4.924736842105263,1,1,1
61432999,Pública,275.02047999285713,286.87689211428574,4.761654135338346,1,1,1
61433000,Pública,263.5281784878049,265.211351,4.362333333333333,2,3,3
61433001,Pública,1520.9525961879194,285.522253,5.26,3,1,4
61433003,Pública,257.13512206493505,269.03679212987015,4.9679032258064515,1,1,1
61433007,Pública,237.31374829268293,235.17840819512196,5.287567567567567,1,1,1
61433008,Pública,278.50111465254236,291.44965876271186,5.068648648648649,1,1,1
61433012,Pública,253.28169227272727,255.22353736363635,5.140909090909091,1,1,1
61433013,Pública,269.6447219107143,275.489774625,5.278348623853211,1,1,1
61433014,Pública,259.1855253125,277.5366023125,4.55375,2,3,1
61433016,Pública,254.6509840487805,253.79293302439024,4.4825,2,3,3
61433020,Pública,248.3985830327869,259.4889671967213,4.445862068965517,2,3,3
61433023,Pública,265.03771524242427,266.3312207878788,4.1334375,2,3,3
61433024,Pública,252.1122198181818,253.1855487878788,4.15969696969697,2,3,3
61433025,Pública,257.2680991860465,247.88270420930232,3.731627906976744,2,3,3
61433026,Pública,260.15791603636364,244.47293507272727,4.95,1,1,1
61433036,Pública,258.08907570909093,254.3798891909091,4.973592233009708,1,1,1
61433037,Pública,266.1641798333333,268.1858628333333,4.8726666666666665,1,1,1
61433038,Pública,269.95675093333335,272.69551076666664,4.984310344827586,1,1,1
61433039,Pública,263.56682701190476,279.16684172619046,5.423170731707317,1,1,1
61433045,Pública,253.91158363636364,255.70763763636364,3.906363636363636,2,3,3
61433046,Pública,285.3463773706294,285.89127552447553,5.558778625954199,1,1,1
61433047,Pública,262.6982938,264.5919539,4.887894736842105,1,1,1
61433048,Pública,294.9073999310345,277.6218896551724,4.962692307692308,1,1,1
61433049,Pública,261.4412622352941,267.02671525,4.333283582089552,2,3,3
61433051,Pública,277.1735619541985,2674.3473385877865,5.322913385826772,1,2,1
61433052,Pública,283.516534875,275.86504728125,4.5665625,2,3,1
61433060,Pública,254.22577476470587,256.0802700882353,4.9584,1,1,1
61433061,Pública,278.04306906756756,279.4490216756757,4.665918367346939,1,1,1
61433063,Pública,259.8807643,262.94845833333335,4.7775,1,1,1
61433066,Pública,271.8715965048544,280.0860676601942,5.5964,1,1,1
61433069,Pública,5053.8810489310345,264.7359453448276,5.085263157894737,3,1,4
61433070,Pública,282.7740710595238,286.75517725,5.177682926829268,1,1,1
61433082,Pública,271.48078184615383,7458.215745384616,5.1165714285714285,1,2,1
61433373,Pública,273.30926742647057,283.0887265882353,5.0426153846153845,1,1,1
61433374,Pública,284.54966556603773,297.5599580754717,5.408301886792453,1,1,1
61433375,Pública,260.561053673913,261.6135880652174,4.740714285714286,1,1,1
61433376,Pública,248.2835688235294,249.73165605882355,4.886176470588235,1,1,1
61433379,Pública,275.46850655737705,290.2594881803279,5.071052631578947,1,1,1
61433382,Pública,264.6720112,266.6033299,4.7,1,1,1
61433385,Pública,265.3542037857143,280.49910614285716,4.934642857142857,1,1,1
61433386,Pública,254.50107119444445,265.1540231388889,5.043823529411765,1,1,1
61433389,Pública,263.2285710855263,275.86076799342106,4.946783216783217,1,1,1
61433390,Pública,321.87694531182797,315.10652366666665,5.982777777777778,1,1,1
61433394,Pública,257.817342,269.258862,4.364833333333333,2,3,3
61433395,Pública,6161.102559688525,283.4827101639344,5.204909090909091,3,1,4
61433396,Pública,260.5547235428571,269.91305262857145,5.105151515151515,1,1,1
61433402,Pública,256.6810070243902,246.79450385365857,4.847073170731707,1,1,1
61433405,Pública,237.2356342745098,243.39589829411764,4.091632653061224,2,3,3
61433407,Pública,3549.7563099294116,278.34165147058826,5.051084337349398,3,1,4
61433408,Pública,267.3073724285714,268.2306498809524,4.928378378378379,1,1,1
61433410,Pública,272.3262890909091,265.4827805,4.651818181818181,1,1,1
61433411,Pública,280.1429266438356,276.6131963835616,4.549315068493151,2,3,1
61433414,Pública,259.7344144320988,263.7625864320988,3.924625,2,3,3
61433416,Pública,268.66345422222224,255.61306472222225,3.660555555555556,2,3,3
61433417,Pública,259.0117736122449,257.53680248979595,4.385416666666667,2,3,3
61433421,Pública,275.9408564666667,285.7780828,4.912333333333334,1,1,1
61433423,Pública,266.6697008548387,262.6157281774193,4.634193548387096,2,1,1
61433425,Pública,308.26948266981134,302.76843783962266,5.629489795918367,1,1,1
61433426,Pública,280.8807222962963,281.7960639814815,5.132037037037037,1,1,1
61433427,Pública,234.757233,238.08437011538464,4.34,2,3,3
61433429,Pública,261.8172705148515,262.5498687029703,4.74469387755102,1,1,1
61433430,Pública,265.0181758,266.55598602,4.375531914893617,2,3,3
61433433,Pública,269.7916634878049,263.69690970731705,4.990256410256411,1,1,1
61433436,Pública,275.87042253125003,9194.7777274375,4.899259259259259,1,2,2
61433437,Pública,272.23675638888886,291.53968533333335,5.4786170212765954,1,1,1
61433438,Pública,255.2829707777778,264.4362238888889,4.098333333333333,2,3,3
61433439,Pública,320.7269645384615,257.2320288974359,4.724166666666667,1,1,1
61433440,Pública,265.41694,260.365464375,4.42875,2,3,3
61433441,Pública,263.33504397260276,271.187041260274,4.461643835616439,2,3,3
61433446,Pública,254.43790979166667,256.00349225,4.878181818181818,1,1,1
61433447,Pública,269.5944307166667,261.7191729,5.034561403508772,1,1,1
61433450,Pública,279.9875366551724,271.4565985172414,4.863333333333333,1,1,1
61433453,Pública,271.9044283473684,280.0204662157895,4.957062146892655,1,1,1
61433456,Pública,259.0843002857143,271.972995,4.707142857142857,1,1,1
61433460,Pública,281.80802315,275.29712865,5.012222222222222,1,1,1
61433461,Pública,273.3966664065934,2697.733076989011,5.04103448275862,1,2,1
61433466,Pública,249.8949480526316,257.34531249122807,5.0494,1,1,1
61433469,Pública,270.0034494296875,272.1331114765625,5.488135593220339,1,1,1
61433470,Pública,276.8171348888889,276.4043378888889,4.700666666666667,1,1,1
61433473,Pública,237.6026572105263,219.13531936842105,3.909333333333333,2,3,3
61433474,Pública,269.9908514054054,280.57463121621623,4.811621621621621,1,1,1
61433475,Pública,250.34166810714285,231.59624421428572,4.6207142857142856,2,1,1
61433477,Pública,255.89137410666663,270.0302898933333,4.687058823529412,1,1,1
61433482,Pública,286.30553974509803,301.52841201960786,5.538431372549019,1,1,1
61433490,Pública,284.1105787826087,281.4712613478261,4.949130434782608,1,1,1
61433491,Pública,253.2406127894737,256.4044222105263,4.923157894736842,1,1,1
61433492,NA,328.47224,304.85669874999996,6.18,1,1,1
61433495,Pública,272.3998850990099,281.3891581386139,5.373469387755102,1,1,1
61433498,Pública,2620.301197252252,2766.6268543603605,5.303425925925926,3,2,1
