"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q23g_num"
0.72111497347974,1.05995455960423,-0.352418067873516,0.861206081985769,-0.98659871989482,0.391260842978787
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.31842918277612,-0.506934789375936,-0.352418067873516,-0.765516517320683,1.1367333077049,-1.13030910193872
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.489496760662457,-0.506934789375936,-0.352418067873516,-0.765516517320683,-0.98659871989482,0.391260842978787
0.301694723388772,-0.506934789375936,0.978939077426434,0.861206081985769,-0.98659871989482,0.391260842978787
-0.389064001634704,-0.506934789375936,0.978939077426434,0.861206081985769,1.1367333077049,0.391260842978787
0.977455100414105,-0.506934789375936,-0.352418067873516,0.861206081985769,0.428955965171661,0.391260842978787
NA,NA,NA,NA,NA,NA
0.0935226668695202,1.05995455960423,0.978939077426434,-0.765516517320683,0.428955965171661,0.391260842978787
1.8000088936157,1.05995455960423,0.978939077426434,0.861206081985769,NA,-1.13030910193872
0.615953869050856,1.05995455960423,0.978939077426434,-0.765516517320683,-0.98659871989482,-2.65187904685623
NA,NA,NA,NA,NA,NA
1.24408873317715,1.05995455960423,-0.352418067873516,2.48792868129222,-0.98659871989482,0.391260842978787
-1.60699879260907,-0.506934789375936,-1.68377521317347,-0.765516517320683,1.1367333077049,0.391260842978787
0.848359033111328,1.05995455960423,0.978939077426434,0.861206081985769,-0.98659871989482,-1.13030910193872
-1.53110007481817,-0.506934789375936,0.978939077426434,-0.765516517320683,-0.98659871989482,0.391260842978787
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
2.55792141603162,1.05995455960423,0.978939077426434,0.861206081985769,1.1367333077049,-1.13030910193872
NA,NA,NA,NA,NA,NA
-1.17557521756019,NA,NA,NA,NA,0.391260842978787
-0.238997438111756,-2.0738241383561,-1.68377521317347,-0.765516517320683,1.1367333077049,0.391260842978787
-1.48558044765267,-2.0738241383561,-1.68377521317347,-0.765516517320683,1.1367333077049,1.91283078789629
-0.917120772247453,1.05995455960423,-0.352418067873516,-0.765516517320683,-0.98659871989482,0.391260842978787
NA,NA,NA,NA,NA,NA
-0.430580417100103,-0.506934789375936,-0.352418067873516,-0.765516517320683,1.1367333077049,0.391260842978787
NA,NA,NA,NA,NA,NA
0.166191413985032,-0.506934789375936,-0.352418067873516,-0.765516517320683,-0.98659871989482,0.391260842978787
-0.113679138330799,-0.506934789375936,-0.352418067873516,0.861206081985769,-0.98659871989482,0.391260842978787
0.923268530912826,1.05995455960423,2.31029622272638,0.861206081985769,-0.98659871989482,0.391260842978787
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.274823708623573,1.05995455960423,-0.352418067873516,-0.765516517320683,-0.98659871989482,0.391260842978787
-0.572144369692545,-0.506934789375936,-1.68377521317347,-0.765516517320683,-0.27882137736158,-1.13030910193872
0.0920583314010873,-0.506934789375936,-0.352418067873516,-0.765516517320683,1.1367333077049,-2.65187904685623
-0.857810099418701,-0.506934789375936,-1.68377521317347,0.861206081985769,-0.27882137736158,1.91283078789629
0.179663262051332,1.05995455960423,0.978939077426434,-0.765516517320683,1.1367333077049,0.391260842978787
-1.07927280730931,-0.506934789375936,-0.352418067873516,-0.765516517320683,1.1367333077049,0.391260842978787
0.870185987749247,1.05995455960423,0.978939077426434,0.861206081985769,-0.27882137736158,0.391260842978787
NA,NA,NA,NA,NA,NA
-0.487806276246591,-2.0738241383561,0.978939077426434,2.48792868129222,-0.98659871989482,0.391260842978787
-1.45568492427278,-0.506934789375936,-0.352418067873516,-0.765516517320683,1.1367333077049,0.391260842978787
0.242673743460865,1.05995455960423,-0.352418067873516,0.861206081985769,1.1367333077049,0.391260842978787
-0.937489720680977,-0.506934789375936,-0.352418067873516,-0.765516517320683,-0.98659871989482,-1.13030910193872
-0.827186615066191,1.05995455960423,-0.352418067873516,-0.765516517320683,1.1367333077049,0.391260842978787
1.38918078199067,-0.506934789375936,0.978939077426434,-0.765516517320683,-0.98659871989482,-1.13030910193872
