"PROFICIENCIA_MT_SAEB","TX_RESP_Q21e_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num"
0.291142125839737,NA,-1.3294905988615,-0.844069349243838
-2.48374430781206,-0.63098981620003,1.51078477143352,0.358090026951932
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0.841917724179424,0.63098981620003,NA,NA
2.21591033429431,0.63098981620003,0.090647086286011,-0.844069349243838
-0.418746220961219,0.63098981620003,0.090647086286011,0.358090026951932
1.40461917442041,0.63098981620003,-1.3294905988615,-0.844069349243838
-0.078039742711959,-0.63098981620003,0.090647086286011,0.358090026951932
0.917118280302137,-1.89296944860009,-1.3294905988615,-2.04622872543961
NA,NA,NA,NA
-1.76675573800893,NA,0.090647086286011,-2.04622872543961
NA,NA,NA,NA
0.0990148191082659,-1.89296944860009,1.51078477143352,0.358090026951932
NA,NA,NA,NA
0.702979815848742,0.63098981620003,0.090647086286011,-0.844069349243838
NA,NA,NA,NA
NA,NA,NA,NA
-1.0726735099314,-1.89296944860009,0.090647086286011,0.358090026951932
-0.544400368518762,-3.15494908100015,0.090647086286011,0.358090026951932
-0.355978576677868,0.63098981620003,0.090647086286011,0.358090026951932
-1.1024810281344,-0.63098981620003,0.090647086286011,0.358090026951932
-1.36004018369595,0.63098981620003,1.51078477143352,1.5602494031477
1.14594133997397,0.63098981620003,0.090647086286011,0.358090026951932
0.193166977467911,0.63098981620003,0.090647086286011,0.358090026951932
-1.30993179075327,0.63098981620003,0.090647086286011,0.358090026951932
0.967845467809889,0.63098981620003,0.090647086286011,0.358090026951932
0.255682526905878,0.63098981620003,-1.3294905988615,-0.844069349243838
0.5306205429476,0.63098981620003,-1.3294905988615,-0.844069349243838
NA,NA,NA,NA
-1.15027615551711,0.63098981620003,1.51078477143352,0.358090026951932
NA,NA,NA,NA
NA,NA,NA,NA
0.522471833983326,0.63098981620003,1.51078477143352,1.5602494031477
1.69240408421999,0.63098981620003,-1.3294905988615,-0.844069349243838
0.830670788273243,NA,-1.3294905988615,-2.04622872543961
0.964407782870426,-0.63098981620003,0.090647086286011,1.5602494031477
-1.28049240739361,-1.89296944860009,-1.3294905988615,-0.844069349243838
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
1.44966129898057,0.63098981620003,0.090647086286011,0.358090026951932
0.639970122585554,0.63098981620003,1.51078477143352,1.5602494031477
-0.296253292022919,-0.63098981620003,0.090647086286011,0.358090026951932
NA,NA,NA,NA
-0.055653325782862,0.63098981620003,0.090647086286011,0.358090026951932
0.0846682467637364,0.63098981620003,-1.3294905988615,-0.844069349243838
NA,NA,NA,NA
0.302061059110351,0.63098981620003,0.090647086286011,0.358090026951932
-0.604407834361322,-0.63098981620003,1.51078477143352,0.358090026951932
0.225272000497946,-0.63098981620003,0.090647086286011,0.358090026951932
-1.39263507080746,-0.63098981620003,0.090647086286011,0.358090026951932
0.0502843498869057,0.63098981620003,0.090647086286011,0.358090026951932
-0.461651267016614,0.63098981620003,0.090647086286011,0.358090026951932
-0.697793713573683,0.63098981620003,0.090647086286011,0.358090026951932
-0.0881192824107823,0.63098981620003,0.090647086286011,1.5602494031477
-0.958465396059216,-1.89296944860009,0.090647086286011,0.358090026951932
NA,NA,NA,NA
0.645874323789001,-0.63098981620003,-2.749628284009,-2.04622872543961
-0.408090863525186,0.63098981620003,0.090647086286011,0.358090026951932
0.937622583819147,0.63098981620003,0.090647086286011,-0.844069349243838
NA,NA,NA,NA
-1.02080760306207,NA,1.51078477143352,1.5602494031477
1.52551932112527,0.63098981620003,-1.3294905988615,-2.04622872543961
-0.529409246265089,0.63098981620003,1.51078477143352,0.358090026951932
NA,NA,NA,NA
