"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22f_num","TX_RESP_Q23b_num","TX_RESP_Q23e_num","TX_RESP_Q23h_num"
-0.733168931292907,-0.343592135468139,-1.81522925918786,-1.30410542318245,1.08653373420044,0.687184270936277,0.58309518948453,0.123421938529559,-0.721853722671613
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.372428689937125,1.20257247413848,-0.938911685786822,-0.205911382607755,1.08653373420044,-0.343592135468139,1.74928556845359,0.123421938529559,0.902317153339516
0.0783477815644054,-1.88975674507476,0.813723461015246,0.892282657966937,-0.869226987360353,-0.343592135468139,-0.58309518948453,-2.0981729550025,0.902317153339516
0.82443111218967,-0.343592135468139,-0.0625941123857883,-1.30410542318245,1.08653373420044,1.71796067734069,0.58309518948453,1.23421938529559,0.902317153339516
0.817890024438344,1.20257247413848,0.813723461015246,0.892282657966937,1.08653373420044,0.687184270936277,0.58309518948453,0.123421938529559,-0.721853722671613
NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.01360084035642,-0.343592135468139,-0.938911685786822,-0.205911382607755,0.108653373420044,-1.37436854187255,0.58309518948453,0.123421938529559,-2.34602459868274
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.386393933484344,-0.343592135468139,NA,-0.205911382607755,0.108653373420044,-0.343592135468139,0.58309518948453,0.123421938529559,0.902317153339516
-0.452614158629521,-0.343592135468139,0.813723461015246,-0.205911382607755,0.108653373420044,-0.343592135468139,-0.58309518948453,-2.0981729550025,0.902317153339516
1.00517711235764,1.20257247413848,0.813723461015246,0.892282657966937,-0.869226987360353,1.71796067734069,-0.58309518948453,1.23421938529559,0.902317153339516
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.210617441538946,1.20257247413848,NA,-0.205911382607755,-0.869226987360353,-0.343592135468139,-0.58309518948453,-0.987375508236473,-0.721853722671613
-1.75145754061664,1.20257247413848,-0.0625941123857883,-0.205911382607755,-0.869226987360353,-0.343592135468139,0.58309518948453,0.123421938529559,-0.721853722671613
0.887154662710762,-0.343592135468139,-0.0625941123857883,0.892282657966937,-0.869226987360353,-1.37436854187255,-1.74928556845359,1.23421938529559,0.902317153339516
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.07805246697825,-1.88975674507476,-1.81522925918786,-2.40229946375714,1.08653373420044,-0.343592135468139,0.58309518948453,0.123421938529559,-0.721853722671613
-0.379385324279709,-0.343592135468139,0.813723461015246,0.892282657966937,1.08653373420044,-1.37436854187255,0.58309518948453,-0.987375508236473,-0.721853722671613
-0.654397569921307,-0.343592135468139,NA,NA,1.08653373420044,0.687184270936277,0.58309518948453,0.123421938529559,0.902317153339516
1.5102695133624,1.20257247413848,0.813723461015246,0.892282657966937,-1.84710734814075,-0.343592135468139,-1.74928556845359,0.123421938529559,-0.721853722671613
0.99224681329503,-0.343592135468139,NA,NA,-0.869226987360353,1.71796067734069,0.58309518948453,1.23421938529559,0.902317153339516
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.72257712707034,-0.343592135468139,0.813723461015246,0.892282657966937,-0.869226987360353,-0.343592135468139,-1.74928556845359,0.123421938529559,-0.721853722671613
