"PROFICIENCIA_LP_SAEB","TX_RESP_Q22g_num","TX_RESP_Q23b_num"
1.75175536975281,-0.17780867543106,0.525354138868872
NA,NA,NA
NA,NA,NA
-1.3411252722307,1.06685205258636,-1.10908095983428
NA,NA,NA
-1.1460840540171,1.06685205258636,0.525354138868872
-1.98650629083762,-0.17780867543106,0.525354138868872
NA,NA,NA
-0.106569547049866,1.06685205258636,0.525354138868872
-0.234317800341296,-0.17780867543106,-1.10908095983428
NA,NA,NA
0.562707321126174,-0.17780867543106,2.15978923757203
1.90851581641607,-1.42246940344848,0.525354138868872
-1.25787725099685,NA,NA
NA,-1.42246940344848,-1.10908095983428
NA,NA,NA
NA,NA,NA
-1.89267197832524,1.06685205258636,0.525354138868872
-0.632603523077412,1.06685205258636,-1.10908095983428
NA,NA,NA
0.0926950743591799,1.06685205258636,-1.10908095983428
0.429540286824546,-1.42246940344848,0.525354138868872
0.475471645934963,-1.42246940344848,0.525354138868872
NA,NA,NA
0.847982206104637,-0.17780867543106,0.525354138868872
0.834491355035246,1.06685205258636,0.525354138868872
-0.30603768383285,-0.17780867543106,-1.10908095983428
-0.420747651929574,-1.42246940344848,-1.10908095983428
1.35265788649809,-0.17780867543106,2.15978923757203
-0.0248416441694271,1.06685205258636,0.525354138868872
1.29701983508572,1.06685205258636,-1.10908095983428
0.0936703051756602,-0.17780867543106,0.525354138868872
0.279565280496025,-0.17780867543106,0.525354138868872
0.0118645323842173,1.06685205258636,-1.10908095983428
0.448364298333247,-1.42246940344848,0.525354138868872
-0.691344058683779,1.06685205258636,-1.10908095983428
NA,NA,NA
0.475054644286093,-1.42246940344848,-1.10908095983428
-0.820629102320969,-0.17780867543106,0.525354138868872
NA,NA,NA
NA,NA,NA
