"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q23a_num","TX_RESP_Q23d_num","TX_RESP_Q23f_num"
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-1.20272748534911,0.960927766995092,-1.32938810257679,-0.919968001669468,0.0428025825003853,1.36658729893882,2.21388649141473,1.6457198371483
NA,NA,NA,NA,NA,NA,NA,NA
0.967819853287412,0.960927766995092,-1.32938810257679,-0.919968001669468,-1.02726198000925,-2.30906129820697,-1.38367905713421,1.6457198371483
-0.332442908213468,-1.3103560459024,-1.32938810257679,-0.919968001669468,1.11286714501002,0.141371099890223,1.01469797523175,0.398962384763224
-1.17568627267561,0.960927766995092,1.13244171700986,NA,-1.02726198000925,0.141371099890223,-0.184490540951227,0.398962384763224
NA,NA,NA,NA,NA,NA,NA,NA
-0.490312438576835,0.960927766995092,-0.0984731927834663,-0.919968001669468,-1.02726198000925,0.141371099890223,1.01469797523175,-0.847795067621851
2.08237697258737,-1.3103560459024,-0.0984731927834663,-0.919968001669468,1.11286714501002,-1.08384509915837,-0.184490540951227,-0.847795067621851
-1.21011624205197,-1.3103560459024,-0.0984731927834663,0.0399986087682378,0.0428025825003853,0.141371099890223,1.01469797523175,0.398962384763224
0.625514369700947,0.960927766995092,-0.0984731927834663,0.0399986087682378,1.11286714501002,-2.30906129820697,-0.184490540951227,0.398962384763224
-0.618535222249559,-0.174714139453653,-1.32938810257679,-0.919968001669468,-1.02726198000925,0.141371099890223,-1.38367905713421,0.398962384763224
-0.250593722567637,0.960927766995092,-1.32938810257679,-0.919968001669468,-1.02726198000925,0.141371099890223,1.01469797523175,NA
1.77303223605587,0.960927766995092,1.13244171700986,1.95993182964365,1.11286714501002,0.141371099890223,1.01469797523175,-0.847795067621851
0.357531696505619,-1.3103560459024,-0.0984731927834663,0.0399986087682378,0.0428025825003853,0.141371099890223,-0.184490540951227,0.398962384763224
1.27298207811555,-0.174714139453653,1.13244171700986,0.999965219205944,1.11286714501002,0.141371099890223,-1.38367905713421,-2.09455252000692
-0.899197742677987,-1.3103560459024,NA,NA,NA,-1.08384509915837,-1.38367905713421,-0.847795067621851
1.37102247565118,0.960927766995092,1.13244171700986,0.999965219205944,1.11286714501002,-1.08384509915837,-0.184490540951227,-0.847795067621851
-0.659278428166138,-1.3103560459024,-0.0984731927834663,0.0399986087682378,0.0428025825003853,-1.08384509915837,-0.184490540951227,-0.847795067621851
-1.4528064613682,NA,1.13244171700986,1.95993182964365,1.11286714501002,1.36658729893882,1.01469797523175,0.398962384763224
1.05042764522281,0.960927766995092,1.13244171700986,0.0399986087682378,1.11286714501002,0.141371099890223,-1.38367905713421,-0.847795067621851
-0.488794141472104,-1.3103560459024,1.13244171700986,0.0399986087682378,-1.02726198000925,0.141371099890223,-0.184490540951227,0.398962384763224
NA,NA,NA,NA,NA,NA,NA,NA
-0.499104242173071,-0.174714139453653,-1.32938810257679,-0.919968001669468,0.0428025825003853,NA,NA,NA
-0.475919060264758,-1.3103560459024,1.13244171700986,0.0399986087682378,-2.09732654251888,0.141371099890223,-0.184490540951227,-0.847795067621851
-1.31499164913983,-0.174714139453653,-1.32938810257679,-0.919968001669468,-1.02726198000925,0.141371099890223,1.01469797523175,0.398962384763224
-0.108527047097193,0.960927766995092,NA,NA,NA,1.36658729893882,-1.38367905713421,0.398962384763224
-0.178273624259682,-0.174714139453653,-0.0984731927834663,-0.919968001669468,-1.02726198000925,1.36658729893882,1.01469797523175,1.6457198371483
NA,NA,NA,NA,NA,NA,NA,NA
0.142822683058791,-0.174714139453653,-0.0984731927834663,0.0399986087682378,0.0428025825003853,1.36658729893882,-0.184490540951227,1.6457198371483
0.713405796053091,0.960927766995092,-0.0984731927834663,1.95993182964365,0.0428025825003853,0.141371099890223,-0.184490540951227,-0.847795067621851
1.00037088206451,0.960927766995092,1.13244171700986,0.999965219205944,1.11286714501002,0.141371099890223,-0.184490540951227,-0.847795067621851
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
