"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q23a_num","TX_RESP_Q23c_num","TX_RESP_Q23g_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.361137397861508,0.653720450460614,0.456225375138597,-1.32938810257679,-0.919968001669468,1.25,1.15203903268411,1.36658729893882,2.07846096908265,1.47087101353638
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.44988107354581,-0.762673858870715,0.456225375138597,-1.32938810257679,-0.919968001669468,-2.5,-2.05721255836448,-2.30906129820697,-1.3856406460551,-1.26074658303118
-0.634353786964721,-2.17906816820204,0.456225375138597,-1.32938810257679,-0.919968001669468,1.25,1.15203903268411,0.141371099890223,0.346410161513776,-0.350207384175329
-0.394234637406354,0.653720450460614,0.456225375138597,1.13244171700986,NA,0,0.0822885023345793,0.141371099890223,NA,0.560331814680526
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0619421270007285,0.653720450460614,0.456225375138597,-0.0984731927834663,-0.919968001669468,1.25,0.0822885023345793,0.141371099890223,0.346410161513776,0.560331814680526
0.470669302363564,-0.762673858870715,-2.80252730442281,-0.0984731927834663,-0.919968001669468,0,0.0822885023345793,-1.08384509915837,-1.3856406460551,-0.350207384175329
0.102479441221413,-0.762673858870715,-1.17315096464211,-0.0984731927834663,0.0399986087682378,0,-0.98746202801495,0.141371099890223,0.346410161513776,0.560331814680526
0.249607629496329,0.653720450460614,0.456225375138597,-0.0984731927834663,0.0399986087682378,0,0.0822885023345793,-2.30906129820697,-1.3856406460551,-1.26074658303118
-0.862864428269147,0.653720450460614,0.456225375138597,-1.32938810257679,-0.919968001669468,-1.25,0.0822885023345793,0.141371099890223,0.346410161513776,-1.26074658303118
-1.62441734769595,0.653720450460614,0.456225375138597,-1.32938810257679,-0.919968001669468,1.25,0.0822885023345793,0.141371099890223,0.346410161513776,0.560331814680526
-0.301944296508701,0.653720450460614,0.456225375138597,1.13244171700986,1.95993182964365,0,0.0822885023345793,0.141371099890223,0.346410161513776,1.47087101353638
2.18014975201822,-0.762673858870715,-1.17315096464211,-0.0984731927834663,0.0399986087682378,0,0.0822885023345793,0.141371099890223,0.346410161513776,-0.350207384175329
0.307493791629664,0.653720450460614,0.456225375138597,1.13244171700986,0.999965219205944,1.25,1.15203903268411,0.141371099890223,-1.3856406460551,-1.26074658303118
-1.68202062652742,0.653720450460614,0.456225375138597,NA,NA,1.25,1.15203903268411,-1.08384509915837,-1.3856406460551,0.560331814680526
0.209713097344504,0.653720450460614,0.456225375138597,1.13244171700986,0.999965219205944,0,1.15203903268411,-1.08384509915837,2.07846096908265,1.47087101353638
1.30598264936764,-0.762673858870715,0.456225375138597,-0.0984731927834663,0.0399986087682378,0,-0.98746202801495,-1.08384509915837,0.346410161513776,-1.26074658303118
-0.651383417258345,NA,NA,1.13244171700986,1.95993182964365,0,1.15203903268411,1.36658729893882,0.346410161513776,-1.26074658303118
1.63818803333924,0.653720450460614,0.456225375138597,1.13244171700986,0.0399986087682378,-1.25,0.0822885023345793,0.141371099890223,-1.3856406460551,-1.26074658303118
-0.153042508729305,-2.17906816820204,-2.80252730442281,1.13244171700986,0.0399986087682378,0,-2.05721255836448,0.141371099890223,0.346410161513776,-0.350207384175329
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.2392838081957,0.653720450460614,0.456225375138597,-1.32938810257679,-0.919968001669468,NA,NA,NA,NA,NA
1.59553281043622,-2.17906816820204,NA,1.13244171700986,0.0399986087682378,0,-0.98746202801495,0.141371099890223,-1.3856406460551,-1.26074658303118
-0.859187073472095,0.653720450460614,0.456225375138597,-1.32938810257679,-0.919968001669468,-1.25,-0.98746202801495,0.141371099890223,0.346410161513776,0.560331814680526
-1.37183988683408,0.653720450460614,0.456225375138597,NA,NA,1.25,1.15203903268411,1.36658729893882,0.346410161513776,0.560331814680526
0.102010389230371,0.653720450460614,0.456225375138597,-0.0984731927834663,-0.919968001669468,-1.25,1.15203903268411,1.36658729893882,0.346410161513776,1.47087101353638
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00816244977926938,0.653720450460614,0.456225375138597,-0.0984731927834663,0.0399986087682378,0,-0.98746202801495,1.36658729893882,0.346410161513776,0.560331814680526
0.280130368333689,0.653720450460614,-1.17315096464211,-0.0984731927834663,1.95993182964365,-1.25,-0.98746202801495,0.141371099890223,0.346410161513776,0.560331814680526
0.297650554618127,-0.762673858870715,0.456225375138597,1.13244171700986,0.999965219205944,0,0.0822885023345793,0.141371099890223,0.346410161513776,0.560331814680526
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
