"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q22a_num","TX_RESP_Q22d_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
-0.911379453366646,-2.59402444437286,-1.51448037083707,-1.42766717083558,-1.16856588110701,1.01505304345025,1.82179947411998,-1.52362350055011,-1.54614925139806,3.47439614486152,3.47439614486152
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.206525585403001,0.563918357472361,0.979957887012223,-0.558652371196533,-0.0779043920738006,1.01505304345025,-0.862957645635778,0.609449400220044,0.421677068563107,-0.267261241912424,-0.267261241912424
0.639948495958757,0.563918357472361,-0.267261241912425,0.310362428442518,-1.16856588110701,-0.563918357472361,-0.862957645635778,0.609449400220044,1.40559022854369,-0.267261241912424,-0.267261241912424
-0.600139665570464,0.563918357472361,0.979957887012223,1.17937722808157,1.01275709695941,-2.14288975839497,-0.862957645635778,-1.52362350055011,-0.562236091417477,-0.267261241912424,-0.267261241912424
1.16506067456623,-1.01505304345025,-1.51448037083707,1.17937722808157,-1.16856588110701,-0.563918357472361,0.479420914242099,0.609449400220044,-0.562236091417477,-0.267261241912424,-0.267261241912424
-0.0856093943562275,0.563918357472361,0.979957887012223,1.17937722808157,-0.0779043920738006,-0.563918357472361,0.479420914242099,-0.457087050165033,0.421677068563107,-0.267261241912424,-0.267261241912424
1.09168819552394,0.563918357472361,0.979957887012223,0.310362428442518,-1.16856588110701,1.01505304345025,-0.862957645635778,1.67598585060512,1.40559022854369,-0.267261241912424,-0.267261241912424
-0.39549299857972,0.563918357472361,-0.267261241912425,-1.42766717083558,1.01275709695941,-0.563918357472361,0.479420914242099,-1.52362350055011,-1.54614925139806,-0.267261241912424,-0.267261241912424
1.83224085697651,0.563918357472361,0.979957887012223,1.17937722808157,-1.16856588110701,-0.563918357472361,-0.862957645635778,0.609449400220044,1.40559022854369,-0.267261241912424,-0.267261241912424
-1.34050092139355,-1.01505304345025,-0.267261241912425,0.310362428442518,1.01275709695941,1.01505304345025,-0.862957645635778,-0.457087050165033,-0.562236091417477,-0.267261241912424,-0.267261241912424
-1.51754051795397,-1.01505304345025,-1.51448037083707,-1.42766717083558,1.01275709695941,1.01505304345025,1.82179947411998,0.609449400220044,0.421677068563107,-0.267261241912424,-0.267261241912424
-0.549668268465491,0.563918357472361,-0.267261241912425,-0.558652371196533,-0.0779043920738006,1.01505304345025,0.479420914242099,-0.457087050165033,-0.562236091417477,-0.267261241912424,-0.267261241912424
0.938787052016721,0.563918357472361,0.979957887012223,0.310362428442518,1.01275709695941,-0.563918357472361,0.479420914242099,0.609449400220044,0.421677068563107,-0.267261241912424,-0.267261241912424
-0.0608684699530925,0.563918357472361,-0.267261241912425,-0.558652371196533,1.01275709695941,-0.563918357472361,-0.862957645635778,0.609449400220044,-0.562236091417477,-0.267261241912424,-0.267261241912424
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
