"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num"
-0.149204184000269,-0.0834576187615803,-0.483045891539648,-0.601425472045537,0.108936167582649,0.542896714030637,-0.141233170716508,-0.483045891539648,-1.67829278335655
-0.259239649130953,-0.0834576187615803,-1.69066062038877,-0.601425472045537,0.108936167582649,0.542896714030637,-2.40096390218064,-0.483045891539648,-1.67829278335655
0.469350220898389,1.16840666266212,0.724568837309472,0.773261321201405,0.108936167582649,0.542896714030637,2.11849756074762,-0.483045891539648,0.258198889747161
0.240445283921239,-0.0834576187615803,0.724568837309472,0.773261321201405,0.108936167582649,0.542896714030637,-0.141233170716508,1.93218356615859,0.258198889747161
-0.495080595105318,-1.33532190018528,-1.69066062038877,-0.601425472045537,1.85191484890503,-0.814345071045955,-0.141233170716508,1.93218356615859,0.258198889747161
-0.212047816945395,-0.0834576187615803,0.724568837309472,-1.97611226529248,0.108936167582649,0.542896714030637,-0.141233170716508,-0.483045891539648,0.258198889747161
0.710029253412418,1.16840666266212,0.724568837309472,-0.601425472045537,-1.63404251373973,-2.17158685612255,2.11849756074762,-0.483045891539648,0.258198889747161
1.80303143327608,1.16840666266212,0.724568837309472,0.773261321201405,0.108936167582649,0.542896714030637,-0.141233170716508,-0.483045891539648,0.258198889747161
-1.3735936664529,1.16840666266212,0.724568837309472,0.773261321201405,0.108936167582649,-2.17158685612255,-0.141233170716508,-0.483045891539648,0.258198889747161
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0675252631999263,-0.0834576187615803,0.724568837309472,0.773261321201405,0.108936167582649,0.542896714030637,-0.141233170716508,-0.483045891539648,0.258198889747161
1.15879305462376,1.16840666266212,0.724568837309472,0.773261321201405,0.108936167582649,0.542896714030637,-0.141233170716508,-0.483045891539648,0.258198889747161
-1.27085923489708,NA,NA,0.773261321201405,0.108936167582649,NA,-0.141233170716508,NA,NA
-1.92747305516643,-1.33532190018528,-0.483045891539648,-1.97611226529248,1.85191484890503,0.542896714030637,-0.141233170716508,1.93218356615859,0.258198889747161
1.32366071825945,-1.33532190018528,-1.69066062038877,0.773261321201405,0.108936167582649,0.542896714030637,-0.141233170716508,-0.483045891539648,0.258198889747161
0.322859426797392,-1.33532190018528,0.724568837309472,0.773261321201405,-1.63404251373973,0.542896714030637,-0.141233170716508,-0.483045891539648,2.19469056285087
-0.408196452690295,-0.0834576187615803,-0.483045891539648,-0.601425472045537,-1.63404251373973,-0.814345071045955,-0.141233170716508,-0.483045891539648,-1.67829278335655
