"PROFICIENCIA_MT_SAEB","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num"
-1.71709895079821,1.74928556845359,0.719092495506675,-0.221499546414996
0.232335295965931,-0.58309518948453,0.719092495506675,1.77199637131997
1.00667476407686,1.74928556845359,1.89578930633578,1.77199637131997
0.451487056588871,-0.58309518948453,-0.457604315322429,-0.221499546414996
-0.0627232230060928,0.58309518948453,0.719092495506675,-0.221499546414996
-0.449017342448853,-0.58309518948453,-0.457604315322429,-0.221499546414996
-0.335530542805788,0.58309518948453,-0.457604315322429,-0.221499546414996
-0.335850750462658,-0.58309518948453,-0.457604315322429,-0.221499546414996
1.47072250549674,0.58309518948453,0.719092495506675,0.775248412452487
0.606705971020474,0.58309518948453,0.719092495506675,-0.221499546414996
-0.475303704851706,-0.58309518948453,-0.457604315322429,-0.221499546414996
-1.0035447137607,-0.58309518948453,-0.457604315322429,0.775248412452487
-0.774082504305711,-0.58309518948453,-1.63430112615153,-1.21824750528248
1.12797679379153,-0.58309518948453,-0.457604315322429,-0.221499546414996
-0.615775761115287,-1.74928556845359,-1.63430112615153,-1.21824750528248
1.97979348785683,1.74928556845359,1.89578930633578,1.77199637131997
-1.50273440161906,-0.58309518948453,-0.457604315322429,-1.21824750528248
0.395966020376843,-0.58309518948453,-0.457604315322429,-1.21824750528248
NA,NA,NA,NA
