"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q22f_num","TX_RESP_Q23a_num","TX_RESP_Q23e_num","TX_RESP_Q23h_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA,NA,NA
0.669951229976645,1.85736491644891,-1.06099178353461,-0.120096115353816,0,-0.640512615220348,-0.277350098112614
0.317939524386577,0.707567587218634,0.318297535060383,1.44115338424578,1.41421356237309,1.44115338424578,-0.277350098112614
0.196644393946133,0.707567587218634,0.318297535060383,-0.120096115353816,-1.41421356237309,-0.640512615220348,-0.277350098112614
NA,NA,NA,NA,NA,NA,NA
-0.307047375638213,-1.59202707124193,0.318297535060383,-1.68134561495342,0,-0.640512615220348,-0.277350098112614
-0.119050409254556,-0.442229742011646,-1.06099178353461,-0.120096115353816,0,-0.640512615220348,-0.277350098112614
-0.755132193999837,0.707567587218634,0.318297535060383,1.44115338424578,0,1.44115338424578,-0.277350098112614
1.02572427146765,0.707567587218634,1.69758685365538,-0.120096115353816,-1.41421356237309,-0.640512615220348,-0.277350098112614
1.73749742586952,0.707567587218634,0.318297535060383,-0.120096115353816,-1.41421356237309,1.44115338424578,-0.277350098112614
-1.48853857614221,-0.442229742011646,0.318297535060383,-0.120096115353816,0,-0.640512615220348,-0.277350098112614
0.395967244000728,-0.442229742011646,-1.06099178353461,-0.120096115353816,0,-0.640512615220348,-0.277350098112614
-1.07695877473227,-1.59202707124193,-1.06099178353461,-0.120096115353816,0,-0.640512615220348,-0.277350098112614
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-1.51323035948898,-0.442229742011646,-1.06099178353461,-1.68134561495342,1.41421356237309,-0.640512615220348,-0.277350098112614
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.916233599608811,-0.442229742011646,1.69758685365538,1.44115338424578,1.41421356237309,1.44115338424578,3.32820117735137
NA,NA,NA,NA,NA,NA,NA
