"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q23h_num"
NA,NA,NA,NA
0.327700153486448,-0.240650073576672,-1.00103569788785,1.15786182950609
-0.692992471293012,1.08292533109503,-0.18887465997884,-0.0771907886337391
-0.251373666031536,1.08292533109503,-1.00103569788785,-0.0771907886337391
NA,NA,NA,NA
-0.568909014540324,-0.240650073576672,1.43544741583918,-1.31224340677356
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-0.0764961536511811,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-0.476669563788384,NA,NA,NA
-0.456508910094086,1.08292533109503,-0.18887465997884,-0.0771907886337391
NA,NA,NA,NA
NA,NA,NA,NA
0.850719859317739,-0.240650073576672,1.43544741583918,1.15786182950609
-0.0108336805676326,-0.240650073576672,-0.18887465997884,1.15786182950609
-0.319992259516112,1.08292533109503,-0.18887465997884,1.15786182950609
NA,NA,NA,NA
NA,NA,NA,NA
2.49708150656117,-0.240650073576672,1.43544741583918,-0.0771907886337391
-0.770370424896285,NA,NA,-2.54729602491339
-0.520952384802589,-1.56422547824837,-1.00103569788785,1.15786182950609
0.865790789446097,1.08292533109503,-1.00103569788785,-0.0771907886337391
1.58613728439516,-0.240650073576672,-0.18887465997884,1.15786182950609
NA,-0.240650073576672,NA,-0.0771907886337391
NA,NA,NA,-0.0771907886337391
0.631924003764131,-0.240650073576672,-1.00103569788785,-0.0771907886337391
1.57939005981078,1.08292533109503,-1.00103569788785,-0.0771907886337391
NA,NA,NA,NA
1.19803821143046,1.08292533109503,0.623286377930172,-1.31224340677356
NA,NA,NA,NA
-0.606729467803558,-0.240650073576672,0.623286377930172,-0.0771907886337391
NA,NA,NA,NA
0.116229630491689,-0.240650073576672,-1.00103569788785,-1.31224340677356
1.07738560315706,-0.240650073576672,0.623286377930172,1.15786182950609
1.48082509850252,1.08292533109503,1.43544741583918,1.15786182950609
0.132604751224693,1.08292533109503,1.43544741583918,-0.0771907886337391
0.65536193507691,1.08292533109503,1.43544741583918,1.15786182950609
NA,NA,NA,NA
NA,NA,NA,NA
2.60578821556599,-0.240650073576672,1.43544741583918,1.15786182950609
-0.78522632583984,1.08292533109503,-1.00103569788785,-0.0771907886337391
0.826650780997218,1.08292533109503,0.623286377930172,-0.0771907886337391
0.752769306368002,1.08292533109503,1.43544741583918,-0.0771907886337391
-1.23547742738431,-0.240650073576672,-1.00103569788785,-1.31224340677356
-1.14367925239526,-0.240650073576672,-1.00103569788785,-0.0771907886337391
-1.16756680381247,-1.56422547824837,-1.00103569788785,1.15786182950609
NA,NA,NA,NA
0.7460569831164,1.08292533109503,-1.00103569788785,-0.0771907886337391
NA,NA,NA,NA
-0.597391999710386,-1.56422547824837,1.43544741583918,-0.0771907886337391
-0.392302824407772,NA,NA,-0.0771907886337391
0.119104730833891,1.08292533109503,0.623286377930172,-1.31224340677356
-0.37143420080074,-1.56422547824837,-1.00103569788785,-0.0771907886337391
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-1.19120022755828,-1.56422547824837,-1.00103569788785,-2.54729602491339
NA,NA,NA,NA
-1.1146167851825,NA,NA,-1.31224340677356
NA,NA,NA,NA
NA,-1.56422547824837,-0.18887465997884,-0.0771907886337391
0.962934239706837,1.08292533109503,0.623286377930172,-0.0771907886337391
-1.47312834697629,-1.56422547824837,-0.18887465997884,-1.31224340677356
-0.601409325488758,-0.240650073576672,0.623286377930172,1.15786182950609
-0.345975739645971,-1.56422547824837,1.43544741583918,1.15786182950609
0.727718568728507,1.08292533109503,-1.00103569788785,1.15786182950609
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-1.01311389113982,-0.240650073576672,0.623286377930172,-1.31224340677356
-0.900724954120749,-0.240650073576672,-1.00103569788785,-0.0771907886337391
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-1.50630030247035,NA,NA,NA
-0.94227228012384,-0.240650073576672,-1.00103569788785,1.15786182950609
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-0.206563027939685,-1.56422547824837,-1.00103569788785,-0.0771907886337391
NA,NA,NA,NA
