"PROFICIENCIA_MT_SAEB","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23e_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA,NA,NA
1.03446256359407,0.679476821418787,-0.506382363547433,-1.07717806048932,-0.0980403936104213,-1.0892898631974,0.37927886708383,-0.46740361332434
-0.592263062961533,-0.891813328112157,-0.506382363547433,0.184659096083883,-0.0980403936104213,0.399406283172378,0.37927886708383,1.35547047864059
0.411161911183682,1.46512189618426,-0.506382363547433,0.184659096083883,-0.0980403936104213,-1.0892898631974,-0.884984023195603,-0.46740361332434
0.059023779551361,1.46512189618426,-1.80398717013773,-1.07717806048932,-0.0980403936104213,0.399406283172378,0.37927886708383,-0.46740361332434
-1.18074919391322,-0.891813328112157,0.791222443042864,0.184659096083883,-0.0980403936104213,0.399406283172378,0.37927886708383,-0.46740361332434
-0.061437942563342,1.46512189618426,-0.506382363547433,-1.07717806048932,-0.0980403936104213,0.399406283172378,-2.14924691347504,-0.46740361332434
0.668563298613844,0.679476821418787,0.791222443042864,1.44649625265708,-0.0980403936104213,0.399406283172378,-0.884984023195603,-0.46740361332434
1.84295804484505,1.46512189618426,-1.80398717013773,-1.07717806048932,-0.0980403936104213,0.399406283172378,1.64354175736326,-0.46740361332434
0.328723362449058,1.46512189618426,0.791222443042864,-1.07717806048932,-0.0980403936104213,0.399406283172378,0.37927886708383,-0.46740361332434
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.814024063578516,0.679476821418787,-0.506382363547433,-1.07717806048932,-0.0980403936104213,0.399406283172378,-0.884984023195603,-0.46740361332434
NA,NA,NA,NA,NA,NA,NA,NA
-1.11211078987095,-0.106168253346685,0.791222443042864,1.44649625265708,-0.0980403936104213,-1.0892898631974,1.64354175736326,-0.46740361332434
3.4030891377514,1.46512189618426,-0.506382363547433,-1.07717806048932,-2.10786846262406,-1.0892898631974,-2.14924691347504,-0.46740361332434
NA,NA,NA,NA,NA,NA,NA,NA
1.19343645943644,1.46512189618426,0.791222443042864,0.184659096083883,-0.0980403936104213,0.399406283172378,-0.884984023195603,-0.46740361332434
-0.14074446613239,-0.106168253346685,-0.506382363547433,-1.07717806048932,1.91178767540321,1.88810242954215,1.64354175736326,-0.46740361332434
NA,NA,NA,NA,NA,NA,NA,NA
0.775209545699558,-0.891813328112157,-1.80398717013773,-1.07717806048932,-4.11769653163769,-2.57798600956717,-0.884984023195603,-0.46740361332434
-0.383416416268981,0.679476821418787,0.791222443042864,1.44649625265708,1.91178767540321,0.399406283172378,1.64354175736326,1.35547047864059
-0.595442450142729,-0.891813328112157,0.791222443042864,-1.07717806048932,-0.0980403936104213,-1.0892898631974,0.37927886708383,-0.46740361332434
