ID_ESCOLA,MEDIA_MT,MEDIA_LP,INSE_MEDIO,NIVEL_INSE_MODAL,TIPO_ESCOLA_MODAL,ID_AREA_MODAL,ID_LOCALIZACAO_MODAL,N_ALUNOS,N_ALUNOS_MT_VALIDOS,N_ALUNOS_LP_VALIDOS,FAIXA_MT,FAIXA_LP
61399853,259.1390163846154,264.57775553846153,3.9515384615384614,1,1,2,1,18,13,13,Q2_Médio-Baixo,Q2_Médio-Baixo
61399854,289.33827180813955,1486.7964892790699,4.823030303030303,1,1,2,1,201,172,172,Q4_Alto,Q4_Alto
61399855,258.52327423076923,248.76706011538462,4.3403846153846155,1,1,2,1,35,26,26,Q2_Médio-Baixo,Q1_Baixo
61399859,246.77556346666665,256.7335632666667,4.072666666666667,1,1,2,1,18,15,15,Q1_Baixo,Q1_Baixo
61399861,269.33123069565215,268.3945737826087,4.26047619047619,2,1,2,1,25,23,23,Q3_Médio-Alto,Q2_Médio-Baixo
61399864,273.7746924782609,272.9489,4.877727272727273,4,1,2,1,24,23,23,Q3_Médio-Alto,Q2_Médio-Baixo
61399867,243.22274155555556,259.7550225185185,4.748461538461538,4,1,2,1,30,27,27,Q1_Baixo,Q2_Médio-Baixo
61399871,264.0897938433735,274.8776960120482,4.993,1,1,2,1,121,83,83,Q2_Médio-Baixo,Q3_Médio-Alto
61399872,286.697833009009,288.4387908108108,5.1736,4,1,2,1,120,111,111,Q4_Alto,Q4_Alto
61399874,260.77707689473687,267.3847120526316,4.811891891891892,1,1,2,1,57,38,38,Q2_Médio-Baixo,Q2_Médio-Baixo
61399876,281.1141559127517,285.3638174697987,4.604642857142857,1,1,2,1,184,149,149,Q3_Médio-Alto,Q3_Médio-Alto
61399877,248.9067411923077,264.7157770769231,3.796923076923077,2,1,2,1,30,26,26,Q1_Baixo,Q2_Médio-Baixo
61399878,251.68786072881358,254.51699518644068,4.231698113207547,2,1,2,1,62,59,59,Q1_Baixo,Q1_Baixo
61399879,238.59718108333334,231.28751933333334,4.3375,2,1,2,2,16,12,12,Q1_Baixo,Q1_Baixo
61399887,244.96681960869566,274.1921225217391,4.715909090909091,1,1,2,1,28,23,23,Q1_Baixo,Q3_Médio-Alto
61399891,298.1515815862069,299.2030161724138,5.036428571428572,6,1,2,1,32,29,29,Q4_Alto,Q4_Alto
61399897,295.93536473684213,288.12950031578947,5.332631578947368,4,1,2,1,21,19,19,Q4_Alto,Q4_Alto
61399904,1224.0661388416668,293.11210175,5.60695067264574,1,1,2,1,298,240,240,Q4_Alto,Q4_Alto
61399906,263.07097906666667,273.7557779333333,4.978,1,1,2,1,20,15,15,Q2_Médio-Baixo,Q3_Médio-Alto
61399907,274.76385853846153,258.13341292307695,4.69923076923077,1,1,2,1,17,13,13,Q3_Médio-Alto,Q1_Baixo
61399908,272.94435367391304,6480.251898913043,4.546279069767442,1,1,2,1,55,46,46,Q3_Médio-Alto,Q4_Alto
61399912,273.15905992,253.28305492,5.162,1,1,2,1,30,25,25,Q3_Médio-Alto,Q1_Baixo
61399913,285.4583029245283,292.21739873584903,5.057058823529411,1,1,2,1,65,53,53,Q4_Alto,Q4_Alto
61399916,251.4501162826087,245.61911045652175,4.0543023255813955,2,1,2,1,113,92,92,Q1_Baixo,Q1_Baixo
61399918,258.9845923125,267.6360150625,4.398125,1,1,2,2,21,16,16,Q2_Médio-Baixo,Q2_Médio-Baixo
61399921,244.06927589473685,248.460316,3.7826315789473686,2,1,2,2,27,19,19,Q1_Baixo,Q1_Baixo
61399924,271.88597847761196,274.0241269402985,4.690727272727273,1,1,2,1,81,67,67,Q3_Médio-Alto,Q3_Médio-Alto
61399927,261.75854590566036,257.0621867358491,4.837755102040816,5,1,2,1,59,53,53,Q2_Médio-Baixo,Q1_Baixo
61399928,292.6945050628931,303.60000037735847,5.286751592356688,1,1,2,1,205,159,159,Q4_Alto,Q4_Alto
61399931,288.1786292,291.81996015,4.957692307692308,5,1,2,1,45,40,40,Q4_Alto,Q4_Alto
61399933,285.5048469833333,291.23867415,4.899259259259259,1,1,2,1,71,60,60,Q4_Alto,Q4_Alto
61399936,276.42885142391304,281.07240742391303,5.26978021978022,5,1,2,1,110,92,92,Q3_Médio-Alto,Q3_Médio-Alto
61399938,279.8585549148936,280.23724313829786,5.123444444444444,5,1,2,1,109,94,94,Q3_Médio-Alto,Q3_Médio-Alto
61399939,283.98629757042255,288.19161242253523,5.456692913385827,1,1,2,1,198,142,142,Q4_Alto,Q4_Alto
61399943,4961.840443904762,288.4191357238095,4.974368932038835,3,1,2,1,122,105,105,Q4_Alto,Q4_Alto
61399945,252.50572385517242,256.68090926206895,4.89288,1,1,2,1,195,145,145,Q1_Baixo,Q1_Baixo
61399948,301.50698817391304,296.1478696521739,5.007272727272727,6,1,2,1,25,23,23,Q4_Alto,Q4_Alto
61399952,4941.609094983333,275.05009915,4.997118644067797,5,1,2,1,71,60,60,Q4_Alto,Q3_Médio-Alto
61399954,260.3639305934959,258.7070204715447,5.0557657657657655,1,1,2,1,152,123,123,Q2_Médio-Baixo,Q1_Baixo
61399955,273.12358225,280.60148596666664,5.007787610619469,5,1,2,1,135,120,120,Q3_Médio-Alto,Q3_Médio-Alto
61399956,268.3616616296296,282.93518290123455,4.98025974025974,1,1,2,1,102,81,81,Q3_Médio-Alto,Q3_Médio-Alto
61399959,273.3919274109589,280.86550890410956,5.072622950819672,1,1,2,1,97,73,73,Q3_Médio-Alto,Q3_Médio-Alto
61399960,252.60957917857144,250.45757885714286,5.102592592592592,5,1,2,1,33,28,28,Q1_Baixo,Q1_Baixo
61399963,263.51792277777776,280.82751255555553,4.838235294117647,4,1,2,1,21,18,18,Q2_Médio-Baixo,Q3_Médio-Alto
61399964,247.9233063974359,249.5758807948718,4.103243243243243,1,1,2,1,97,78,78,Q1_Baixo,Q1_Baixo
61399965,271.5652343333333,268.2100102,5.198,1,1,2,1,23,15,15,Q3_Médio-Alto,Q2_Médio-Baixo
61399966,282.4993854375,272.7917795,4.53875,4,1,2,1,17,16,16,Q4_Alto,Q2_Médio-Baixo
61399967,262.3852437701149,264.93344298850576,4.2943373493975905,1,1,2,1,104,87,87,Q2_Médio-Baixo,Q2_Médio-Baixo
61399969,251.2985954736842,267.833842,4.58235294117647,3,1,2,1,22,19,19,Q1_Baixo,Q2_Médio-Baixo
61399978,238.98607303225808,248.90766774193548,4.693225806451613,3,1,2,1,39,31,31,Q1_Baixo,Q1_Baixo
61399982,260.5025472777778,272.29960466666665,5.037222222222222,4,1,2,1,21,18,18,Q2_Médio-Baixo,Q2_Médio-Baixo
61399988,276.4772592173913,277.82247569565214,4.3113636363636365,2,1,2,1,29,23,23,Q3_Médio-Alto,Q3_Médio-Alto
61400001,6682.036732379311,252.49016503448277,4.8612,1,1,2,1,45,29,29,Q4_Alto,Q1_Baixo
61400006,224.08415888888888,227.34879822222223,3.5633333333333335,2,1,2,1,12,9,9,Q1_Baixo,Q1_Baixo
61400009,287.51742509090906,285.6674636363636,4.889090909090909,3,1,2,1,13,11,11,Q4_Alto,Q3_Médio-Alto
61400015,262.81915148,274.54552744,4.81625,1,1,2,1,36,25,25,Q2_Médio-Baixo,Q3_Médio-Alto
61400023,275.32524102564105,277.1328603333333,4.907435897435898,1,1,2,1,48,39,39,Q3_Médio-Alto,Q3_Médio-Alto
61400033,288.3707660714286,278.5371254285714,4.505714285714285,3,1,2,2,17,14,14,Q4_Alto,Q3_Médio-Alto
61400039,249.49514214814815,248.7972648888889,4.7736,1,1,2,1,36,27,27,Q1_Baixo,Q1_Baixo
61400066,248.44185099999999,232.18179347058825,3.7770588235294116,2,1,2,1,20,17,17,Q1_Baixo,Q1_Baixo
61400070,218.82609111764705,202.72283105882352,5.042857142857143,1,1,2,1,21,17,17,Q1_Baixo,Q1_Baixo
61400084,309.12136378571427,307.8501864285714,5.217142857142857,3,1,2,1,17,14,14,Q4_Alto,Q4_Alto
61400085,270.21735877027027,286.53999831756755,5.320714285714286,5,1,2,1,180,148,148,Q3_Médio-Alto,Q3_Médio-Alto
61400087,266.43739275,262.7590886,3.983,2,1,2,2,23,20,20,Q2_Médio-Baixo,Q2_Médio-Baixo
61400149,338.5330536470588,319.0054557647059,6.41235294117647,7,0,2,1,26,17,17,Q4_Alto,Q4_Alto
61400151,254.9808349,273.820621,4.171,1,1,2,1,16,10,10,Q1_Baixo,Q3_Médio-Alto
61400152,284.1713592631579,292.128768,4.868888888888889,5,1,2,1,22,19,19,Q4_Alto,Q4_Alto
61400166,236.78203912195121,239.86392134146342,4.764571428571428,1,1,2,1,59,41,41,Q1_Baixo,Q1_Baixo
61400172,285.3969279444444,287.64005927777777,5.0088888888888885,6,1,2,1,42,36,36,Q4_Alto,Q4_Alto
61400177,257.9522554,254.3710554,4.411,3,1,2,2,13,10,10,Q2_Médio-Baixo,Q1_Baixo
61400179,282.1520618,289.4927578,4.830416666666666,4,1,2,1,28,25,25,Q4_Alto,Q4_Alto
61400449,319.91054164444444,311.30712882222224,5.954545454545455,1,0,2,1,54,45,45,Q4_Alto,Q4_Alto
61400454,271.4663762777778,260.60994703333336,4.639058823529412,4,1,2,1,102,90,90,Q3_Médio-Alto,Q2_Médio-Baixo
61400483,345.2073232173913,328.1342616521739,5.7975,7,1,2,1,25,23,23,Q4_Alto,Q4_Alto
61400486,NA,NA,NA,1,0,2,1,65,0,0,Q4_Alto,Q4_Alto
61400493,238.4803971923077,241.10885176923077,4.6125,1,1,2,1,37,26,26,Q1_Baixo,Q1_Baixo
61405112,2154.159393298387,277.4760204193548,5.329752066115702,1,1,1,1,160,124,124,Q4_Alto,Q3_Médio-Alto
61405119,242.04496908333334,252.9498404375,5.003255813953488,1,1,1,1,89,48,48,Q1_Baixo,Q1_Baixo
61405124,315.73668395238093,308.9335975238095,6.0895,7,0,1,1,27,21,21,Q4_Alto,Q4_Alto
61405125,257.69829434615383,261.9731457788462,5.119152542372881,1,1,1,1,132,104,104,Q2_Médio-Baixo,Q2_Médio-Baixo
61405126,267.42778213043476,270.82218489130435,5.141951219512195,1,1,1,1,61,46,46,Q2_Médio-Baixo,Q2_Médio-Baixo
61405127,269.7484958472222,280.177947125,5.091527777777777,1,1,1,1,97,72,72,Q3_Médio-Alto,Q3_Médio-Alto
61405129,275.7443779551282,286.32252303846155,5.306858974358974,1,1,1,1,192,156,156,Q3_Médio-Alto,Q3_Médio-Alto
61405579,285.8299326,287.6801074666667,5.069333333333334,4,1,2,1,17,15,15,Q4_Alto,Q4_Alto
61405581,271.2712104819277,280.1832479036145,4.83078947368421,1,1,2,1,112,83,83,Q3_Médio-Alto,Q3_Médio-Alto
61405582,269.9840589223301,282.3919945048544,5.310681818181818,1,1,2,1,122,103,103,Q3_Médio-Alto,Q3_Médio-Alto
61405584,253.7653324318182,254.10460803409092,4.622125,1,1,2,1,107,88,88,Q1_Baixo,Q1_Baixo
61405589,257.01782169924815,255.11443187969925,5.056016260162601,1,1,2,1,207,133,133,Q1_Baixo,Q1_Baixo
61405590,258.49558859183674,260.45387581632656,4.242083333333333,2,1,2,1,56,49,49,Q2_Médio-Baixo,Q2_Médio-Baixo
61405591,342.7129418,330.6136077,5.623684210526315,6,1,2,1,78,60,60,Q4_Alto,Q4_Alto
61405592,309.35477734375,295.4317184375,4.845833333333333,1,1,2,1,39,32,32,Q4_Alto,Q4_Alto
61405597,270.9212005526316,278.85367,4.560555555555555,4,1,2,1,43,38,38,Q3_Médio-Alto,Q3_Médio-Alto
61405599,267.73263580555556,268.84857025,4.603714285714286,1,1,2,1,48,36,36,Q2_Médio-Baixo,Q2_Médio-Baixo
61405603,270.32357939130435,272.91561173913044,5.044761904761905,1,1,2,1,29,23,23,Q3_Médio-Alto,Q2_Médio-Baixo
61405604,285.74554006349206,281.25165335449736,5.388901098901099,5,1,2,1,229,189,189,Q4_Alto,Q3_Médio-Alto
61405610,260.3325787882353,254.25709917647058,4.258181818181818,1,1,2,1,123,85,85,Q2_Médio-Baixo,Q1_Baixo
61405611,304.5099189833333,309.10904475,6.0060714285714285,7,1,2,1,68,60,60,Q4_Alto,Q4_Alto
61405613,270.55571315116276,280.36672913953487,4.975542168674699,4,1,2,1,102,86,86,Q3_Médio-Alto,Q3_Médio-Alto
