ID_ESCOLA,MEDIA_MT,MEDIA_LP,INSE_MEDIO,NIVEL_INSE_MODAL,TIPO_ESCOLA_MODAL,ID_AREA_MODAL,ID_LOCALIZACAO_MODAL,N_ALUNOS,N_ALUNOS_MT_VALIDOS,N_ALUNOS_LP_VALIDOS,FAIXA_MT,FAIXA_LP
61417077,284.1421471870968,851.1706476623656,5.412317708333333,1,1,2,1,553,465,465,Q4_Alto,Q4_Alto
61417078,236.32142434246575,246.66245116438355,5.042602739726028,5,1,2,1,87,73,73,Q1_Baixo,Q1_Baixo
61417082,246.13085135869565,247.346506,5.231860465116279,1,1,2,1,149,92,92,Q1_Baixo,Q1_Baixo
61417085,243.59080088888888,241.06138951851852,4.414,1,1,2,1,38,27,27,Q1_Baixo,Q1_Baixo
61417087,251.1590016965517,255.7916917862069,5.025925925925926,1,1,2,1,199,145,145,Q1_Baixo,Q1_Baixo
61417088,253.2273543387097,265.2687011129032,4.711228070175438,1,1,2,1,99,62,62,Q1_Baixo,Q2_Médio-Baixo
61417090,278.5806690729927,274.3076202773723,4.747610619469026,1,1,2,1,168,137,137,Q3_Médio-Alto,Q3_Médio-Alto
61417092,256.59125936,265.46803096,4.9524,1,1,2,1,66,50,50,Q1_Baixo,Q2_Médio-Baixo
61417093,285.2456863333333,275.3839934074074,4.282962962962963,1,1,2,1,37,27,27,Q4_Alto,Q3_Médio-Alto
61417096,229.17072092592593,225.1541318148148,4.2705,1,1,2,1,36,27,27,Q1_Baixo,Q1_Baixo
61417097,6857.245964152174,272.0408609130435,4.543695652173913,3,1,2,1,53,46,46,Q4_Alto,Q2_Médio-Baixo
61417098,265.2072668125,270.0791989375,4.128571428571428,1,1,2,2,18,16,16,Q2_Médio-Baixo,Q2_Médio-Baixo
61417103,261.14769053333333,285.30683976666666,4.774347826086957,1,1,2,1,32,30,30,Q2_Médio-Baixo,Q3_Médio-Alto
61417104,293.8310037151515,2500.692593569697,5.368807947019867,1,1,2,1,194,165,165,Q4_Alto,Q4_Alto
61417109,265.2329105,269.1977382777778,4.528888888888889,2,1,2,2,22,18,18,Q2_Médio-Baixo,Q2_Médio-Baixo
61417116,234.7017715,252.483171,5.247619047619048,1,1,2,1,33,22,22,Q1_Baixo,Q1_Baixo
61417120,280.08867836666667,292.2960480333333,4.958275862068965,4,1,2,1,32,30,30,Q3_Médio-Alto,Q4_Alto
61417121,257.99084066666666,247.85253716666668,3.6654545454545455,1,1,2,1,17,12,12,Q2_Médio-Baixo,Q1_Baixo
61417122,259.12127701538463,3484.0187858153845,4.346065573770492,1,1,2,1,90,65,65,Q2_Médio-Baixo,Q4_Alto
61417128,259.29487580952383,253.15384747619046,4.978,1,1,2,1,24,21,21,Q2_Médio-Baixo,Q1_Baixo
61417132,274.60139943820224,279.10701780898876,5.156629213483146,5,1,2,1,102,89,89,Q3_Médio-Alto,Q3_Médio-Alto
61417137,264.25304666,261.293003,4.851304347826087,1,1,2,1,60,50,50,Q2_Médio-Baixo,Q2_Médio-Baixo
61417139,256.09301353846155,263.07491446153847,4.656666666666666,1,1,2,1,22,13,13,Q1_Baixo,Q2_Médio-Baixo
61417141,274.7630847692308,302.37459515384614,4.803076923076923,1,1,2,1,17,13,13,Q3_Médio-Alto,Q4_Alto
61417142,243.72088420689656,253.22741855172413,4.216785714285714,1,1,2,1,39,29,29,Q1_Baixo,Q1_Baixo
61417148,297.4733866,295.5642513066667,4.869066666666667,4,1,2,1,87,75,75,Q4_Alto,Q4_Alto
61417149,273.6844387011494,257.8666838965517,4.91,1,1,2,1,97,87,87,Q3_Médio-Alto,Q1_Baixo
61417151,264.24618428571426,257.67458707142856,4.186428571428571,2,1,2,1,16,14,14,Q2_Médio-Baixo,Q1_Baixo
61417155,286.55033444444445,277.2314186111111,4.61,1,1,2,1,22,18,18,Q4_Alto,Q3_Médio-Alto
61417157,270.3757841428571,264.7507884285714,5.0384,1,1,2,1,35,28,28,Q3_Médio-Alto,Q2_Médio-Baixo
61417163,273.60644446774194,281.89580503225807,5.030819672131147,1,1,2,1,110,62,62,Q3_Médio-Alto,Q3_Médio-Alto
61417164,259.7515785333333,259.6531320222222,5.005777777777777,3,1,2,1,50,45,45,Q2_Médio-Baixo,Q2_Médio-Baixo
61417171,268.1232254375,268.6134986875,4.184,2,1,2,2,19,16,16,Q2_Médio-Baixo,Q2_Médio-Baixo
61417174,259.3611427,252.7165795,4.959310344827586,5,1,2,1,36,30,30,Q2_Médio-Baixo,Q1_Baixo
61417181,270.00785966666666,276.8941772716049,5.273291139240507,6,1,2,1,92,81,81,Q3_Médio-Alto,Q3_Médio-Alto
61417188,324.72460453846156,310.1775380769231,6.18,7,0,2,1,33,26,26,Q4_Alto,Q4_Alto
61417189,280.122428,279.65661325,4.06625,2,1,2,2,27,24,24,Q3_Médio-Alto,Q3_Médio-Alto
61417197,239.54302913333333,252.1854078,3.88,2,1,2,2,18,15,15,Q1_Baixo,Q1_Baixo
61417200,274.71667106666666,265.41447766666664,4.280769230769231,3,1,2,2,17,15,15,Q3_Médio-Alto,Q2_Médio-Baixo
61417201,366.0740363333333,344.4981680833333,6.171818181818182,1,0,2,1,22,12,12,Q4_Alto,Q4_Alto
61417202,270.7457328181818,268.8805458181818,4.974285714285714,1,1,2,1,33,22,22,Q3_Médio-Alto,Q2_Médio-Baixo
61417212,251.3903025,270.8864786875,4.735625,1,1,2,1,21,16,16,Q1_Baixo,Q2_Médio-Baixo
61417215,372.5800583275862,340.2631125,5.5287037037037035,1,1,2,1,70,58,58,Q4_Alto,Q4_Alto
61417221,265.53538738888886,270.82337822222223,4.420555555555556,2,1,2,1,20,18,18,Q2_Médio-Baixo,Q2_Médio-Baixo
61417222,272.1959781666667,269.54948333333334,4.726,1,1,2,1,16,12,12,Q3_Médio-Alto,Q2_Médio-Baixo
61421298,277.0958659134615,282.07704232692305,5.368631578947369,1,1,1,1,121,104,104,Q3_Médio-Alto,Q3_Médio-Alto
61421753,260.3404504605263,268.31523465789473,5.252769230769231,1,1,1,1,101,76,76,Q2_Médio-Baixo,Q2_Médio-Baixo
61421757,352.54590374683545,334.5213052151899,5.6697435897435895,1,1,2,1,117,79,79,Q4_Alto,Q4_Alto
61421759,363.02108855384614,4995.630354338462,6.309230769230769,7,0,1,1,81,65,65,Q4_Alto,Q4_Alto
61421761,273.10771721428574,280.739610952381,5.002258064516129,1,1,1,1,66,42,42,Q3_Médio-Alto,Q3_Médio-Alto
61421763,258.9020324375,256.9849631875,4.802666666666667,1,1,1,1,23,16,16,Q2_Médio-Baixo,Q1_Baixo
61421764,252.98451007692307,281.0921603846154,5.291,1,1,1,1,32,13,13,Q1_Baixo,Q3_Médio-Alto
61421765,248.97195522857143,250.03773315714287,4.846666666666667,1,1,1,1,98,70,70,Q1_Baixo,Q1_Baixo
61421769,2124.384739006579,272.62624680263156,5.182040816326531,1,1,2,1,193,152,152,Q4_Alto,Q2_Médio-Baixo
61421770,295.9166646829268,288.4490407317073,4.724146341463414,1,1,2,1,51,41,41,Q4_Alto,Q4_Alto
61421771,268.0262735858586,280.6301062878788,5.380285714285714,1,1,1,1,232,198,198,Q2_Médio-Baixo,Q3_Médio-Alto
61421772,257.26794851685395,2861.543171846442,5.4157874015748035,1,1,1,1,379,267,267,Q1_Baixo,Q4_Alto
61421774,278.01162420000003,278.6516019333333,5.092,1,1,2,1,22,15,15,Q3_Médio-Alto,Q3_Médio-Alto
61421775,281.82216172222223,287.23128041666666,5.308787878787879,1,1,2,1,45,36,36,Q4_Alto,Q4_Alto
61421779,300.40102807296137,1344.61154888412,5.2429910714285715,5,1,2,1,264,233,233,Q4_Alto,Q4_Alto
61421782,261.15786064285714,277.38921673214287,5.20734693877551,5,1,2,1,63,56,56,Q2_Médio-Baixo,Q3_Médio-Alto
61421783,246.24477176666667,268.92561888333336,5.158529411764706,1,1,2,1,77,60,60,Q1_Baixo,Q2_Médio-Baixo
61421784,281.3622162096774,281.44906801612905,4.940491803278689,1,1,2,1,90,62,62,Q3_Médio-Alto,Q3_Médio-Alto
61421785,253.96766473109244,2468.7662886218486,5.278558558558559,1,1,2,1,157,119,119,Q1_Baixo,Q4_Alto
61421787,259.7396392727273,252.9313254090909,4.193809523809524,1,1,2,1,29,22,22,Q2_Médio-Baixo,Q1_Baixo
61421792,269.7996389642857,271.6121482857143,4.696481481481482,4,1,2,1,63,56,56,Q3_Médio-Alto,Q2_Médio-Baixo
61421793,280.3451683095238,285.1715074047619,5.08047619047619,1,1,2,1,57,42,42,Q3_Médio-Alto,Q3_Médio-Alto
61421794,251.42379639534883,254.35973995348837,5.232931034482759,1,1,2,1,163,129,129,Q1_Baixo,Q1_Baixo
61421795,5512.522230137931,244.54067529310345,4.668269230769231,1,1,2,1,77,58,58,Q4_Alto,Q1_Baixo
61421796,285.1831890724638,4514.710051086957,5.082575757575758,1,1,2,1,84,69,69,Q4_Alto,Q4_Alto
61421797,276.9607076388889,266.8886285,4.5121875,4,1,2,1,42,36,36,Q3_Médio-Alto,Q2_Médio-Baixo
61421799,268.7268342096774,265.80392766129034,4.798319327731092,4,1,2,1,146,124,124,Q3_Médio-Alto,Q2_Médio-Baixo
61421800,326.35108801149426,301.7684962183908,5.821566265060241,7,1,2,1,95,87,87,Q4_Alto,Q4_Alto
61421802,281.31722046376814,282.9005339565217,5.220634920634921,4,1,2,1,77,69,69,Q3_Médio-Alto,Q3_Médio-Alto
61421803,242.2205884,242.0245059,4.049,2,1,2,1,13,10,10,Q1_Baixo,Q1_Baixo
61421805,244.955604,237.74595354166667,4.28625,1,1,2,1,32,24,24,Q1_Baixo,Q1_Baixo
61421806,252.99374664102564,257.0314777948718,4.495128205128205,1,1,2,1,61,39,39,Q1_Baixo,Q1_Baixo
61421809,262.2298886666667,269.868614754386,4.728148148148148,1,1,2,1,69,57,57,Q2_Médio-Baixo,Q2_Médio-Baixo
61421813,318.67111958333334,298.3473671666667,5.243636363636364,1,1,2,2,15,12,12,Q4_Alto,Q4_Alto
61421815,258.61075875342465,249.9190311369863,4.375671641791045,1,1,2,1,120,73,73,Q2_Médio-Baixo,Q1_Baixo
61421818,249.94831786956522,245.63376882608696,4.396190476190476,1,1,2,1,29,23,23,Q1_Baixo,Q1_Baixo
61421820,8222.234667,267.56154593023257,4.4,3,1,2,1,52,43,43,Q4_Alto,Q2_Médio-Baixo
61421823,279.6739034318182,282.50153975,5.114545454545454,5,1,2,1,54,44,44,Q3_Médio-Alto,Q3_Médio-Alto
61421827,261.76085256,241.90711964,4.227083333333334,3,1,2,1,30,25,25,Q2_Médio-Baixo,Q1_Baixo
61421834,289.3283514871795,291.24263502564105,5.564736842105263,7,1,2,1,42,39,39,Q4_Alto,Q4_Alto
61421835,283.5964176630435,288.89230815217394,5.204827586206896,5,1,2,1,214,184,184,Q4_Alto,Q4_Alto
61421836,263.39006093333336,253.9062492,4.796153846153846,1,1,2,1,18,15,15,Q2_Médio-Baixo,Q1_Baixo
61421837,271.9031956346154,273.4811882884615,4.858909090909091,1,1,2,1,86,52,52,Q3_Médio-Alto,Q3_Médio-Alto
61421847,290.17802731914895,300.3721381702128,4.8484444444444446,1,1,2,1,62,47,47,Q4_Alto,Q4_Alto
61421851,269.7225983636364,291.20706618181816,5.165,1,1,2,1,15,11,11,Q3_Médio-Alto,Q4_Alto
61421852,262.5924449310345,266.4330953965517,4.541607142857143,2,1,2,1,69,58,58,Q2_Médio-Baixo,Q2_Médio-Baixo
61421857,272.238360925,272.189153625,4.815128205128205,1,1,2,1,48,40,40,Q3_Médio-Alto,Q2_Médio-Baixo
61421863,280.2542198333333,2576.8707930793653,5.156538461538461,1,1,2,1,154,126,126,Q3_Médio-Alto,Q4_Alto
61421864,295.1965186271186,295.4339365084746,5.226491228070175,1,1,2,1,70,59,59,Q4_Alto,Q4_Alto
61421870,19851.563861705883,273.667316,4.728823529411764,5,1,2,1,20,17,17,Q4_Alto,Q3_Médio-Alto
61421874,268.18488678021976,270.7338375934066,5.123012048192771,1,1,2,1,120,91,91,Q2_Médio-Baixo,Q2_Médio-Baixo
61421879,260.88409096296294,265.67407490740743,4.718958333333333,1,1,2,1,71,54,54,Q2_Médio-Baixo,Q2_Médio-Baixo
61421880,262.9079627826087,261.6695951304348,5.005217391304348,5,1,2,1,28,23,23,Q2_Médio-Baixo,Q2_Médio-Baixo
61421881,280.53567258333334,280.74512025,4.7525,4,1,2,1,15,12,12,Q3_Médio-Alto,Q3_Médio-Alto
61421882,272.0629166190476,272.0364974047619,5.141923076923077,1,1,2,1,104,84,84,Q3_Médio-Alto,Q2_Médio-Baixo
61421889,269.76835267741933,280.7165920967742,4.937586206896552,5,1,2,1,35,31,31,Q3_Médio-Alto,Q3_Médio-Alto
61421892,242.41135712698411,235.9870074920635,4.251228070175439,1,1,2,1,95,63,63,Q1_Baixo,Q1_Baixo
61422350,264.39499133333334,277.86611266666665,5.085555555555556,1,1,2,1,14,9,9,Q2_Médio-Baixo,Q3_Médio-Alto
61422357,356.111868027027,319.6119357027027,6.79972972972973,8,0,1,1,47,37,37,Q4_Alto,Q4_Alto
61422365,261.993480525641,270.46625635897436,5.409605263157895,5,1,2,1,85,78,78,Q2_Médio-Baixo,Q2_Médio-Baixo
61422385,251.342048575,259.7086841,4.932638888888889,1,1,1,1,98,80,80,Q1_Baixo,Q2_Médio-Baixo
61422386,NA,NA,NA,1,0,2,2,31,0,0,Q4_Alto,Q4_Alto
61422389,257.23275484615385,255.16448226923077,4.276818181818182,1,1,2,1,31,26,26,Q1_Baixo,Q1_Baixo
61424794,386.14302173758864,353.09898838297875,5.8234615384615385,1,1,1,1,254,141,141,Q4_Alto,Q4_Alto
61424801,2613.2088976917807,290.478968260274,5.5211538461538465,1,1,1,1,210,146,146,Q4_Alto,Q4_Alto
61424808,263.7657955652174,281.3815500434783,4.776111111111111,1,1,2,1,33,23,23,Q2_Médio-Baixo,Q3_Médio-Alto
61424811,276.46699254,286.4822239,5.278181818181818,1,1,2,1,66,50,50,Q3_Médio-Alto,Q3_Médio-Alto
61424812,268.20230371428573,275.4384220549451,5.309125,1,1,2,1,115,91,91,Q3_Médio-Alto,Q3_Médio-Alto
61424813,265.56454291666665,257.2316832777778,4.282727272727273,1,1,2,1,43,36,36,Q2_Médio-Baixo,Q1_Baixo
61424817,2443.7431535,273.22832276,5.403979591836735,5,1,2,1,122,100,100,Q4_Alto,Q3_Médio-Alto
61424822,255.7821519,258.9831857375,5.149078947368421,5,1,2,1,94,80,80,Q1_Baixo,Q1_Baixo
61424823,2005.4521553742331,3882.544923386503,5.450952380952381,1,1,2,1,195,163,163,Q4_Alto,Q4_Alto
61424824,256.6588207142857,269.76282242857144,4.175714285714285,1,1,2,2,15,7,7,Q1_Baixo,Q2_Médio-Baixo
61424826,267.49091164,270.72977644,4.2208695652173915,3,1,2,1,30,25,25,Q2_Médio-Baixo,Q2_Médio-Baixo
61424828,256.1792002352941,242.980624,4.578666666666667,1,1,2,1,21,17,17,Q1_Baixo,Q1_Baixo
61424831,292.799994025974,299.82486724675323,5.278918918918919,1,1,2,1,103,77,77,Q4_Alto,Q4_Alto
61424832,260.01378535294117,257.70006676470587,4.304705882352941,2,1,2,2,19,17,17,Q2_Médio-Baixo,Q1_Baixo
61424835,260.2767763,262.524603,4.776206896551724,1,1,2,1,41,30,30,Q2_Médio-Baixo,Q2_Médio-Baixo
61424838,269.37270212244897,268.5039403265306,5.107916666666667,1,1,2,1,72,49,49,Q3_Médio-Alto,Q2_Médio-Baixo
61424840,264.3316567594937,276.75327325316454,5.079220779220779,1,1,2,1,110,79,79,Q2_Médio-Baixo,Q3_Médio-Alto
61424841,258.37507442857145,254.06939164285714,4.2335714285714285,2,1,2,1,16,14,14,Q2_Médio-Baixo,Q1_Baixo
61424842,258.6706690144928,270.5632584927536,4.9390322580645165,1,1,2,1,82,69,69,Q2_Médio-Baixo,Q2_Médio-Baixo
61424843,236.58587835294117,229.49271888235293,3.8505882352941176,1,1,2,1,24,17,17,Q1_Baixo,Q1_Baixo
61424845,289.2123907462687,293.7239054925373,5.155,5,1,2,1,152,134,134,Q4_Alto,Q4_Alto
61424846,244.48884708333333,269.99951350000003,5.138333333333334,4,1,2,2,14,12,12,Q1_Baixo,Q2_Médio-Baixo
61424851,269.36516244,276.096335,4.6528,3,1,2,1,28,25,25,Q3_Médio-Alto,Q3_Médio-Alto
61424855,265.0164293283582,280.9647419402985,4.804328358208955,4,1,2,1,73,67,67,Q2_Médio-Baixo,Q3_Médio-Alto
61424857,239.99808952380954,257.4808853809524,4.940476190476191,4,1,2,1,24,21,21,Q1_Baixo,Q1_Baixo
61424864,294.90440225,302.46207925,4.293333333333333,1,1,2,1,17,12,12,Q4_Alto,Q4_Alto
61424866,283.1277445,296.54339925,4.900833333333333,3,1,2,1,14,12,12,Q4_Alto,Q4_Alto
61424868,286.3349347222222,274.9618171111111,5.031666666666666,1,1,2,1,31,18,18,Q4_Alto,Q3_Médio-Alto
61424869,273.47795597142857,258.2108760285714,4.559714285714286,1,1,2,1,45,35,35,Q3_Médio-Alto,Q1_Baixo
61424875,257.72152457692306,249.4335806923077,4.3442,2,1,2,2,60,52,52,Q2_Médio-Baixo,Q1_Baixo
61424954,270.9916826029412,282.46824250735295,5.22748031496063,5,1,1,1,157,136,136,Q3_Médio-Alto,Q3_Médio-Alto
61424959,326.9737982405063,331.57026344303796,5.601948051948052,1,1,2,1,106,79,79,Q4_Alto,Q4_Alto
61424962,266.66037782978725,284.30246868085106,5.037272727272727,1,1,2,1,61,47,47,Q2_Médio-Baixo,Q3_Médio-Alto
61424963,251.36632971794873,261.5404513076923,5.010285714285715,1,1,2,1,56,39,39,Q1_Baixo,Q2_Médio-Baixo
61424964,256.6853590168539,256.3613184269663,5.245914634146342,1,1,2,1,285,178,178,Q1_Baixo,Q1_Baixo
61424967,245.30239152542373,238.24253352542374,4.267450980392157,1,1,2,1,80,59,59,Q1_Baixo,Q1_Baixo
61424968,264.48750106060606,275.59702615151514,5.0203125,6,1,2,1,36,33,33,Q2_Médio-Baixo,Q3_Médio-Alto
61424970,235.57056963333332,224.67279256666666,4.4255555555555555,1,1,2,1,39,30,30,Q1_Baixo,Q1_Baixo
61424972,277.796433,281.4794708125,5.203730569948187,1,1,2,1,277,208,208,Q3_Médio-Alto,Q3_Médio-Alto
61424975,278.75754532876715,286.81194380136986,5.273333333333333,1,1,2,1,183,146,146,Q3_Médio-Alto,Q3_Médio-Alto
61424979,259.7641605909091,247.557654,4.419047619047619,2,1,2,2,24,22,22,Q2_Médio-Baixo,Q1_Baixo
61424980,280.1018982307692,274.34030361538464,4.57,3,1,2,1,15,13,13,Q3_Médio-Alto,Q3_Médio-Alto
61424981,250.83725554545455,261.04008127272726,4.949636363636364,4,1,2,1,65,55,55,Q1_Baixo,Q2_Médio-Baixo
61424982,252.88356923076924,259.17646228205126,4.996447368421053,4,1,2,1,87,78,78,Q1_Baixo,Q1_Baixo
61424983,263.06921745,270.6468632,4.2964705882352945,1,1,2,2,25,20,20,Q2_Médio-Baixo,Q2_Médio-Baixo
61424984,273.5216544772727,274.86230906818184,4.225454545454546,2,1,2,1,52,44,44,Q3_Médio-Alto,Q3_Médio-Alto
61424985,254.06607723529413,260.1747164411765,3.7932352941176473,2,1,2,2,39,34,34,Q1_Baixo,Q2_Médio-Baixo
61424986,284.8725377948718,283.86991553846156,4.6753846153846155,4,1,2,1,46,39,39,Q4_Alto,Q3_Médio-Alto
61424990,249.58714357142858,252.60285335714286,4.813846153846153,1,1,2,2,21,14,14,Q1_Baixo,Q1_Baixo
61424993,256.19170951724135,258.4208875862069,4.948571428571428,1,1,2,1,50,29,29,Q1_Baixo,Q1_Baixo
61424995,291.8613445196078,286.5345610490196,5.019540229885058,1,1,2,1,117,102,102,Q4_Alto,Q3_Médio-Alto
61424996,258.81021970588233,260.1030902058824,4.28,1,1,2,1,56,34,34,Q2_Médio-Baixo,Q2_Médio-Baixo
61424999,282.2779778064516,286.65789406451614,5.007719298245614,1,1,2,1,76,62,62,Q4_Alto,Q3_Médio-Alto
61425003,11570.158332851852,292.5423192592593,5.079565217391305,1,1,2,1,30,27,27,Q4_Alto,Q4_Alto
61425004,225.8637991,219.03711429999998,4.279,2,1,2,1,13,10,10,Q1_Baixo,Q1_Baixo
61425006,255.09353379661016,3738.4021554745764,4.398571428571429,1,1,2,1,69,59,59,Q1_Baixo,Q4_Alto
61425007,259.6087462631579,267.86707489473685,4.539444444444444,1,1,2,1,24,19,19,Q2_Médio-Baixo,Q2_Médio-Baixo
61425008,252.62906080000002,259.70475393333334,4.524814814814815,1,1,2,1,36,30,30,Q1_Baixo,Q2_Médio-Baixo
61425010,292.10280511049723,285.0741752596685,5.533142857142857,6,1,2,1,201,181,181,Q4_Alto,Q3_Médio-Alto
61425012,245.18004543749998,229.74166383333332,4.836511627906977,1,1,2,1,63,48,48,Q1_Baixo,Q1_Baixo
61425013,258.2698725454545,4466.370536848485,4.823508771929824,4,1,2,1,73,66,66,Q2_Médio-Baixo,Q4_Alto
61425014,246.5692215,285.96420642857146,4.843636363636364,1,1,2,1,19,14,14,Q1_Baixo,Q3_Médio-Alto
61425015,276.0671504057971,286.9655186956522,5.095942028985507,4,1,2,1,89,69,69,Q3_Médio-Alto,Q3_Médio-Alto
61425017,279.2473795964912,282.4200358508772,4.982477876106195,5,1,2,1,126,114,114,Q3_Médio-Alto,Q3_Médio-Alto
61425019,2177.567663970803,254.36136667153283,4.89609375,1,1,2,1,178,137,137,Q4_Alto,Q1_Baixo
61425076,256.9107371230769,263.3223456,5.165925925925926,1,1,1,1,98,65,65,Q1_Baixo,Q2_Médio-Baixo
61425086,258.2326261851852,248.9591515925926,4.9948,1,1,1,1,43,27,27,Q2_Médio-Baixo,Q1_Baixo
61425087,267.09950544,276.40312896,5.188666666666666,1,1,2,1,64,50,50,Q2_Médio-Baixo,Q3_Médio-Alto
61425088,276.48684145945947,3263.5176085855855,5.214423076923077,1,1,2,1,136,111,111,Q3_Médio-Alto,Q4_Alto
61425090,265.8178162631579,8826.036309710526,5.002571428571429,1,1,1,1,45,38,38,Q2_Médio-Baixo,Q4_Alto
61425091,265.23976656329114,273.04201632911395,5.3946610169491525,1,1,1,1,200,158,158,Q2_Médio-Baixo,Q2_Médio-Baixo
61425092,343.1020765,328.5922570517241,5.753404255319149,1,1,2,1,96,58,58,Q4_Alto,Q4_Alto
61425094,253.31876940677967,261.1429479830508,4.65625,3,1,2,1,68,59,59,Q1_Baixo,Q2_Médio-Baixo
61425097,251.96325507692308,254.71949217307693,4.8016,4,1,2,1,67,52,52,Q1_Baixo,Q1_Baixo
61425098,270.2783054224138,283.3764236810345,5.264259259259259,1,1,2,1,142,116,116,Q3_Médio-Alto,Q3_Médio-Alto
61425099,242.48224277777777,244.791608,5.102222222222222,1,1,2,1,14,9,9,Q1_Baixo,Q1_Baixo
61425100,262.9390204576271,252.43568845762712,4.9811764705882355,1,1,2,1,76,59,59,Q2_Médio-Baixo,Q1_Baixo
61425105,270.3083165306122,284.8088828503401,5.1278014184397165,5,1,2,1,165,147,147,Q3_Médio-Alto,Q3_Médio-Alto
61425109,287.8808030869565,304.3359410434783,4.5649999999999995,1,1,2,1,39,23,23,Q4_Alto,Q4_Alto
61425110,258.5344963529412,278.9350321764706,5.191764705882353,1,1,2,1,23,17,17,Q2_Médio-Baixo,Q3_Médio-Alto
61425112,269.39681120833336,272.472103625,4.627272727272727,4,1,2,1,28,24,24,Q3_Médio-Alto,Q2_Médio-Baixo
61425117,263.63451696721313,2497.0707297459016,5.076923076923077,1,1,2,1,156,122,122,Q2_Médio-Baixo,Q4_Alto
61425118,266.3707754313725,279.44833492156863,5.40095744680851,1,1,2,1,138,102,102,Q2_Médio-Baixo,Q3_Médio-Alto
61425122,NA,NA,NA,1,0,2,1,39,0,0,Q4_Alto,Q4_Alto
61425124,244.80538866666666,243.01589377777776,4.517777777777778,3,1,2,2,12,9,9,Q1_Baixo,Q1_Baixo
61425126,261.98102338582675,259.09122532283465,5.181293103448276,1,1,2,1,147,127,127,Q2_Médio-Baixo,Q1_Baixo
61425129,219.0223622,214.2765758,4.440666666666667,1,1,2,1,25,15,15,Q1_Baixo,Q1_Baixo
61425133,267.41836005172416,268.04813646551725,4.151052631578947,2,1,2,1,69,58,58,Q2_Médio-Baixo,Q2_Médio-Baixo
61425134,284.8170800952381,286.2147499047619,5.103157894736842,1,1,2,1,29,21,21,Q4_Alto,Q3_Médio-Alto
61425136,294.68574253448276,297.12799963793105,4.991818181818182,1,1,2,1,76,58,58,Q4_Alto,Q4_Alto
61425140,266.0289362631579,270.9620459824561,4.595789473684211,3,1,2,1,68,57,57,Q2_Médio-Baixo,Q2_Médio-Baixo
61425142,295.720986625,268.2083023392857,4.965094339622642,5,1,2,1,61,56,56,Q4_Alto,Q2_Médio-Baixo
61425143,249.803924625,259.649691625,4.093333333333334,1,1,2,1,26,16,16,Q1_Baixo,Q2_Médio-Baixo
61425147,289.0242614605263,281.24658138157895,4.980434782608696,1,1,2,1,88,76,76,Q4_Alto,Q3_Médio-Alto
61425148,278.39011653374234,283.27979108588954,4.819685534591195,4,1,2,1,193,163,163,Q3_Médio-Alto,Q3_Médio-Alto
61425150,255.6518991904762,258.3158200952381,4.213809523809524,1,1,2,1,27,21,21,Q1_Baixo,Q1_Baixo
61425154,270.0520456964286,269.7678477142857,4.876909090909091,5,1,2,1,70,56,56,Q3_Médio-Alto,Q2_Médio-Baixo
61425156,257.56194515,11370.35438745,5.097222222222222,1,1,2,1,32,20,20,Q2_Médio-Baixo,Q4_Alto
61425157,241.15980233333335,241.43719049999999,4.234166666666667,2,1,2,2,27,24,24,Q1_Baixo,Q1_Baixo
61425158,258.824738875,263.117587975,4.283243243243243,2,1,2,1,47,40,40,Q2_Médio-Baixo,Q2_Médio-Baixo
61425159,260.95943170212763,269.40455638297874,4.292093023255814,1,1,2,1,55,47,47,Q2_Médio-Baixo,Q2_Médio-Baixo
61425166,274.91325123255814,280.8923767674419,4.840975609756097,5,1,2,1,45,43,43,Q3_Médio-Alto,Q3_Médio-Alto
61425168,262.7457296842105,280.6645699473684,4.971666666666667,4,1,2,1,23,19,19,Q2_Médio-Baixo,Q3_Médio-Alto
61425169,262.1157643,243.618403825,4.6027272727272726,1,1,2,1,46,40,40,Q2_Médio-Baixo,Q1_Baixo
61425172,293.86757254339625,303.8752717509434,5.444390243902439,5,1,2,1,303,265,265,Q4_Alto,Q4_Alto
61425173,257.36471704545454,263.9668778409091,4.0034090909090905,1,1,2,1,55,44,44,Q1_Baixo,Q2_Médio-Baixo
61425323,245.30176624999999,249.69368375,4.15125,1,1,2,1,12,8,8,Q1_Baixo,Q1_Baixo
61425324,259.8834885,262.1737568611111,4.3,4,1,2,1,43,36,36,Q2_Médio-Baixo,Q2_Médio-Baixo
61425331,264.1685742258065,271.0596017096774,4.195,1,1,2,1,39,31,31,Q2_Médio-Baixo,Q2_Médio-Baixo
61425335,271.1183354444444,264.015274,4.614444444444445,1,1,2,1,13,9,9,Q3_Médio-Alto,Q2_Médio-Baixo
61425336,269.13926411764703,284.34057624264705,4.8910687022900765,1,1,2,1,165,136,136,Q3_Médio-Alto,Q3_Médio-Alto
61425339,253.33454207692307,256.84771161538464,4.3625,1,1,2,1,17,13,13,Q1_Baixo,Q1_Baixo
61425341,260.34768049999997,260.4998131875,4.390666666666666,2,1,2,1,18,16,16,Q2_Médio-Baixo,Q2_Médio-Baixo
61425343,281.1832448,286.5791778,5.1685,4,1,2,1,24,20,20,Q3_Médio-Alto,Q3_Médio-Alto
61425346,1705.703843097345,279.8326025309735,5.412460732984293,1,1,2,1,306,226,226,Q4_Alto,Q3_Médio-Alto
