ID_ESCOLA,TIPO_ESCOLA,AREA,LOCALIZACAO,MEDIA_MT,MEDIA_LP,FAIXA_MT,FAIXA_LP,INSE_MEDIO,GRUPO_INSE,NIVEL_INSE_MODAL,N_ALUNOS,N_ALUNOS_MT_VALIDOS,N_ALUNOS_LP_VALIDOS
61470496,Pública,Interior,Urbana,279.89508824299065,2347.2136765233645,Q3_Médio-Alto,Q4_Alto,4.863723404255319,Medio_INSE,1,120,107,107
61466138,Pública,Interior,Urbana,279.88464453125,293.4854043125,Q3_Médio-Alto,Q4_Alto,4.9978125,Medio_INSE,5,38,32,32
61399938,Pública,Interior,Urbana,279.8585549148936,280.23724313829786,Q3_Médio-Alto,Q3_Médio-Alto,5.123444444444444,Alto_INSE,5,109,94,94
61449094,Pública,Interior,Urbana,279.80847569444444,2670.650175638889,Q3_Médio-Alto,Q4_Alto,4.831857142857142,Medio_INSE,1,206,144,144
61449588,Pública,Interior,Urbana,279.76602055932204,283.6289948305085,Q3_Médio-Alto,Q3_Médio-Alto,5.197321428571429,Alto_INSE,1,77,59,59
61438244,Pública,Interior,Urbana,279.7510986831683,282.5250518019802,Q3_Médio-Alto,Q3_Médio-Alto,5.271304347826087,Alto_INSE,1,122,101,101
61470512,Pública,Interior,Rural,279.6981692142857,293.8398773571429,Q3_Médio-Alto,Q4_Alto,4.2335714285714285,Baixo_INSE,2,17,14,14
61412823,Pública,Interior,Urbana,279.68913098245616,287.65319880701753,Q3_Médio-Alto,Q4_Alto,5.205045871559633,Alto_INSE,5,125,114,114
61421823,Pública,Interior,Urbana,279.6739034318182,282.50153975,Q3_Médio-Alto,Q3_Médio-Alto,5.114545454545454,Alto_INSE,5,54,44,44
61437654,Pública,Interior,Urbana,279.6575752247191,284.78566346067413,Q3_Médio-Alto,Q3_Médio-Alto,5.262643678160919,Alto_INSE,1,121,89,89
61439344,Pública,Interior,Urbana,279.622502780303,275.78680325757574,Q3_Médio-Alto,Q3_Médio-Alto,5.08688,Alto_INSE,1,186,132,132
61399643,Pública,Interior,Urbana,279.59484560869566,296.6527594347826,Q3_Médio-Alto,Q4_Alto,4.460952380952381,Baixo_INSE,1,31,23,23
61428607,Pública,Interior,Urbana,279.58234981188116,278.779524029703,Q3_Médio-Alto,Q3_Médio-Alto,5.128125,Alto_INSE,1,120,101,101
61442580,Pública,Interior,Urbana,279.5744053529412,287.38731820588237,Q3_Médio-Alto,Q4_Alto,4.942727272727272,Medio_INSE,4,45,34,34
61406176,Pública,Interior,Urbana,279.5683142,284.1693639,Q3_Médio-Alto,Q3_Médio-Alto,4.2540000000000004,Baixo_INSE,3,23,20,20
61437666,Pública,Interior,Urbana,279.53049489189186,269.26366005405407,Q3_Médio-Alto,Q2_Médio-Baixo,5.045757575757576,Medio_INSE,1,43,37,37
61465801,Pública,Interior,Urbana,279.4977453488372,287.4809600232558,Q3_Médio-Alto,Q4_Alto,5.015121951219513,Medio_INSE,5,48,43,43
61448128,Pública,Interior,Urbana,279.4262848,277.657877925,Q3_Médio-Alto,Q3_Médio-Alto,4.925641025641026,Medio_INSE,3,45,40,40
61425678,Pública,Interior,Urbana,279.40896995454546,275.6516805,Q3_Médio-Alto,Q3_Médio-Alto,5.213181818181818,Alto_INSE,1,59,44,44
61448151,Pública,Interior,Urbana,279.40182070786517,279.2300932921348,Q3_Médio-Alto,Q3_Médio-Alto,5.313139534883721,Alto_INSE,1,121,89,89
61459180,Pública,Interior,Urbana,279.2483278857143,276.6195756,Q3_Médio-Alto,Q3_Médio-Alto,5.1325,Alto_INSE,1,47,35,35
61425017,Pública,Interior,Urbana,279.2473795964912,282.4200358508772,Q3_Médio-Alto,Q3_Médio-Alto,4.982477876106195,Medio_INSE,5,126,114,114
61459305,Pública,Interior,Urbana,279.17279733898306,288.9204210338983,Q3_Médio-Alto,Q4_Alto,4.91235294117647,Medio_INSE,4,66,59,59
61428631,Pública,Interior,Urbana,279.1425689489051,291.459432350365,Q3_Médio-Alto,Q4_Alto,5.445,Alto_INSE,6,155,137,137
61442545,Pública,Interior,Urbana,279.12659724561405,288.2184866403509,Q3_Médio-Alto,Q4_Alto,5.585436893203884,Alto_INSE,1,139,114,114
61431513,Pública,Interior,Urbana,279.0801713457944,281.82273022429905,Q3_Médio-Alto,Q3_Médio-Alto,5.1388,Alto_INSE,1,132,107,107
61432533,Pública,Interior,Urbana,279.0693377652439,286.49503132012194,Q3_Médio-Alto,Q3_Médio-Alto,5.2921843003412965,Alto_INSE,1,385,328,328
61466101,Pública,Capital,Urbana,279.05731113669066,288.16938802158273,Q3_Médio-Alto,Q4_Alto,5.317310924369748,Alto_INSE,1,158,139,139
61428655,Pública,Interior,Urbana,279.0376227375,282.27886265,Q3_Médio-Alto,Q3_Médio-Alto,5.061875,Medio_INSE,1,102,80,80
61459260,Pública,Interior,Urbana,279.0293714375,281.31042184375,Q3_Médio-Alto,Q3_Médio-Alto,4.9321875,Medio_INSE,1,55,32,32
61449122,Pública,Interior,Urbana,279.00764894117646,6852.626824254902,Q3_Médio-Alto,Q4_Alto,4.981111111111111,Medio_INSE,1,57,51,51
61437700,Pública,Interior,Urbana,278.970689625,269.45174775,Q3_Médio-Alto,Q2_Médio-Baixo,4.53625,Baixo_INSE,1,13,8,8
61425375,Pública,Interior,Urbana,278.95599026086956,279.49896676086956,Q3_Médio-Alto,Q3_Médio-Alto,5.144782608695652,Alto_INSE,5,52,46,46
61416193,Pública,Interior,Urbana,278.950877875,296.1893545357143,Q3_Médio-Alto,Q4_Alto,4.912115384615385,Medio_INSE,4,65,56,56
61449172,Pública,Interior,Urbana,278.93985396341463,2879.013628914634,Q3_Médio-Alto,Q4_Alto,4.96641975308642,Medio_INSE,1,104,82,82
61448599,Pública,Capital,Urbana,278.93028801234567,288.3830397160494,Q3_Médio-Alto,Q4_Alto,5.156883116883117,Alto_INSE,5,102,81,81
61459159,Pública,Interior,Urbana,278.90671183962263,287.712974745283,Q3_Médio-Alto,Q4_Alto,4.898396226415095,Medio_INSE,1,157,106,106
61459166,Pública,Interior,Urbana,278.87304151,3233.95461621,Q3_Médio-Alto,Q4_Alto,4.861473684210527,Medio_INSE,4,119,100,100
61416736,Pública,Interior,Urbana,278.86301058064515,276.92366279032257,Q3_Médio-Alto,Q3_Médio-Alto,5.146166666666667,Alto_INSE,1,71,62,62
61442060,Pública,Interior,Urbana,278.8613235517241,299.7259926896552,Q3_Médio-Alto,Q4_Alto,4.526896551724138,Baixo_INSE,1,39,29,29
61407966,Pública,Interior,Urbana,278.7822698,272.18005089999997,Q3_Médio-Alto,Q2_Médio-Baixo,4.558,Baixo_INSE,3,12,10,10
61424975,Pública,Interior,Urbana,278.75754532876715,286.81194380136986,Q3_Médio-Alto,Q3_Médio-Alto,5.273333333333333,Alto_INSE,1,183,146,146
61441610,Pública,Interior,Urbana,278.71771654545455,234.81436136363635,Q3_Médio-Alto,Q1_Baixo,3.707,Baixo_INSE,2,15,11,11
61442289,Pública,Capital,Urbana,278.703121,285.43254544525547,Q3_Médio-Alto,Q3_Médio-Alto,5.077931034482758,Medio_INSE,1,168,137,137
61449070,Pública,Capital,Urbana,278.62167458125,293.25900874375,Q3_Médio-Alto,Q4_Alto,5.398441558441559,Alto_INSE,1,213,160,160
61448058,Pública,Interior,Urbana,278.60965476923076,263.9873452307692,Q3_Médio-Alto,Q2_Médio-Baixo,4.1984615384615385,Baixo_INSE,1,18,13,13
61432529,Pública,Interior,Urbana,278.58508780859376,294.10915646484375,Q3_Médio-Alto,Q4_Alto,5.422194092827004,Alto_INSE,6,295,256,256
61417090,Pública,Interior,Urbana,278.5806690729927,274.3076202773723,Q3_Médio-Alto,Q3_Médio-Alto,4.747610619469026,Medio_INSE,1,168,137,137
61399536,Pública,Interior,Urbana,278.5234220909091,280.40744102272726,Q3_Médio-Alto,Q3_Médio-Alto,5.324146341463415,Alto_INSE,1,56,44,44
61433008,Pública,Interior,Urbana,278.50111465254236,291.44965876271186,Q3_Médio-Alto,Q4_Alto,5.068648648648649,Medio_INSE,4,135,118,118
61425148,Pública,Interior,Urbana,278.39011653374234,283.27979108588954,Q3_Médio-Alto,Q3_Médio-Alto,4.819685534591195,Medio_INSE,4,193,163,163
61466115,Pública,Interior,Urbana,278.33029960465115,279.6592643139535,Q3_Médio-Alto,Q3_Médio-Alto,5.111518987341772,Alto_INSE,1,115,86,86
61441555,Pública,Interior,Urbana,278.2896829090909,273.00028227272725,Q3_Médio-Alto,Q2_Médio-Baixo,4.76,Medio_INSE,4,13,11,11
61408013,Pública,Interior,Urbana,278.2613847865168,290.64594570786517,Q3_Médio-Alto,Q4_Alto,5.002941176470588,Medio_INSE,4,97,89,89
61439282,Pública,Interior,Urbana,278.25089252525254,6396.250706535354,Q3_Médio-Alto,Q4_Alto,5.2367010309278355,Alto_INSE,6,117,99,99
61470079,Pública,Interior,Urbana,278.17564909756095,273.05019048780485,Q3_Médio-Alto,Q3_Médio-Alto,5.334615384615384,Alto_INSE,1,59,41,41
61442311,Pública,Interior,Urbana,278.15198392903227,288.03581178064513,Q3_Médio-Alto,Q4_Alto,5.319403973509933,Alto_INSE,5,187,155,155
61459183,Pública,Interior,Urbana,278.14643368965517,9674.297218172414,Q3_Médio-Alto,Q4_Alto,5.088928571428571,Alto_INSE,5,33,29,29
61449223,Pública,Interior,Urbana,278.10355429411766,283.16666594117646,Q3_Médio-Alto,Q3_Médio-Alto,4.590625,Baixo_INSE,3,20,17,17
61442321,Pública,Interior,Urbana,278.092501075,277.1376134,Q3_Médio-Alto,Q3_Médio-Alto,4.926153846153846,Medio_INSE,5,46,40,40
61456055,Pública,Interior,Urbana,278.060322425,287.7212157125,Q3_Médio-Alto,Q4_Alto,5.417123287671233,Alto_INSE,1,94,80,80
61433061,Pública,Interior,Urbana,278.04306906756756,279.4490216756757,Q3_Médio-Alto,Q3_Médio-Alto,4.665918367346939,Baixo_INSE,2,172,148,148
61421774,Pública,Interior,Urbana,278.01162420000003,278.6516019333333,Q3_Médio-Alto,Q3_Médio-Alto,5.092,Alto_INSE,1,22,15,15
61454138,Pública,Interior,Urbana,277.988469,289.85601645454545,Q3_Médio-Alto,Q4_Alto,4.212727272727273,Baixo_INSE,2,15,11,11
61466182,Pública,Interior,Urbana,277.8951982826087,286.2537454347826,Q3_Médio-Alto,Q3_Médio-Alto,5.097777777777778,Alto_INSE,6,109,92,92
61448149,Pública,Interior,Urbana,277.87589178571426,286.68633878571427,Q3_Médio-Alto,Q3_Médio-Alto,5.323846153846154,Alto_INSE,5,18,14,14
61470120,Pública,Interior,Urbana,277.86993733064514,287.59442745967743,Q3_Médio-Alto,Q4_Alto,4.979747899159664,Medio_INSE,1,160,124,124
61437645,Pública,Interior,Urbana,277.84352879389314,289.70366504580153,Q3_Médio-Alto,Q4_Alto,5.318455284552845,Alto_INSE,1,165,131,131
61439273,Pública,Interior,Urbana,277.82668,286.6357335263158,Q3_Médio-Alto,Q3_Médio-Alto,4.390526315789474,Baixo_INSE,2,24,19,19
61424972,Pública,Interior,Urbana,277.796433,281.4794708125,Q3_Médio-Alto,Q3_Médio-Alto,5.203730569948187,Alto_INSE,1,277,208,208
61442032,Pública,Interior,Urbana,277.7841247716049,286.17311093827163,Q3_Médio-Alto,Q3_Médio-Alto,5.25958904109589,Alto_INSE,1,190,162,162
61448055,Pública,Interior,Urbana,277.74268845454543,270.7971104848485,Q3_Médio-Alto,Q2_Médio-Baixo,4.9315625,Medio_INSE,1,47,33,33
61431460,Pública,Interior,Urbana,277.7325807735849,1226.904948212938,Q3_Médio-Alto,Q4_Alto,5.203949579831932,Alto_INSE,5,429,371,371
61428651,Pública,Interior,Urbana,277.7153232727273,276.5658399090909,Q3_Médio-Alto,Q3_Médio-Alto,5.0581818181818186,Medio_INSE,4,12,11,11
61425486,Pública,Interior,Urbana,277.67981209375,279.2937591875,Q3_Médio-Alto,Q3_Médio-Alto,5.093695652173913,Alto_INSE,1,122,96,96
61449071,Pública,Capital,Urbana,277.667056171875,288.9910194375,Q3_Médio-Alto,Q4_Alto,5.465811965811966,Alto_INSE,6,148,128,128
61459770,Pública,Interior,Urbana,277.55854863636364,284.55041887878787,Q3_Médio-Alto,Q3_Médio-Alto,5.347741935483871,Alto_INSE,1,39,33,33
61416126,Pública,Interior,Urbana,277.48534416666666,280.35123025,Q3_Médio-Alto,Q3_Médio-Alto,4.870833333333334,Medio_INSE,1,16,12,12
61412153,Pública,Interior,Urbana,277.4768240967742,289.73596551612906,Q3_Médio-Alto,Q4_Alto,4.981,Medio_INSE,1,48,31,31
61439314,Pública,Interior,Urbana,277.45878323809524,293.2643158095238,Q3_Médio-Alto,Q4_Alto,5.241904761904761,Alto_INSE,5,23,21,21
61425493,Pública,Interior,Urbana,277.37515444444443,274.73204103703705,Q3_Médio-Alto,Q3_Médio-Alto,5.1061538461538465,Alto_INSE,5,32,27,27
61432502,Pública,Interior,Urbana,277.3665251911765,277.07109251470587,Q3_Médio-Alto,Q3_Médio-Alto,5.09765625,Alto_INSE,1,92,68,68
61399451,Pública,Interior,Urbana,277.3420120755814,270.62673087209305,Q3_Médio-Alto,Q2_Médio-Baixo,4.903614457831325,Medio_INSE,4,195,172,172
61399386,Pública,Interior,Urbana,277.32917158888887,284.59166552222223,Q3_Médio-Alto,Q3_Médio-Alto,4.9626582278481015,Medio_INSE,1,120,90,90
61449102,Pública,Interior,Urbana,277.3071347583893,281.70837206040267,Q3_Médio-Alto,Q3_Médio-Alto,5.193846153846154,Alto_INSE,1,185,149,149
61442085,Pública,Interior,Urbana,277.3062457777778,269.36902524444446,Q3_Médio-Alto,Q2_Médio-Baixo,5.035777777777778,Medio_INSE,1,63,45,45
61466473,Pública,Interior,Urbana,277.263506,278.1093869152542,Q3_Médio-Alto,Q3_Médio-Alto,5.086101694915254,Alto_INSE,4,73,59,59
61433536,Pública,Interior,Urbana,277.2606322,290.9410627047619,Q3_Médio-Alto,Q4_Alto,5.189411764705882,Alto_INSE,1,130,105,105
61459331,Pública,Interior,Urbana,277.18461486,281.05016938,Q3_Médio-Alto,Q3_Médio-Alto,5.279139784946237,Alto_INSE,1,120,100,100
61433051,Pública,Interior,Urbana,277.1735619541985,2674.3473385877865,Q3_Médio-Alto,Q4_Alto,5.322913385826772,Alto_INSE,1,175,131,131
61432588,NA,NA,NA,277.15452666666664,274.05802746666666,Q3_Médio-Alto,Q3_Médio-Alto,5.067333333333333,Medio_INSE,6,18,15,15
61421298,Pública,Capital,Urbana,277.0958659134615,282.07704232692305,Q3_Médio-Alto,Q3_Médio-Alto,5.368631578947369,Alto_INSE,1,121,104,104
61399686,Pública,Interior,Urbana,277.0376406981132,264.02512803773584,Q3_Médio-Alto,Q2_Médio-Baixo,4.872391304347826,Medio_INSE,1,58,53,53
61442099,Pública,Interior,Urbana,277.0341198,289.7583432,Q3_Médio-Alto,Q4_Alto,4.729,Medio_INSE,1,15,10,10
61425637,Pública,Interior,Urbana,277.0296526615385,282.6641428,Q3_Médio-Alto,Q3_Médio-Alto,4.597666666666667,Baixo_INSE,1,80,65,65
61407998,Pública,Interior,Urbana,277.01942373972605,276.5807305342466,Q3_Médio-Alto,Q3_Médio-Alto,5.012714285714286,Medio_INSE,5,86,73,73
61434027,Pública,Interior,Rural,277.0080245925926,263.8171541481481,Q3_Médio-Alto,Q2_Médio-Baixo,4.764,Medio_INSE,1,32,27,27
61407986,Pública,Interior,Urbana,276.9957591785714,282.4310395,Q3_Médio-Alto,Q3_Médio-Alto,5.372142857142857,Alto_INSE,1,71,56,56
61416117,Pública,Interior,Urbana,276.98438003846155,273.9265216923077,Q3_Médio-Alto,Q3_Médio-Alto,5.003921568627451,Medio_INSE,1,69,52,52
61421797,Pública,Interior,Urbana,276.9607076388889,266.8886285,Q3_Médio-Alto,Q2_Médio-Baixo,4.5121875,Baixo_INSE,4,42,36,36
61449123,Pública,Interior,Urbana,276.927931375,279.38376147499997,Q3_Médio-Alto,Q3_Médio-Alto,5.116944444444444,Alto_INSE,1,60,40,40
61412178,Pública,Interior,Urbana,276.85127995348836,288.97394139534885,Q3_Médio-Alto,Q4_Alto,4.6902380952380955,Baixo_INSE,4,51,43,43
61433470,Pública,Interior,Urbana,276.8171348888889,276.4043378888889,Q3_Médio-Alto,Q3_Médio-Alto,4.700666666666667,Medio_INSE,4,72,63,63
61459185,Pública,Interior,Urbana,276.74166496629215,282.5932063483146,Q3_Médio-Alto,Q3_Médio-Alto,5.201011235955056,Alto_INSE,1,124,89,89
61428117,Pública,Interior,Urbana,276.7375017910448,280.1727189402985,Q3_Médio-Alto,Q3_Médio-Alto,5.053076923076923,Medio_INSE,1,79,67,67
61432980,Pública,Interior,Urbana,276.7162518918919,279.4126841891892,Q3_Médio-Alto,Q3_Médio-Alto,5.297294117647059,Alto_INSE,1,222,185,185
61466175,Pública,Interior,Rural,276.7120416428571,287.62944664285715,Q3_Médio-Alto,Q4_Alto,4.2335714285714285,Baixo_INSE,2,17,14,14
61428623,Pública,Interior,Urbana,276.69588357142857,288.34259869047617,Q3_Médio-Alto,Q4_Alto,5.296904761904762,Alto_INSE,7,49,42,42
61439256,Pública,Interior,Urbana,276.68612075675674,272.7957044054054,Q3_Médio-Alto,Q2_Médio-Baixo,5.113561643835617,Alto_INSE,5,88,74,74
61449545,Pública,Interior,Urbana,276.67647463157897,259.48003815789474,Q3_Médio-Alto,Q2_Médio-Baixo,4.8,Medio_INSE,1,29,19,19
61454672,Pública,Interior,Urbana,276.6521982352941,280.2204997647059,Q3_Médio-Alto,Q3_Médio-Alto,4.495294117647059,Baixo_INSE,1,21,17,17
61428652,Pública,Interior,Urbana,276.64791407142854,280.1206320714286,Q3_Médio-Alto,Q3_Médio-Alto,5.391764705882353,Alto_INSE,5,85,70,70
61465834,Pública,Interior,Urbana,276.6470615833333,284.3993758958333,Q3_Médio-Alto,Q3_Médio-Alto,4.816041666666667,Medio_INSE,4,60,48,48
61459197,Pública,Interior,Urbana,276.6003893235294,275.4506007058824,Q3_Médio-Alto,Q3_Médio-Alto,5.049705882352941,Medio_INSE,1,53,34,34
61437752,Pública,Interior,Rural,276.5238362857143,266.2284612142857,Q3_Médio-Alto,Q2_Médio-Baixo,4.603571428571429,Baixo_INSE,3,18,14,14
61425088,Pública,Interior,Urbana,276.48684145945947,3263.5176085855855,Q3_Médio-Alto,Q4_Alto,5.214423076923077,Alto_INSE,1,136,111,111
61399988,Pública,Interior,Urbana,276.4772592173913,277.82247569565214,Q3_Médio-Alto,Q3_Médio-Alto,4.3113636363636365,Baixo_INSE,2,29,23,23
61424811,Pública,Interior,Urbana,276.46699254,286.4822239,Q3_Médio-Alto,Q3_Médio-Alto,5.278181818181818,Alto_INSE,1,66,50,50
61442430,Pública,Interior,Urbana,276.44987325609753,281.53081730487804,Q3_Médio-Alto,Q3_Médio-Alto,5.177307692307692,Alto_INSE,4,99,82,82
61459495,Pública,Interior,Urbana,276.44200117142856,294.8034391714286,Q3_Médio-Alto,Q4_Alto,5.064857142857143,Medio_INSE,4,37,35,35
61399559,Pública,Interior,Urbana,276.43874666666665,294.1968051153846,Q3_Médio-Alto,Q4_Alto,5.305068493150685,Alto_INSE,1,193,156,156
61459266,Pública,Interior,Urbana,276.436630203125,282.223840515625,Q3_Médio-Alto,Q3_Médio-Alto,5.023333333333333,Medio_INSE,1,80,64,64
61399936,Pública,Interior,Urbana,276.42885142391304,281.07240742391303,Q3_Médio-Alto,Q3_Médio-Alto,5.26978021978022,Alto_INSE,5,110,92,92
61448044,Pública,Interior,Urbana,276.4143328857143,277.8747936142857,Q3_Médio-Alto,Q3_Médio-Alto,5.32536231884058,Alto_INSE,5,84,70,70
61399652,Pública,Interior,Urbana,276.3908680705882,277.8413473647059,Q3_Médio-Alto,Q3_Médio-Alto,5.136,Alto_INSE,5,107,85,85
61442084,Pública,Interior,Urbana,276.38144676595743,283.34937641489364,Q3_Médio-Alto,Q3_Médio-Alto,5.257471264367816,Alto_INSE,1,120,94,94
61448138,Pública,Interior,Urbana,276.3565146212121,272.6328046666667,Q3_Médio-Alto,Q2_Médio-Baixo,4.448095238095238,Baixo_INSE,3,71,66,66
61449672,Pública,Interior,Urbana,276.35520583333334,292.5699144166667,Q3_Médio-Alto,Q4_Alto,5.292272727272727,Alto_INSE,4,27,24,24
61399591,Pública,Interior,Urbana,276.3389737708333,268.57369489583334,Q3_Médio-Alto,Q2_Médio-Baixo,4.855869565217391,Medio_INSE,1,59,48,48
61442439,Pública,Interior,Urbana,276.32298686363634,296.014690125,Q3_Médio-Alto,Q4_Alto,4.976493506493506,Medio_INSE,1,112,88,88
61406234,Pública,Interior,Urbana,276.15797565957445,289.42599089361704,Q3_Médio-Alto,Q4_Alto,5.2515217391304345,Alto_INSE,1,72,47,47
61399485,Pública,Interior,Urbana,276.1498594285714,274.30216676190474,Q3_Médio-Alto,Q3_Médio-Alto,4.560952380952381,Baixo_INSE,1,24,21,21
61425575,Pública,Interior,Urbana,276.1173165797101,280.5715434927536,Q3_Médio-Alto,Q3_Médio-Alto,5.3905970149253735,Alto_INSE,5,86,69,69
61466532,Pública,Interior,Urbana,276.0875081176471,268.93180482352943,Q3_Médio-Alto,Q2_Médio-Baixo,3.8425,Baixo_INSE,1,22,17,17
61448621,Pública,Interior,Urbana,276.0756729122807,278.4378122280702,Q3_Médio-Alto,Q3_Médio-Alto,5.43504424778761,Alto_INSE,5,125,114,114
61425015,Pública,Interior,Urbana,276.0671504057971,286.9655186956522,Q3_Médio-Alto,Q3_Médio-Alto,5.095942028985507,Alto_INSE,4,89,69,69
61425497,Pública,Interior,Urbana,276.06152956521737,287.6127794347826,Q3_Médio-Alto,Q4_Alto,4.427142857142857,Baixo_INSE,1,54,46,46
61459258,Pública,Interior,Urbana,276.04934907843136,274.97103119607846,Q3_Médio-Alto,Q3_Médio-Alto,4.593125,Baixo_INSE,4,56,51,51
61455951,Pública,Interior,Rural,275.9976085384615,28765.495000692306,Q3_Médio-Alto,Q4_Alto,4.252307692307692,Baixo_INSE,3,13,13,13
61442529,Pública,Interior,Urbana,275.99450813675213,266.0752736324786,Q3_Médio-Alto,Q2_Médio-Baixo,5.164144144144144,Alto_INSE,1,143,117,117
61425387,Pública,Interior,Urbana,275.9877392763158,280.2506488355263,Q3_Médio-Alto,Q3_Médio-Alto,5.502397260273972,Alto_INSE,6,165,152,152
61432482,Pública,Interior,Urbana,275.967188754717,286.5895784339623,Q3_Médio-Alto,Q3_Médio-Alto,5.123125,Alto_INSE,1,79,53,53
61433421,Pública,Interior,Urbana,275.9408564666667,285.7780828,Q3_Médio-Alto,Q3_Médio-Alto,4.912333333333334,Medio_INSE,4,35,30,30
61442170,Pública,Interior,Urbana,275.91261422580646,269.1511587096774,Q3_Médio-Alto,Q2_Médio-Baixo,4.292962962962963,Baixo_INSE,2,35,31,31
61433436,Pública,Interior,Urbana,275.87042253125003,9194.7777274375,Q3_Médio-Alto,Q4_Alto,4.899259259259259,Medio_INSE,1,35,32,32
61416626,Pública,Interior,Urbana,275.85928805,271.3769191,Q3_Médio-Alto,Q2_Médio-Baixo,3.9483333333333333,Baixo_INSE,2,25,20,20
61442365,Pública,Interior,Urbana,275.8165540909091,272.3634393863636,Q3_Médio-Alto,Q2_Médio-Baixo,4.68953488372093,Baixo_INSE,1,57,44,44
61449587,Pública,Interior,Urbana,275.8118888527607,274.255737601227,Q3_Médio-Alto,Q3_Médio-Alto,5.209483870967742,Alto_INSE,1,220,163,163
61416739,Pública,Interior,Urbana,275.80954165384617,295.99416496153844,Q3_Médio-Alto,Q4_Alto,5.184,Alto_INSE,1,34,26,26
61416200,Pública,Interior,Urbana,275.7729606111111,288.8595610952381,Q3_Médio-Alto,Q4_Alto,5.14188524590164,Alto_INSE,5,143,126,126
61455943,Pública,Interior,Urbana,275.74699292857144,266.20982007142857,Q3_Médio-Alto,Q2_Médio-Baixo,4.246153846153846,Baixo_INSE,1,18,14,14
61405129,Pública,Capital,Urbana,275.7443779551282,286.32252303846155,Q3_Médio-Alto,Q3_Médio-Alto,5.306858974358974,Alto_INSE,1,192,156,156
61416594,Pública,Interior,Urbana,275.72968115315314,3196.7632311801804,Q3_Médio-Alto,Q4_Alto,5.230754716981132,Alto_INSE,1,147,111,111
61466446,Pública,Interior,Urbana,275.71942760294115,280.02911189705884,Q3_Médio-Alto,Q3_Médio-Alto,5.038676470588236,Medio_INSE,4,81,68,68
61450184,Pública,Interior,Urbana,275.7170650864197,278.14458638271606,Q3_Médio-Alto,Q3_Médio-Alto,5.085657894736842,Medio_INSE,5,85,81,81
61459213,Pública,Interior,Urbana,275.699385448,279.362919248,Q3_Médio-Alto,Q3_Médio-Alto,5.136774193548387,Alto_INSE,5,152,125,125
61449633,Pública,Interior,Urbana,275.68668652173915,270.661365,Q3_Médio-Alto,Q2_Médio-Baixo,4.886511627906977,Medio_INSE,1,57,46,46
61431483,Pública,Interior,Urbana,275.6850657037037,300.83196855555553,Q3_Médio-Alto,Q4_Alto,5.148823529411764,Alto_INSE,5,59,54,54
61405684,Pública,Interior,Urbana,275.6602359166667,279.4476530833333,Q3_Médio-Alto,Q3_Médio-Alto,5.179166666666666,Alto_INSE,1,20,12,12
61465837,Pública,Interior,Urbana,275.64718211111114,274.86054777777775,Q3_Médio-Alto,Q3_Médio-Alto,5.053333333333334,Medio_INSE,4,41,36,36
61459181,Pública,Interior,Urbana,275.6146944197531,268.9300977654321,Q3_Médio-Alto,Q2_Médio-Baixo,5.204487179487179,Alto_INSE,5,96,81,81
61458814,Pública,Interior,Urbana,275.59100438,271.67079756,Q3_Médio-Alto,Q2_Médio-Baixo,4.712391304347826,Medio_INSE,1,61,50,50
61458791,Pública,Interior,Urbana,275.58222197916666,275.62524470833335,Q3_Médio-Alto,Q3_Médio-Alto,4.687111111111111,Baixo_INSE,4,55,48,48
61466118,Pública,Capital,Urbana,275.5633208846154,264.5383044230769,Q3_Médio-Alto,Q2_Médio-Baixo,4.895384615384615,Medio_INSE,1,37,26,26
61459466,Pública,Interior,Urbana,275.54979285714285,286.01536457142856,Q3_Médio-Alto,Q3_Médio-Alto,4.7942857142857145,Medio_INSE,4,18,14,14
61431555,Pública,Interior,Urbana,275.54553855263157,2694.891319921053,Q3_Médio-Alto,Q4_Alto,4.953577981651376,Medio_INSE,5,137,114,114
61442619,Pública,Capital,Urbana,275.52985205405406,289.9404060810811,Q3_Médio-Alto,Q4_Alto,5.1322222222222225,Alto_INSE,5,42,37,37
61412190,Pública,Interior,Urbana,275.48133516883115,266.9539761168831,Q3_Médio-Alto,Q2_Médio-Baixo,4.863888888888889,Medio_INSE,4,90,77,77
61433379,Pública,Interior,Urbana,275.46850655737705,290.2594881803279,Q3_Médio-Alto,Q4_Alto,5.071052631578947,Medio_INSE,4,139,122,122
61449119,Pública,Interior,Urbana,275.4440954102564,287.58105815384613,Q3_Médio-Alto,Q4_Alto,4.732368421052632,Medio_INSE,4,43,39,39
61416150,Pública,Interior,Urbana,275.4402132380952,289.85321023809524,Q3_Médio-Alto,Q4_Alto,4.758461538461538,Medio_INSE,1,24,21,21
61405626,Pública,Interior,Urbana,275.4116281641791,284.6084344179105,Q3_Médio-Alto,Q3_Médio-Alto,5.186229508196721,Alto_INSE,1,82,67,67
61466579,Pública,Interior,Urbana,275.40636339655174,6314.289294534483,Q3_Médio-Alto,Q4_Alto,4.889649122807017,Medio_INSE,5,66,58,58
61428132,Pública,Interior,Urbana,275.3756601818182,272.75595845454546,Q3_Médio-Alto,Q2_Médio-Baixo,3.3436363636363637,Baixo_INSE,1,14,11,11
61432971,Pública,Interior,Urbana,275.3653720357143,284.326031875,Q3_Médio-Alto,Q3_Médio-Alto,5.185818181818182,Alto_INSE,5,66,56,56
