"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21d_num","TX_RESP_Q22d_num","TX_RESP_Q23c_num","TX_RESP_Q23f_num"
1.11370560645395,0.774278101813146,-1.02143951548201,-0.765244151832865,1.3958169954352,0.317905378669871
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.876047314553332,NA,NA,1.17337436614373,1.3958169954352,1.58952689334935
NA,NA,NA,NA,NA,NA
0.818176075632839,0.774278101813146,0.408575806192804,0.204065107155431,0.126892454130473,0.317905378669871
-1.00735641773157,-0.860309002014606,-1.02143951548201,-0.765244151832865,-2.41095662847899,-0.953716136009613
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-1.33875002856608,0.774278101813146,NA,1.17337436614373,0.126892454130473,0.317905378669871
-1.05467290080916,-0.860309002014606,-1.02143951548201,0.204065107155431,0.126892454130473,-0.953716136009613
-1.38068228537358,0.774278101813146,NA,1.17337436614373,0.126892454130473,0.317905378669871
NA,NA,NA,NA,NA,NA
-0.168834126909396,0.774278101813146,1.12358346703021,NA,0.126892454130473,0.317905378669871
1.57495689415577,0.774278101813146,1.12358346703021,-0.765244151832865,1.3958169954352,1.58952689334935
-1.01789868190949,0.774278101813146,NA,0.204065107155431,0.126892454130473,0.317905378669871
-0.284628292200874,0.774278101813146,-1.02143951548201,0.204065107155431,0.126892454130473,0.317905378669871
-0.289424772887195,-0.860309002014606,-1.02143951548201,-0.765244151832865,-1.14203208717426,-0.953716136009613
1.25246161889499,0.774278101813146,1.12358346703021,-0.765244151832865,0.126892454130473,1.58952689334935
-0.301372317508562,-0.860309002014606,1.12358346703021,1.17337436614373,-2.41095662847899,-2.2253376506891
NA,NA,NA,NA,NA,NA
0.0468633080974289,-2.49489610584236,NA,1.17337436614373,0.126892454130473,0.317905378669871
NA,NA,NA,NA,NA,NA
-1.37852358545296,-0.860309002014606,0.408575806192804,-1.73455341082116,0.126892454130473,-0.953716136009613
0.261046797922106,-0.860309002014606,-1.02143951548201,0.204065107155431,0.126892454130473,0.317905378669871
1.07045713604895,0.774278101813146,NA,-0.765244151832865,0.126892454130473,0.317905378669871
NA,NA,NA,NA,NA,NA
-0.196122232785067,-0.860309002014606,-0.306431854644603,1.17337436614373,0.126892454130473,-0.953716136009613
1.40455089037457,0.774278101813146,1.12358346703021,-1.73455341082116,0.126892454130473,-0.953716136009613
NA,NA,NA,NA,NA,NA
