"PROFICIENCIA_LP_SAEB","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23a_num","TX_RESP_Q23g_num"
0.480169131823918,0.707106781186547,0.343592135468138,0,1.10978156421654,-1.02225143245735,-2.34444632513277,-0.454446629573193,0.324893144826966
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.00203402630906253,NA,NA,NA,NA,0.120264874406747,0.260494036125864,1.36333988871958,0.324893144826966
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.016877869466902,-0.707106781186547,0.343592135468138,-0.912870929175277,0.0693613477635341,0.120264874406747,0.260494036125864,-0.454446629573193,0.324893144826966
0.219998729921581,0.707106781186547,0.343592135468138,1.82574185835055,1.10978156421654,-1.02225143245735,0.260494036125864,-0.454446629573193,-2.92403830344269
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.598611669210917,0.707106781186547,NA,NA,NA,1.26278118127085,0.260494036125864,-0.454446629573193,0.324893144826966
-1.09831437958094,-2.12132034355964,0.343592135468138,-0.912870929175277,-0.971058868689474,0.120264874406747,-1.04197614450346,-0.454446629573193,0.324893144826966
-0.184081286126081,NA,0.343592135468138,0.912870929175277,NA,1.26278118127085,1.56296421675518,-0.454446629573193,0.324893144826966
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0698195576934447,-0.707106781186547,0.343592135468138,-0.912870929175277,0.0693613477635341,0.120264874406747,0.260494036125864,-0.454446629573193,0.324893144826966
-0.896370550328212,0.707106781186547,0.343592135468138,0,-2.01147908514248,1.26278118127085,0.260494036125864,1.36333988871958,1.94935886896179
-0.750338502212584,0.707106781186547,0.343592135468138,NA,NA,1.26278118127085,0.260494036125864,-0.454446629573193,0.324893144826966
-0.697689961198017,-0.707106781186547,0.343592135468138,-0.912870929175277,-0.971058868689474,-1.02225143245735,0.260494036125864,1.36333988871958,0.324893144826966
0.417098081786492,0.707106781186547,0.343592135468138,-0.912870929175277,0.0693613477635341,-1.02225143245735,-1.04197614450346,-0.454446629573193,0.324893144826966
1.01438674211501,0.707106781186547,0.343592135468138,-0.912870929175277,0.0693613477635341,-1.02225143245735,0.260494036125864,-0.454446629573193,0.324893144826966
1.64041594035038,0.707106781186547,0.343592135468138,0.912870929175277,1.10978156421654,-1.02225143245735,-1.04197614450346,-2.27223314786596,-1.29957257930786
NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.37943063735435,-2.12132034355964,-2.74873708374511,NA,NA,1.26278118127085,1.56296421675518,-0.454446629573193,0.324893144826966
NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.54780803937382,-0.707106781186547,-2.74873708374511,0,1.10978156421654,NA,0.260494036125864,1.36333988871958,0.324893144826966
1.59484574275118,-0.707106781186547,0.343592135468138,1.82574185835055,1.10978156421654,-1.02225143245735,-1.04197614450346,-0.454446629573193,-1.29957257930786
2.0558098978011,0.707106781186547,0.343592135468138,0.912870929175277,-0.971058868689474,-1.02225143245735,-1.04197614450346,1.36333988871958,-1.29957257930786
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.468373261219929,0.707106781186547,0.343592135468138,0,-0.971058868689474,0.120264874406747,1.56296421675518,1.36333988871958,0.324893144826966
0.287025473524594,0.707106781186547,0.343592135468138,-0.912870929175277,0.0693613477635341,1.26278118127085,0.260494036125864,-0.454446629573193,0.324893144826966
NA,NA,NA,NA,NA,NA,NA,NA,NA
