"PROFICIENCIA_MT_SAEB","TX_RESP_Q21d_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num"
0.800312436258641,1.23772885423874,-0.867303940350345,1.6583123951777
0.00228951831600043,1.23772885423874,1.3491394627672,1.6583123951777
0.363789741626557,-0.970111804673611,1.3491394627672,1.6583123951777
-1.17530962247238,-0.234164918369492,-0.867303940350345,0
0.827475809854869,-0.234164918369492,-0.867303940350345,0
0.316806625175566,0.501781967934626,0.240917761208429,0
0.459206565345658,-0.970111804673611,-0.867303940350345,0
-1.51768001735438,1.23772885423874,0.240917761208429,-1.6583123951777
-1.77515187438109,-0.970111804673611,1.3491394627672,-1.6583123951777
0.400891783411411,-0.970111804673611,0.240917761208429,0
-1.81520623966977,1.23772885423874,1.3491394627672,-1.6583123951777
0.843766940465668,1.23772885423874,-0.867303940350345,0
0.119890542029848,-0.970111804673611,-0.867303940350345,-1.6583123951777
0.0317350389233917,1.23772885423874,0.240917761208429,0
0.604002278212975,-0.970111804673611,0.240917761208429,0
1.24135824038904,-0.970111804673611,-1.97552564190912,0
-0.454248825526126,0.501781967934626,0.240917761208429,0
1.43277645471563,-0.970111804673611,-0.867303940350345,0
-0.70581444472667,1.23772885423874,1.3491394627672,0
1.70145975258863,-0.970111804673611,1.3491394627672,0
-1.06378278577741,NA,0.240917761208429,1.6583123951777
0.0798905002478036,-0.970111804673611,-0.867303940350345,0
-0.71845841765386,0.501781967934626,-0.867303940350345,0
NA,NA,NA,NA
NA,NA,NA,NA
