"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23b_num"
-1.79683636405584,0.720749970156447,0.539359889970594,0.858116330321033,1.44913767461894,1.49078803979366,1.11900576988838,0.850265146687862,0,0.316227766016838,0.316227766016838
-1.71407713929757,0.720749970156447,0.539359889970594,NA,NA,NA,NA,NA,NA,NA,NA
0.634467015805676,-1.26131244777378,0.539359889970594,-0.572077553547355,-0.621059003408119,0.135526185435788,-0.979130048652329,0.850265146687862,-1.06066017177982,0.316227766016838,0.316227766016838
0.441097582522464,-1.26131244777378,0.539359889970594,0.858116330321033,-0.621059003408119,-1.21973566892209,-0.979130048652329,0.850265146687862,-2.12132034355964,0.316227766016838,1.89736659610103
0.804673997226069,-1.26131244777378,-0.943879807448539,-0.572077553547355,-0.621059003408119,-1.21973566892209,1.11900576988838,0.850265146687862,1.06066017177982,-2.84604989415154,0.316227766016838
0.591776825410833,0.720749970156447,0.539359889970594,0.858116330321033,-0.621059003408119,0.135526185435788,-0.979130048652329,-0.364399348580512,0,0.316227766016838,0.316227766016838
0.701772846854605,0.720749970156447,-0.943879807448539,-0.572077553547355,-0.621059003408119,1.49078803979366,1.11900576988838,-0.364399348580512,0,0.316227766016838,-1.26491106406735
-0.742710982672292,0.720749970156447,0.539359889970594,0.858116330321033,1.44913767461894,0.135526185435788,-0.279751442472094,0.850265146687862,0,0.316227766016838,0.316227766016838
0.860191351357554,-1.26131244777378,0.539359889970594,-0.572077553547355,-0.621059003408119,-1.21973566892209,1.11900576988838,-1.57906384384889,1.06066017177982,0.316227766016838,-1.26491106406735
-0.354045699726318,0.720749970156447,0.539359889970594,0.858116330321033,-0.621059003408119,0.135526185435788,-0.979130048652329,-1.57906384384889,1.06066017177982,0.316227766016838,0.316227766016838
0.573690566574819,0.720749970156447,-2.42711950486767,-2.00227143741574,1.44913767461894,0.135526185435788,-0.279751442472094,-0.364399348580512,0,0.316227766016838,-1.26491106406735
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
