"PROFICIENCIA_MT_SAEB","TX_RESP_Q10f_num","TX_RESP_Q23h_num","TX_RESP_Q19_num"
-1.37041513185947,-0.156886012173656,-0.0881917103688194,3.66789496216201
-0.349858749039286,-1.56886012173656,1.49925907626993,1.60470404594588
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-0.68068776828306,-0.156886012173656,-0.0881917103688194,-0.458486870270252
0.574544629550434,-0.156886012173656,-0.0881917103688194,-0.458486870270252
1.07468797494974,-0.156886012173656,-0.0881917103688194,-0.458486870270252
-1.31915122695806,-0.156886012173656,-0.0881917103688194,1.60470404594588
NA,NA,NA,NA
-1.96744938755271,-1.56886012173656,-0.0881917103688194,-0.458486870270252
NA,NA,NA,NA
0.11442980624404,-0.156886012173656,-0.0881917103688194,-0.458486870270252
0.628164313905255,-1.56886012173656,-0.0881917103688194,-0.458486870270252
-1.20272713421462,-0.156886012173656,-0.0881917103688194,-0.458486870270252
NA,NA,NA,NA
NA,NA,NA,NA
1.29500648399433,NA,1.49925907626993,NA
0.102364196594191,-0.156886012173656,-0.0881917103688194,-0.458486870270252
1.96423992980949,1.25508809738925,-0.0881917103688194,-0.458486870270252
0.358536073872589,1.25508809738925,1.49925907626993,-0.458486870270252
0.208878380007611,-1.56886012173656,-0.0881917103688194,1.60470404594588
0.0120297373195263,-0.156886012173656,-0.0881917103688194,-0.458486870270252
0.424161750389233,1.25508809738925,-0.0881917103688194,-0.458486870270252
0.265844413262344,-0.156886012173656,-0.0881917103688194,-0.458486870270252
0.353424305917097,-0.156886012173656,-0.0881917103688194,-0.458486870270252
0.00571168008010611,1.25508809738925,-0.0881917103688194,-0.458486870270252
1.14773011268027,1.25508809738925,-0.0881917103688194,-0.458486870270252
-1.93595705888065,-1.56886012173656,-3.26309328364633,-0.458486870270252
-0.223103260466149,1.25508809738925,-0.0881917103688194,-0.458486870270252
1.15718590839301,-0.156886012173656,1.49925907626993,-0.458486870270252
1.76486236812334,1.25508809738925,1.49925907626993,-0.458486870270252
NA,NA,NA,NA
NA,NA,NA,NA
-0.777309054170964,-0.156886012173656,-1.67564249700757,1.60470404594588
-1.36496132507041,-0.156886012173656,-1.67564249700757,1.60470404594588
-1.96223402532501,-0.156886012173656,NA,1.60470404594588
-0.931668404549099,-0.156886012173656,-0.0881917103688194,-0.458486870270252
0.507353638502546,1.25508809738925,-0.0881917103688194,-0.458486870270252
0.275085911019833,1.25508809738925,1.49925907626993,-0.458486870270252
0.619656532736995,-0.156886012173656,-0.0881917103688194,-0.458486870270252
0.0184513888311561,1.25508809738925,-1.67564249700757,-0.458486870270252
-0.308047796086287,-1.56886012173656,-0.0881917103688194,-0.458486870270252
0.218693200967673,1.25508809738925,1.49925907626993,-0.458486870270252
0.530025955916793,-0.156886012173656,-0.0881917103688194,-0.458486870270252
0.772501629388153,-1.56886012173656,-0.0881917103688194,-0.458486870270252
