"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num"
-0.414268208914039,-0.378534125891649,-0.327019630372789,0.274162060039013
-0.918910167856626,-0.378534125891649,-0.327019630372789,-0.913873533463375
-0.701366953522564,-0.378534125891649,1.09006543457596,-2.10190912696576
0.510644243382802,1.09774896508578,1.09006543457596,1.4621976535414
-0.165398897736661,-0.378534125891649,-0.327019630372789,0.274162060039013
0.93603892005642,-0.378534125891649,1.09006543457596,1.4621976535414
-1.49033232317273,1.09774896508578,1.09006543457596,1.4621976535414
-3.07063084925448,-1.85481721686908,-1.74410469532154,0.274162060039013
2.05391327310326,1.09774896508578,1.09006543457596,0.274162060039013
1.37992851718342,-1.85481721686908,1.09006543457596,-0.913873533463375
-0.213103108240095,-0.378534125891649,-3.1611897602703,-2.10190912696576
0.527888304779375,1.09774896508578,-0.327019630372789,-0.913873533463375
-0.487570631725547,1.09774896508578,-0.327019630372789,-0.913873533463375
0.565440376474174,-0.378534125891649,-0.327019630372789,-0.913873533463375
0.107968717679538,-1.85481721686908,1.09006543457596,1.4621976535414
NA,NA,NA,NA
NA,NA,NA,NA
0.336196097714852,1.09774896508578,-0.327019630372789,-0.913873533463375
0.627228505887219,1.09774896508578,-0.327019630372789,0.274162060039013
-0.232435690242154,-0.378534125891649,-0.327019630372789,0.274162060039013
-0.586048617777889,-0.378534125891649,-0.327019630372789,0.274162060039013
-0.937306977017051,-1.85481721686908,-0.327019630372789,0.274162060039013
0.959614601448895,1.09774896508578,-0.327019630372789,0.274162060039013
-0.123524484231936,1.09774896508578,1.09006543457596,0.274162060039013
-0.455378552900997,-0.378534125891649,1.09006543457596,0.274162060039013
1.9875028518576,1.09774896508578,1.09006543457596,1.4621976535414
0.315116449802613,-0.378534125891649,-0.327019630372789,0.274162060039013
-1.33058881728563,-0.378534125891649,1.09006543457596,-0.913873533463375
-0.129818366480949,1.09774896508578,-0.327019630372789,-0.913873533463375
-0.336147271684011,1.09774896508578,-1.74410469532154,-2.10190912696576
-0.289243019227144,-0.378534125891649,-0.327019630372789,0.274162060039013
0.583120271178053,-0.378534125891649,1.09006543457596,0.274162060039013
1.85032004634661,1.09774896508578,1.09006543457596,1.4621976535414
-0.596444099988876,-0.378534125891649,-1.74410469532154,-0.913873533463375
0.647102566341004,1.09774896508578,-0.327019630372789,0.274162060039013
-0.682688994723341,-0.378534125891649,-0.327019630372789,0.274162060039013
-0.424409012700697,-0.378534125891649,-0.327019630372789,-0.913873533463375
1.00569441084193,-0.378534125891649,1.09006543457596,1.4621976535414
-1.08279489491546,-1.85481721686908,-0.327019630372789,0.274162060039013
-0.247749715872261,1.09774896508578,-0.327019630372789,0.274162060039013
NA,NA,NA,NA
NA,NA,NA,NA
0.522441501393373,-0.378534125891649,-0.327019630372789,0.274162060039013
