"PROFICIENCIA_LP_SAEB","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22f_num","TX_RESP_Q23i_num"
2.44023069748288,NA,NA,NA,NA,NA
-1.02899059164131,-1.77006262810555,1.30357228388022,-0.0489174505241358,0.584081660324569,0.30182330673527
-0.0286948557011169,-0.941522674524227,1.30357228388022,-1.07618391153099,0.584081660324569,0.30182330673527
1.10233240768008,-1.77006262810555,1.30357228388022,-0.0489174505241358,0.584081660324569,0.30182330673527
-0.668569403372304,NA,NA,NA,NA,NA
-0.378147775376884,NA,NA,NA,NA,NA
1.94489677083888,NA,NA,NA,NA,NA
-0.20296658471639,0.715557232638412,-1.08631023656685,-0.0489174505241358,0.584081660324569,0.30182330673527
NA,NA,NA,NA,NA,NA
-1.0972014969228,-0.112982720942907,-1.08631023656685,0.978349010482719,-0.438061245243427,0.30182330673527
-0.549748752180128,-0.112982720942907,-0.289682729751161,0.978349010482719,0.584081660324569,-3.16914472072033
1.06743282424394,0.715557232638412,1.30357228388022,-0.0489174505241358,0.584081660324569,0.30182330673527
-0.752796005662749,NA,NA,NA,NA,NA
-1.59612568325513,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
1.54317806046282,0.715557232638412,0.506944777064531,NA,NA,NA
-0.486112545711059,NA,NA,NA,NA,0.30182330673527
-1.01678856941821,-0.941522674524227,-0.289682729751161,0.978349010482719,-2.48234705637942,0.30182330673527
-0.311754354529826,-1.77006262810555,-1.08631023656685,-0.0489174505241358,-0.438061245243427,0.30182330673527
0.544172272020108,0.715557232638412,-0.289682729751161,-1.07618391153099,0.584081660324569,0.30182330673527
-0.0748913686052307,0.715557232638412,-1.08631023656685,0.978349010482719,0.584081660324569,0.30182330673527
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-1.13724797296679,-0.112982720942907,-0.289682729751161,-0.0489174505241358,-2.48234705637942,0.30182330673527
0.85826726721657,0.715557232638412,NA,-2.10345037253785,0.584081660324569,0.30182330673527
-1.47103538702651,0.715557232638412,-0.289682729751161,-0.0489174505241358,-0.438061245243427,-3.16914472072033
-0.0461071848407784,-1.77006262810555,1.30357228388022,0.978349010482719,0.584081660324569,0.30182330673527
1.12068446676331,0.715557232638412,1.30357228388022,-2.10345037253785,-1.46020415081142,0.30182330673527
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.0726890555894775,0.715557232638412,-0.289682729751161,-1.07618391153099,0.584081660324569,0.30182330673527
0.510800465900127,0.715557232638412,-1.08631023656685,NA,NA,0.30182330673527
-0.317509464655499,0.715557232638412,-1.08631023656685,-0.0489174505241358,-0.438061245243427,0.30182330673527
0.399033531628214,0.715557232638412,1.30357228388022,0.978349010482719,0.584081660324569,0.30182330673527
-0.889008789688347,NA,-1.08631023656685,0.978349010482719,0.584081660324569,0.30182330673527
NA,NA,NA,NA,NA,NA
0.845691927260255,0.715557232638412,-0.289682729751161,0.978349010482719,0.584081660324569,0.30182330673527
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.250334849636654,NA,NA,NA,NA,NA
