"PROFICIENCIA_LP_SAEB","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num"
0.941055273886398,1.49942654551097,-0.786687630247763,-0.985541931512656,-0.03541182169568
NA,NA,NA,NA,NA
1.80156424590323,1.49942654551097,-0.786687630247763,0.361365374887973,1.4164728678272
0.468269580661279,-0.143780627651736,0.746344674850442,-0.985541931512656,-0.03541182169568
NA,NA,NA,NA,NA
-1.04132677443789,-0.965384214233088,1.51286082739955,0.361365374887973,-0.03541182169568
-0.172813044468236,1.49942654551097,-0.786687630247763,-0.985541931512656,-0.03541182169568
1.60181681734603,1.49942654551097,-0.786687630247763,-0.985541931512656,-0.03541182169568
0.648047008780996,-0.143780627651736,1.51286082739955,0.361365374887973,-0.03541182169568
NA,NA,NA,NA,NA
-0.401887447589695,-0.965384214233088,-0.786687630247763,1.7082726812886,-0.03541182169568
-0.764066400804458,-0.143780627651736,1.51286082739955,0.361365374887973,-1.48729651121856
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.19427673113726,-0.143780627651736,1.51286082739955,1.7082726812886,-0.03541182169568
0.422813018822103,1.49942654551097,-0.786687630247763,0.361365374887973,-0.03541182169568
0.26841684040661,1.49942654551097,1.51286082739955,-0.985541931512656,-0.03541182169568
-0.569656628721305,-0.143780627651736,-0.786687630247763,0.361365374887973,-0.03541182169568
0.730992725932317,-0.965384214233088,-0.786687630247763,0.361365374887973,-1.48729651121856
0.380304465029293,-0.143780627651736,-0.786687630247763,0.361365374887973,-0.03541182169568
-0.0417934933088826,-0.965384214233088,0.746344674850442,1.7082726812886,1.4164728678272
-0.395550923129805,-0.965384214233088,-0.786687630247763,0.361365374887973,-0.03541182169568
-0.389213268054383,-0.965384214233088,1.51286082739955,1.7082726812886,1.4164728678272
1.26049009414518,1.49942654551097,-0.786687630247763,-2.33244923791329,-1.48729651121856
1.20958606222901,-0.143780627651736,-0.0201714776986605,0.361365374887973,1.4164728678272
0.794941306474798,-0.143780627651736,0.746344674850442,0.361365374887973,-0.03541182169568
-1.428777102084,-0.965384214233088,NA,0.361365374887973,-0.03541182169568
-1.51486786273361,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.0647213846450238,-0.965384214233088,-0.786687630247763,0.361365374887973,-0.03541182169568
NA,NA,NA,NA,NA
-1.07441830814096,NA,NA,-2.33244923791329,-1.48729651121856
-1.21346525012038,-0.965384214233088,0.746344674850442,0.361365374887973,-1.48729651121856
0.521311832667892,0.677822958929615,-0.786687630247763,-0.985541931512656,-1.48729651121856
0.487544190877843,-0.143780627651736,1.51286082739955,0.361365374887973,-0.03541182169568
0.804111441246059,-0.965384214233088,-0.786687630247763,-0.985541931512656,-0.03541182169568
0.909830160300344,0.677822958929615,1.51286082739955,0.361365374887973,1.4164728678272
0.26536465127831,-0.965384214233088,-0.786687630247763,0.361365374887973,-0.03541182169568
1.07793568927382,1.49942654551097,-0.786687630247763,0.361365374887973,1.4164728678272
-0.948466854156647,-0.965384214233088,-0.786687630247763,0.361365374887973,-0.03541182169568
NA,NA,NA,NA,NA
1.13908463964077,-0.965384214233088,-0.786687630247763,-0.985541931512656,-0.03541182169568
NA,NA,NA,NA,NA
0.338333858105685,-0.965384214233088,-0.786687630247763,0.361365374887973,1.4164728678272
-1.82373613525827,0.677822958929615,NA,0.361365374887973,-0.03541182169568
-1.80878442324256,1.49942654551097,0.746344674850442,-0.985541931512656,-1.48729651121856
0.597128258306292,1.49942654551097,-0.786687630247763,-0.985541931512656,1.4164728678272
-1.61444032964339,-0.965384214233088,1.51286082739955,1.7082726812886,1.4164728678272
1.0833809186764,-0.965384214233088,-0.786687630247763,-0.985541931512656,1.4164728678272
-0.0415307588163426,-0.143780627651736,-0.0201714776986605,-0.985541931512656,-1.48729651121856
-1.37797272878764,-0.143780627651736,-0.786687630247763,0.361365374887973,-1.48729651121856
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
