"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q23e_num"
-0.63317709453176,0.0759879329486378,0.380818139129192
0.288791571518044,1.13981899422957,0.380818139129192
-1.00789691422537,NA,0.380818139129192
0.897936167481887,-0.987843128332291,1.59943618434261
-1.03762781020082,NA,0.380818139129192
-0.20853899425898,-0.987843128332291,-0.837799906084222
-1.40515322885346,-0.987843128332291,-0.837799906084222
NA,NA,NA
0.998159878745082,-0.987843128332291,0.380818139129192
2.16625115242761,0.0759879329486378,0.380818139129192
-1.16769560122025,-0.987843128332291,-0.837799906084222
-0.285600195714261,0.0759879329486378,0.380818139129192
1.0440105513741,1.13981899422957,0.380818139129192
-0.500850772613877,-0.987843128332291,-0.837799906084222
0.891004390081153,2.2036500555105,0.380818139129192
-0.73969520538362,NA,-2.05641795129764
1.39677919912845,0.0759879329486378,0.380818139129192
-0.199019262013706,-0.987843128332291,-2.05641795129764
0.27109704550783,NA,0.380818139129192
0.158006031669693,0.0759879329486378,-2.05641795129764
NA,NA,NA
NA,NA,NA
-1.67075000933451,-0.987843128332291,-0.837799906084222
0.304253634547823,0.0759879329486378,1.59943618434261
NA,NA,NA
0.886720582475293,0.0759879329486378,0.380818139129192
2.11220077263881,2.2036500555105,-2.05641795129764
-0.789174220276681,1.13981899422957,NA
-0.84860429322244,0.0759879329486378,0.380818139129192
-1.22337280543735,-0.987843128332291,0.380818139129192
0.287736479119149,NA,0.380818139129192
0.546288278163887,1.13981899422957,1.59943618434261
-1.06543073349229,-0.987843128332291,0.380818139129192
-0.073604341175249,0.0759879329486378,0.380818139129192
-0.311401601169985,0.0759879329486378,0.380818139129192
1.37632578807934,-0.987843128332291,0.380818139129192
-0.457968439833548,1.13981899422957,0.380818139129192
NA,NA,NA
NA,NA,NA
