"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q23a_num","TX_RESP_Q23e_num","TX_RESP_Q19_num"
-0.927791503925036,0,-1.37111031752549,-1.41421356237309,0.120096115353816,-1.41421356237309,-0.277350098112614
-0.642490634856732,-1.41421356237309,0.124646392502317,0,-1.44115338424578,0,-0.277350098112614
NA,NA,NA,NA,NA,NA,NA
-0.657027531499283,0,-1.37111031752549,-1.41421356237309,0.120096115353816,-1.41421356237309,-0.277350098112614
1.07124669369,-1.41421356237309,-1.37111031752549,-1.41421356237309,0.120096115353816,0,3.32820117735137
NA,NA,NA,NA,NA,NA,NA
-0.565479421442916,0,0.124646392502317,1.41421356237309,-1.44115338424578,-1.41421356237309,-0.277350098112614
0.973445814375477,1.41421356237309,1.62040310253013,1.41421356237309,0.120096115353816,0,-0.277350098112614
1.52594020678249,1.41421356237309,1.62040310253013,1.41421356237309,1.68134561495342,1.41421356237309,-0.277350098112614
-1.27972878265005,0,0.124646392502317,0,0.120096115353816,0,-0.277350098112614
-0.729634975272054,0,NA,0,0.120096115353816,1.41421356237309,-0.277350098112614
-0.962419724106668,-1.41421356237309,0.124646392502317,0,0.120096115353816,0,-0.277350098112614
1.05744225535944,0,0.124646392502317,0,0.120096115353816,1.41421356237309,-0.277350098112614
-0.019532877388744,0,0.124646392502317,0,-1.44115338424578,0,-0.277350098112614
1.15603048093406,1.41421356237309,0.124646392502317,0,1.68134561495342,0,-0.277350098112614
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
