"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10f_num","TX_RESP_Q22b_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num","TX_RESP_Q20_num"
0.891697344117857,-0.519034249085875,-0.080968784453912,-1.0978875820671,0,0.25,0.684653196881458,0.393973643519563,-0.258198889747161
1.35373978646688,1.14187534798892,-1.3764693357165,-2.26896766960534,0,0.25,0.684653196881458,0.393973643519563,-0.258198889747161
-0.0537498784825349,1.14187534798892,1.21453176680868,1.24427259300938,0,0.25,0.684653196881458,0.393973643519563,-0.258198889747161
-0.963976600447449,-0.519034249085875,1.21453176680868,0.07319250547114,0,-1.08333333333333,-0.684653196881458,0.393973643519563,-0.258198889747161
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.17201133877504,-2.17994384616067,-0.080968784453912,1.24427259300938,0,0.25,-0.684653196881458,0.393973643519563,-0.258198889747161
-0.239858379587746,-0.519034249085875,-0.080968784453912,0.07319250547114,0,0.25,2.05395959064437,0.393973643519563,-0.258198889747161
0.842922283725197,1.14187534798892,-0.080968784453912,1.24427259300938,0,-1.08333333333333,-0.684653196881458,-2.12745767500564,-0.258198889747161
0.415779743919305,-0.519034249085875,-0.080968784453912,0.07319250547114,0,0.25,0.684653196881458,0.393973643519563,-0.258198889747161
0.177965109820931,-0.519034249085875,-0.080968784453912,0.07319250547114,0,0.25,0.684653196881458,-0.866742015743038,-0.258198889747161
-0.902089715394876,-0.519034249085875,1.21453176680868,0.07319250547114,2.64575131106459,1.58333333333333,-2.05395959064437,0.393973643519563,-0.258198889747161
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.508393379915656,-0.519034249085875,-0.080968784453912,0.07319250547114,0,1.58333333333333,-0.684653196881458,0.393973643519563,NA
1.06726037550286,1.14187534798892,-1.3764693357165,0.07319250547114,NA,-1.08333333333333,-0.684653196881458,-2.12745767500564,-0.258198889747161
0.436346513329749,-0.519034249085875,1.21453176680868,-1.0978875820671,0,0.25,0.684653196881458,1.65468930278216,-0.258198889747161
0.979533154896869,1.14187534798892,-1.3764693357165,-1.0978875820671,-2.64575131106459,-2.41666666666667,0.684653196881458,-0.866742015743038,-0.258198889747161
-1.41907299710177,-0.519034249085875,1.21453176680868,0.07319250547114,0,0.25,-0.684653196881458,0.393973643519563,-0.258198889747161
-2.25011469962465,1.14187534798892,-1.3764693357165,1.24427259300938,0,0.25,-0.684653196881458,0.393973643519563,3.61478445646026
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
