"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q22g_num","TX_RESP_Q23a_num","TX_RESP_Q23h_num"
0.448053242824953,-1.37852741642589,-1.08012344973464,1.48638756616766,1.49872611441989,1.34371602484229,1.57765497346885,1.02597835208515
1.71998827501638,1.56233107194934,1.3501543121683,-0.772921534407182,0.142735820420942,-0.0746508902690162,-0.185606467466924,1.02597835208515
NA,NA,NA,NA,NA,NA,NA,NA
-1.82785539069018,-1.37852741642589,-1.08012344973464,-1.9025760846946,0.142735820420942,-0.0746508902690162,-0.185606467466924,-0.923380516876639
1.37125717922446,1.56233107194934,1.3501543121683,0.356733015880238,0.142735820420942,-0.0746508902690162,-0.185606467466924,-0.923380516876639
NA,NA,NA,NA,NA,NA,NA,NA
0.325323700326751,NA,NA,-0.772921534407182,-1.21325447357801,-0.0746508902690162,-0.185606467466924,1.02597835208515
NA,NA,NA,NA,NA,NA,NA,NA
0.199044654508872,0.091901827761726,NA,0.356733015880238,0.142735820420942,-0.0746508902690162,-0.185606467466924,-0.923380516876639
-0.610630791165894,0.091901827761726,-1.08012344973464,-1.9025760846946,0.142735820420942,-1.49301780538032,-0.185606467466924,-0.923380516876639
NA,NA,NA,NA,NA,NA,NA,NA
-1.59729341988139,0.091901827761726,0.540061724867322,-0.772921534407182,0.142735820420942,-1.49301780538032,-0.185606467466924,-0.923380516876639
-0.412031972588971,NA,NA,0.356733015880238,-1.21325447357801,-0.0746508902690162,-0.185606467466924,-0.923380516876639
NA,NA,NA,NA,NA,NA,NA,NA
0.876157068161615,-1.37852741642589,0.540061724867322,-0.772921534407182,0.142735820420942,-1.49301780538032,-1.9488679084027,1.02597835208515
0.412178385908312,1.56233107194934,-1.08012344973464,1.48638756616766,1.49872611441989,1.34371602484229,-0.185606467466924,1.02597835208515
-0.930354386246391,0.091901827761726,-0.270030862433661,-0.772921534407182,-1.21325447357801,-0.0746508902690162,1.57765497346885,-0.923380516876639
1.43070915703471,0.091901827761726,0.540061724867322,0.356733015880238,0.142735820420942,1.34371602484229,-0.185606467466924,1.02597835208515
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.658954817796377,NA,NA,0.356733015880238,1.49872611441989,-0.0746508902690162,-0.185606467466924,-0.923380516876639
NA,NA,NA,NA,NA,NA,NA,NA
1.00043201572547,0.091901827761726,0.540061724867322,0.356733015880238,0.142735820420942,1.34371602484229,-1.9488679084027,-0.923380516876639
-0.713458901850671,0.091901827761726,1.3501543121683,0.356733015880238,-1.21325447357801,-0.0746508902690162,1.57765497346885,1.02597835208515
NA,NA,NA,NA,NA,NA,NA,NA
-0.249704379183459,0.091901827761726,-1.08012344973464,0.356733015880238,-1.21325447357801,-1.49301780538032,-0.185606467466924,1.02597835208515
-0.0619454913733098,0.091901827761726,-1.08012344973464,1.48638756616766,1.49872611441989,1.34371602484229,-0.185606467466924,-0.923380516876639
NA,NA,NA,NA,NA,NA,NA,NA
-0.720914127954883,-1.37852741642589,0.540061724867322,0.356733015880238,-1.21325447357801,-0.0746508902690162,1.57765497346885,1.02597835208515
