"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q23b_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
0.188577462927728,-1.00272716509857,-1.37852741642589,-1.08012344973464,1.49872611441989,1.68014935324739,1.80704109980769,1.02597835208515,1.02597835208515,3.03108891324554
1.81919913548068,1.53751498648447,1.56233107194934,1.3501543121683,0.142735820420942,0.160014224118799,-0.100391172211539,1.02597835208515,1.02597835208515,-0.433012701892219
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.67227138024868,1.53751498648447,-1.37852741642589,-1.08012344973464,0.142735820420942,0.160014224118799,-0.100391172211539,-0.923380516876639,-0.923380516876639,-0.433012701892219
1.21056070708929,0.267393910692952,1.56233107194934,1.3501543121683,0.142735820420942,0.160014224118799,-0.100391172211539,-0.923380516876639,-0.923380516876639,-0.433012701892219
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.491194222005684,0.267393910692952,NA,NA,-1.21325447357801,0.160014224118799,-0.100391172211539,1.02597835208515,-0.923380516876639,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.504020166271175,-1.00272716509857,0.091901827761726,NA,0.142735820420942,0.160014224118799,-0.100391172211539,-0.923380516876639,-0.923380516876639,-0.433012701892219
-1.37536078557227,-1.00272716509857,0.091901827761726,-1.08012344973464,0.142735820420942,0.160014224118799,-0.100391172211539,-0.923380516876639,-0.923380516876639,1.29903810567666
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.417802863587143,0.267393910692952,0.091901827761726,0.540061724867322,0.142735820420942,0.160014224118799,-0.100391172211539,-0.923380516876639,1.02597835208515,-0.433012701892219
-0.909383355782356,-1.00272716509857,NA,NA,-1.21325447357801,-1.3601209050098,1.80704109980769,-0.923380516876639,-0.923380516876639,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.29344532979539,1.53751498648447,-1.37852741642589,0.540061724867322,0.142735820420942,0.160014224118799,-2.00782344423076,1.02597835208515,1.02597835208515,-0.433012701892219
0.945777008473079,1.53751498648447,1.56233107194934,-1.08012344973464,1.49872611441989,1.68014935324739,-0.100391172211539,1.02597835208515,1.02597835208515,-0.433012701892219
-0.688386496447464,-1.00272716509857,0.091901827761726,-0.270030862433661,-1.21325447357801,-1.3601209050098,-0.100391172211539,-0.923380516876639,-0.923380516876639,-0.433012701892219
0.462072938929662,0.267393910692952,0.091901827761726,0.540061724867322,0.142735820420942,-1.3601209050098,-0.100391172211539,1.02597835208515,1.02597835208515,-0.433012701892219
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.697156930991537,0.267393910692952,NA,NA,1.49872611441989,0.160014224118799,-0.100391172211539,-0.923380516876639,-0.923380516876639,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.103683955495064,-1.00272716509857,0.091901827761726,0.540061724867322,0.142735820420942,0.160014224118799,-2.00782344423076,-0.923380516876639,-0.923380516876639,-0.433012701892219
1.10150066505812,-1.00272716509857,0.091901827761726,1.3501543121683,-1.21325447357801,0.160014224118799,-0.100391172211539,1.02597835208515,1.02597835208515,-0.433012701892219
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.854041776887119,-1.00272716509857,0.091901827761726,-1.08012344973464,-1.21325447357801,-1.3601209050098,-0.100391172211539,1.02597835208515,1.02597835208515,-0.433012701892219
0.21478918253898,0.267393910692952,0.091901827761726,-1.08012344973464,1.49872611441989,1.68014935324739,-0.100391172211539,-0.923380516876639,-0.923380516876639,-0.433012701892219
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.12430226997765,0.267393910692952,-1.37852741642589,0.540061724867322,-1.21325447357801,-1.3601209050098,1.80704109980769,1.02597835208515,1.02597835208515,1.29903810567666
