"PROFICIENCIA_MT_SAEB","TX_RESP_Q23h_num"
-0.114716320586161,-1.25037823420889
-0.112820500545427,1.12688408762036
NA,NA
-0.113945022638992,-0.0617470732942662
NA,NA
-0.114308663488326,-0.0617470732942662
NA,NA
-0.112925381190604,1.12688408762036
-0.112670689916242,1.12688408762036
-0.112827872159302,-0.0617470732942662
-0.114395066624941,-0.0617470732942662
-0.11605778184603,-0.0617470732942662
-0.110242738286931,1.12688408762036
-0.112439469845961,1.12688408762036
-0.112099137268609,1.12688408762036
-0.114082366638339,1.12688408762036
-0.113852284926104,1.12688408762036
NA,NA
-0.108870055478641,-0.0617470732942662
-0.115648479984892,-2.43900939512352
NA,NA
-0.112721102352672,1.12688408762036
-0.110489952254279,-0.0617470732942662
-0.11416522265333,-1.25037823420889
-0.113963249131274,-0.0617470732942662
-0.113376596546471,1.12688408762036
-0.112126159967008,-0.0617470732942662
NA,NA
NA,NA
-0.113741404353634,-0.0617470732942662
-0.11185846264568,-0.0617470732942662
-0.111407383828174,-0.0617470732942662
-0.112923177195173,-0.0617470732942662
-0.114831635582627,-0.0617470732942662
-0.115355041400917,NA
NA,NA
-0.113971527901916,-0.0617470732942662
-0.114293878385136,-0.0617470732942662
-0.109335465820954,1.12688408762036
-0.114076483434405,1.12688408762036
-0.110222047958761,1.12688408762036
-0.112000111188188,1.12688408762036
-0.109988619480961,-1.25037823420889
NA,NA
-0.113232387299112,-1.25037823420889
-0.111974173981569,1.12688408762036
NA,NA
-0.114540031087793,-0.0617470732942662
-0.113059378463779,-0.0617470732942662
-0.112437298862401,-0.0617470732942662
NA,NA
-0.114555142055182,-1.25037823420889
-0.114703323323978,-0.0617470732942662
NA,NA
-0.109969441789822,-1.25037823420889
-0.115724325468123,-0.0617470732942662
-0.112953643528101,-0.0617470732942662
NA,NA
-0.113484189798379,-0.0617470732942662
-0.113646669619504,-0.0617470732942662
-0.112381084648693,1.12688408762036
-0.114007831230036,1.12688408762036
NA,NA
NA,NA
-0.111598760066842,-0.0617470732942662
-0.114230219876285,-2.43900939512352
-0.115448743509532,-2.43900939512352
-0.112853272154837,1.12688408762036
NA,NA
8.71852190170253,1.12688408762036
-0.115374934677546,-0.0617470732942662
-0.111446972231418,-0.0617470732942662
-0.113125234389323,1.12688408762036
NA,NA
-0.11257568435083,1.12688408762036
-0.114347725671313,-0.0617470732942662
-0.112372123304432,1.12688408762036
NA,NA
NA,NA
-0.114909394415005,-1.25037823420889
-0.114373570421056,-1.25037823420889
-0.114650698067941,1.12688408762036
-0.114700531457241,-1.25037823420889
-0.114756818312823,-0.0617470732942662
-0.11546769441148,-0.0617470732942662
-0.112051573937876,-1.25037823420889
-0.115079866772575,-0.0617470732942662
NA,NA
-0.115077960002166,1.12688408762036
-0.112570622386132,1.12688408762036
-0.113435188678535,-0.0617470732942662
-0.112054933860918,-0.0617470732942662
-0.111410265985136,-1.25037823420889
-0.110202057773775,-0.0617470732942662
NA,NA
-0.113333461021602,-0.0617470732942662
-0.114529915982572,-2.43900939512352
-0.114275409661355,-1.25037823420889
-0.112849993658452,-1.25037823420889
