"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21a_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num"
-0.267409203403049,0.409673245199351,0.552770798392567,0,0,0.393397896234721,0.165260171758799
-0.266902910807429,-2.25320284859643,-0.552770798392567,0,0,0.393397896234721,0.165260171758799
-0.268654575719958,0.409673245199351,-1.6583123951777,-2.94392028877595,-1.47196014438797,-1.44245895286065,-0.991561030552797
NA,NA,NA,NA,NA,NA,NA
3.47439474012589,-2.25320284859643,NA,0,1.47196014438797,-0.524530528312962,-0.991561030552797
-0.26855679830608,0.409673245199351,-0.552770798392567,0,-1.47196014438797,-1.44245895286065,-2.14838223286439
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.266865737700855,0.409673245199351,-0.552770798392567,0,0,0.393397896234721,0.165260171758799
-0.266108977513445,NA,NA,0,0,0.393397896234721,0.165260171758799
-0.26713248370531,0.409673245199351,-0.552770798392567,0,0,1.31132632078241,1.3220813740704
-0.265360265645571,0.409673245199351,1.6583123951777,1.47196014438797,1.47196014438797,1.31132632078241,1.3220813740704
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.266464268463878,0.409673245199351,0.552770798392567,0,0,-0.524530528312962,0.165260171758799
-0.26795705166677,0.409673245199351,1.6583123951777,0,0,-0.524530528312962,-0.991561030552797
-0.267523533091213,0.409673245199351,-0.552770798392567,0,0,0.393397896234721,0.165260171758799
-0.267707935336252,0.409673245199351,-0.552770798392567,0,-1.47196014438797,-1.44245895286065,0.165260171758799
-0.267750998766085,0.409673245199351,0.552770798392567,1.47196014438797,1.47196014438797,1.31132632078241,1.3220813740704
