"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21d_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num"
0.59328199938479,1.12358346703021,-0.34614399922975,0.552770798392567,1.78903654772269,0.562236091417477,-0.393397896234721,0,0,0.393397896234721,0.165260171758799,0.312640945658523,0.219788953647208
0.85588931322953,-0.306431854644603,-0.34614399922975,-0.552770798392567,1.78903654772269,-0.421677068563107,1.44245895286065,0,0,0.393397896234721,0.165260171758799,0.312640945658523,0.219788953647208
-2.08571037644197,-0.306431854644603,-1.55764799653387,-1.6583123951777,-0.787176080997984,-1.40559022854369,-1.31132632078241,-2.94392028877595,-1.47196014438797,-1.44245895286065,-0.991561030552797,-0.781602364146308,-1.83157461372673
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.26948360717052,-1.73644717631942,-1.55764799653387,NA,NA,-0.421677068563107,-0.393397896234721,0,1.47196014438797,-0.524530528312962,-0.991561030552797,-1.87584567395114,-1.83157461372673
-1.27879400180713,-1.73644717631942,-0.34614399922975,-0.552770798392567,-0.787176080997984,-0.421677068563107,-1.31132632078241,0,-1.47196014438797,-1.44245895286065,-2.14838223286439,-0.781602364146308,0.219788953647208
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.160514558243451,-0.306431854644603,0.865359998074374,-0.552770798392567,0.0715614619089076,1.54614925139806,0.524530528312962,0,0,0.393397896234721,0.165260171758799,0.312640945658523,0.219788953647208
0.632135328793609,-0.306431854644603,-0.34614399922975,NA,NA,-0.421677068563107,-0.393397896234721,0,0,0.393397896234721,0.165260171758799,-1.87584567395114,0.219788953647208
0.616090016520738,-0.306431854644603,0.865359998074374,-0.552770798392567,0.0715614619089076,-0.421677068563107,-1.31132632078241,0,0,1.31132632078241,1.3220813740704,0.312640945658523,-0.805892830039762
1.73453781779541,1.12358346703021,0.865359998074374,1.6583123951777,-0.787176080997984,1.54614925139806,1.44245895286065,1.47196014438797,1.47196014438797,1.31132632078241,1.3220813740704,1.40688425546335,1.24547073733418
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0684232342327987,-0.306431854644603,0.865359998074374,0.552770798392567,-0.787176080997984,-1.40559022854369,-0.393397896234721,0,0,-0.524530528312962,0.165260171758799,0.312640945658523,0.219788953647208
0.00954109838202726,1.12358346703021,0.865359998074374,1.6583123951777,-0.787176080997984,-0.421677068563107,0.524530528312962,0,0,-0.524530528312962,-0.991561030552797,0.312640945658523,1.24547073733418
0.5849606190967,1.12358346703021,0.865359998074374,-0.552770798392567,0.930299004815799,0.562236091417477,0.524530528312962,0,0,0.393397896234721,0.165260171758799,0.312640945658523,0.219788953647208
-0.099984617570761,-0.306431854644603,-1.55764799653387,-0.552770798392567,0.0715614619089076,-0.421677068563107,-0.393397896234721,0,-1.47196014438797,-1.44245895286065,0.165260171758799,0.312640945658523,-0.805892830039762
-0.384554914223066,1.12358346703021,0.865359998074374,0.552770798392567,-0.787176080997984,1.54614925139806,1.44245895286065,1.47196014438797,1.47196014438797,1.31132632078241,1.3220813740704,1.40688425546335,1.24547073733418
