"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10f_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num"
-0.554744568277041,1.13814879044733,-0.811679449913428,0.53813823519705,0.811679449913428,-0.0786889475364631,-0.312705241997642,0.790569415042095
NA,NA,NA,NA,NA,NA,NA,NA
0.635914430396347,-0.0711342994029576,-0.811679449913428,0.53813823519705,-1.1595420713049,1.25902316058341,-0.312705241997642,-2.37170824512628
-0.27726884268174,-1.28041738925324,-0.811679449913428,-1.74894926439041,-1.1595420713049,-0.0786889475364631,1.01629203649234,-0.790569415042095
NA,NA,NA,NA,NA,NA,NA,NA
0.508211213820224,1.13814879044733,-0.811679449913428,0.53813823519705,0.811679449913428,1.25902316058341,-1.64170252048762,-0.790569415042095
NA,NA,NA,NA,NA,NA,NA,NA
1.30151941390155,-1.28041738925324,-0.811679449913428,-1.74894926439041,-1.1595420713049,-1.41640105565634,-1.64170252048762,-0.790569415042095
-0.417070741835371,-0.0711342994029576,-0.811679449913428,0.53813823519705,0.811679449913428,-0.0786889475364631,-0.312705241997642,0.790569415042095
0.916400955583016,-0.0711342994029576,-0.811679449913428,-1.74894926439041,0.811679449913428,-1.41640105565634,1.01629203649234,0.790569415042095
NA,NA,NA,NA,NA,NA,NA,NA
-0.366065086111425,1.13814879044733,1.1595420713049,0.53813823519705,0.811679449913428,-0.0786889475364631,1.01629203649234,-0.790569415042095
-0.813955451499067,1.13814879044733,1.1595420713049,0.53813823519705,-1.1595420713049,1.25902316058341,1.01629203649234,0.790569415042095
NA,NA,NA,NA,NA,NA,NA,NA
0.224766852224006,-0.0711342994029576,1.1595420713049,0.53813823519705,-1.1595420713049,-1.41640105565634,1.01629203649234,0.790569415042095
-0.0235147616848258,1.13814879044733,1.1595420713049,0.53813823519705,0.811679449913428,-0.0786889475364631,-0.312705241997642,NA
NA,NA,NA,NA,NA,NA,NA,NA
1.65406924307849,-0.0711342994029576,1.1595420713049,0.53813823519705,-1.1595420713049,-0.0786889475364631,-0.312705241997642,-0.790569415042095
0.746849800960822,-1.28041738925324,-0.811679449913428,0.53813823519705,0.811679449913428,-0.0786889475364631,-0.312705241997642,0.790569415042095
0.248416227289513,-0.0711342994029576,-0.811679449913428,0.53813823519705,-1.1595420713049,-1.41640105565634,-1.64170252048762,0.790569415042095
-1.51452206050325,1.13814879044733,1.1595420713049,0.53813823519705,0.811679449913428,1.25902316058341,1.01629203649234,0.790569415042095
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-2.39426718603489,-1.28041738925324,1.1595420713049,0.53813823519705,0.811679449913428,1.25902316058341,1.01629203649234,0.790569415042095
0.125260561373651,-1.28041738925324,-0.811679449913428,-1.74894926439041,0.811679449913428,-0.0786889475364631,-0.312705241997642,-0.790569415042095
NA,NA,NA,NA,NA,NA,NA,NA
