"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10c_num","TX_RESP_Q10e_num","TX_RESP_Q21c_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23i_num"
2.29716013883449,0.540061724867322,0.353553390593274,0.377964473009227,0.801783725737273,-1.54065777303929,-1.27021469765991,-1,-1.11803398874989,-0.207019667802706,-1.24211800681624,-1.80225422755833,-1.61374306091976,-1.80225422755833,1.70084012854152,-0.944911182523068,-0.944911182523068
-0.422447125314885,0.540061724867322,0.353553390593274,0.377964473009227,0.801783725737273,1.15549332977946,0.952661023244934,1,1.11803398874989,1.24211800681624,1.65615734242165,1.35169067066875,1.29099444873581,1.35169067066875,-0.944911182523068,0.377964473009227,1.70084012854152
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.17814959960205,0.540061724867322,0.353553390593274,0.377964473009227,-1.0690449676497,0.256776295506548,-0.158776837207489,0,0,-0.207019667802706,0.207019667802706,0.300375704593055,0.322748612183952,-0.750939261482638,0.377964473009227,0.377964473009227,-0.944911182523068
0.386030883895734,-1.62018517460197,0.353553390593274,0.377964473009227,-1.0690449676497,0.256776295506548,-1.27021469765991,-1,-1.11803398874989,-0.207019667802706,-1.24211800681624,-0.750939261482638,0.322748612183952,0.300375704593055,0.377964473009227,-0.944911182523068,-0.944911182523068
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.934106955018897,0.540061724867322,-2.47487373415292,-2.26778683805536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.280526840834723,-1.62018517460197,0.353553390593274,0.377964473009227,-1.0690449676497,-0.641940738766369,0.952661023244934,1,NA,-1.65615734242165,0.207019667802706,0.300375704593055,NA,0.300375704593055,-0.944911182523068,1.70084012854152,0.377964473009227
-0.299988140430424,0.540061724867322,0.353553390593274,0.377964473009227,0.801783725737273,1.15549332977946,0.952661023244934,1,1.11803398874989,1.24211800681624,0.207019667802706,0.300375704593055,-0.645497224367903,0.300375704593055,-0.944911182523068,-0.944911182523068,0.377964473009227
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.567972361529247,0.540061724867322,0.353553390593274,NA,0.801783725737273,-0.641940738766369,-0.158776837207489,-1,0,-0.207019667802706,0.207019667802706,0.300375704593055,0.322748612183952,0.300375704593055,0.377964473009227,0.377964473009227,0.377964473009227
