"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q22h_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num"
0.839257186109273,0,0.801783725737273,1.08821437516502,-0.207019667802706,-1.61374306091976,0,-1.80225422755833,-0.944911182523068,-0.408248290463863
1.28395482498221,0,0.801783725737273,-1.08821437516502,1.24211800681624,1.29099444873581,1.22474487139159,1.35169067066875,0.377964473009227,-0.408248290463863
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.30592473502881,1.22474487139159,-1.0690449676497,-0.362738125055006,-0.207019667802706,0.322748612183952,-1.22474487139159,-0.750939261482638,0.377964473009227,2.04124145231932
1.01560606124015,-1.22474487139159,-1.0690449676497,-1.08821437516502,-0.207019667802706,0.322748612183952,0,0.300375704593055,-0.944911182523068,-0.408248290463863
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.338264183987696,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.30302471860477,1.22474487139159,-1.0690449676497,0.362738125055006,-1.65615734242165,NA,1.22474487139159,0.300375704593055,1.70084012854152,-0.408248290463863
-0.295251575108975,-1.22474487139159,0.801783725737273,1.08821437516502,1.24211800681624,-0.645497224367903,-1.22474487139159,0.300375704593055,-0.944911182523068,-0.408248290463863
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.103647140398607,0,0.801783725737273,NA,-0.207019667802706,0.322748612183952,0,0.300375704593055,0.377964473009227,NA
