"PROFICIENCIA_LP_SAEB","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21e_num","TX_RESP_Q19_num"
-0.349464138359867,0.339140918181489,-1.44337567297406,-1.45063084623389,-0.409317471580181
0.663808772274848,0.339140918181489,-1.44337567297406,0.950413313049791,-0.409317471580181
0.753364215676465,-1.42439185636225,0,-0.250108766592051,-0.409317471580181
-0.945221316541693,0.339140918181489,0,-0.250108766592051,-0.409317471580181
-0.292966847363765,0.339140918181489,0,0.950413313049791,-0.409317471580181
0.0717927826329832,0.339140918181489,0,0.950413313049791,-0.409317471580181
-0.0932359419727438,0.339140918181489,0,-1.45063084623389,-0.409317471580181
-2.38679222926801,0.339140918181489,0,-0.250108766592051,-0.409317471580181
0.274225526016206,0.339140918181489,1.44337567297406,-0.250108766592051,-0.409317471580181
-1.76734432405206,0.339140918181489,0,-1.45063084623389,1.55540639200469
-1.70261775726756,0.339140918181489,1.44337567297406,-0.250108766592051,3.52013025558956
0.523838132309391,0.339140918181489,0,0.950413313049791,-0.409317471580181
0.450103709343174,0.339140918181489,0,0.950413313049791,-0.409317471580181
-0.0935125649249622,0.339140918181489,-1.44337567297406,-0.250108766592051,-0.409317471580181
-0.936283279620116,0.339140918181489,1.44337567297406,0.950413313049791,-0.409317471580181
0.0465331546558417,0.339140918181489,1.44337567297406,NA,NA
0.663815371629572,0.339140918181489,0,NA,NA
0.182792900945236,0.339140918181489,1.44337567297406,0.950413313049791,-0.409317471580181
1.8691036333751,0.339140918181489,0,-0.250108766592051,-0.409317471580181
0.340460451837346,0.339140918181489,0,-0.250108766592051,-0.409317471580181
1.31420449493738,-3.187924630906,-1.44337567297406,0.950413313049791,-0.409317471580181
0.174758569138975,0.339140918181489,0,-2.65115292587573,1.55540639200469
1.76660025600326,0.339140918181489,-1.44337567297406,0.950413313049791,-0.409317471580181
0.349013813328436,-3.187924630906,-1.44337567297406,-0.250108766592051,-0.409317471580181
-0.0855032676273858,0.339140918181489,0,-0.250108766592051,-0.409317471580181
-0.791474117106043,0.339140918181489,1.44337567297406,0.950413313049791,1.55540639200469
