"PROFICIENCIA_MT_SAEB","TX_RESP_Q23b_num","TX_RESP_Q23c_num"
0.0195057038745846,-0.251100980475913,-0.47026997156298
-0.146559780457025,-0.251100980475913,-0.47026997156298
-0.882510801017854,1.38105539261752,1.41080991468894
0.596106265978312,-0.251100980475913,-0.47026997156298
0.379402979460796,-0.251100980475913,-0.47026997156298
0.919531163686946,-1.88325735356935,-0.47026997156298
-0.982242433399625,-0.251100980475913,1.41080991468894
0.804465127260589,1.38105539261752,NA
-0.95642710807767,1.38105539261752,1.41080991468894
-0.477325582490488,1.38105539261752,1.41080991468894
-2.07820416315151,-0.251100980475913,-0.47026997156298
0.207932888829938,-0.251100980475913,-0.47026997156298
-0.257759858285838,-0.251100980475913,-0.47026997156298
-0.839121838332468,-0.251100980475913,-0.47026997156298
0.98742233416126,1.38105539261752,-0.47026997156298
0.552888110282838,-0.251100980475913,-0.47026997156298
-1.57437891072977,1.38105539261752,-0.47026997156298
0.43564957320982,-0.251100980475913,1.41080991468894
2.01820586904086,-0.251100980475913,-0.47026997156298
0.15892047488171,-1.88325735356935,1.41080991468894
0.383419737184462,-0.251100980475913,-0.47026997156298
1.26363232631455,-1.88325735356935,-2.3513498578149
1.16733428689146,-0.251100980475913,NA
0.791536776277449,-0.251100980475913,-0.47026997156298
-1.44950854353208,-0.251100980475913,-0.47026997156298
-1.04191459786124,1.38105539261752,1.41080991468894
