"Variavel","Correlacao_Portugues"
"PROFICIENCIA_MT_SAEB",0.573639270459603
"TX_RESP_Q19",-0.300794902220523
"TX_RESP_Q21a",0.315349919439445
"TX_RESP_Q21b",0.315664614180701
"TX_RESP_Q21c",0.307010149516774
