"ID_UF","ID_MUNICIPIO","ID_AREA","ID_ESCOLA","IN_PUBLICA","ID_LOCALIZACAO","ID_TURMA","ID_SERIE","ID_ALUNO","IN_SITUACAO_CENSO","IN_PREENCHIMENTO_LP","IN_PREENCHIMENTO_MT","IN_PRESENCA_LP","IN_PRESENCA_MT","ID_CADERNO_LP","ID_BLOCO_1_LP","ID_BLOCO_2_LP","ID_CADERNO_MT","ID_BLOCO_1_MT","ID_BLOCO_2_MT","IN_PROFICIENCIA_LP","IN_PROFICIENCIA_MT","IN_AMOSTRA","ESTRATO","PESO_ALUNO_LP","PROFICIENCIA_LP","ERRO_PADRAO_LP","PROFICIENCIA_LP_SAEB","ERRO_PADRAO_LP_SAEB","PESO_ALUNO_MT","PROFICIENCIA_MT","ERRO_PADRAO_MT","PROFICIENCIA_MT_SAEB","ERRO_PADRAO_MT_SAEB","IN_PREENCHIMENTO_QUESTIONARIO","IN_INSE","INSE_ALUNO","NU_TIPO_NIVEL_INSE","PESO_ALUNO_INSE","TX_RESP_Q01","TX_RESP_Q02","TX_RESP_Q03","TX_RESP_Q04","TX_RESP_Q05a","TX_RESP_Q05b","TX_RESP_Q05c","TX_RESP_Q06","TX_RESP_Q07a","TX_RESP_Q07b","TX_RESP_Q07c","TX_RESP_Q07d","TX_RESP_Q07e","TX_RESP_Q08","TX_RESP_Q09","TX_RESP_Q10a","TX_RESP_Q10b","TX_RESP_Q10c","TX_RESP_Q10d","TX_RESP_Q10e","TX_RESP_Q10f","TX_RESP_Q11a","TX_RESP_Q11b","TX_RESP_Q11c","TX_RESP_Q12a","TX_RESP_Q12b","TX_RESP_Q12c","TX_RESP_Q12d","TX_RESP_Q12e","TX_RESP_Q12f","TX_RESP_Q12g","TX_RESP_Q13a","TX_RESP_Q13b","TX_RESP_Q13c","TX_RESP_Q13d","TX_RESP_Q13e","TX_RESP_Q13f","TX_RESP_Q13g","TX_RESP_Q13h","TX_RESP_Q13i","TX_RESP_Q14","TX_RESP_Q15a","TX_RESP_Q15b","TX_RESP_Q16","TX_RESP_Q17","TX_RESP_Q18","TX_RESP_Q19","TX_RESP_Q20","TX_RESP_Q21a","TX_RESP_Q21b","TX_RESP_Q21c","TX_RESP_Q21d","TX_RESP_Q21e","TX_RESP_Q22a","TX_RESP_Q22b","TX_RESP_Q22c","TX_RESP_Q22d","TX_RESP_Q22e","TX_RESP_Q22f","TX_RESP_Q22g","TX_RESP_Q22h","TX_RESP_Q23a","TX_RESP_Q23b","TX_RESP_Q23c","TX_RESP_Q23d","TX_RESP_Q23e","TX_RESP_Q23f","TX_RESP_Q23g","TX_RESP_Q23h","TX_RESP_Q23i","TX_RESP_Q24","TX_RESP_Q25"
31,6324414,2,61425385,1,1,1652799,12,52567493,1,0,0,0,0,16,2,5,16,2,5,0,0,0,63244142112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,6324414,2,61425385,1,1,1652799,12,52567494,1,1,1,1,1,14,7,2,14,7,2,1,1,0,63244142112,1.1379310345,1.653437,0.399821,341.078395,22.027483,1.1379310345,1.335273,0.36235,324.595897,20.252585,1,0,NA,1,NA,1,2,1,3,1,1,1,5,2,2,1,1,2,2,NA,1,2,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1
31,6324414,2,61425385,1,1,1652799,12,52567495,1,1,1,1,1,9,2,4,9,2,4,1,1,0,63244142112,1.1379310345,2.526254,0.499667,389.164818,27.528335,1.1379310345,2.669508,0.281968,399.169397,15.759848,1,1,6.58,7,1.2222222222,2,1,1,1,1,1,1,4,2,2,1,1,2,4,5,3,3,3,3,3,3,2,2,2,1,4,3,3,3,3,4,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,3,1,3,1,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,3,1
31,6324414,2,61425385,1,1,1652799,12,52567496,1,1,1,1,1,2,2,3,2,2,3,1,1,0,63244142112,1.1379310345,1.213466,0.363937,316.838913,20.050513,1.1379310345,0.398701,0.506451,272.248708,28.306725,1,1,6.73,7,1.2222222222,1,1,1,3,1,1,2,3,2,2,1,1,2,5,4,1,1,2,1,2,1,2,2,2,1,3,3,4,4,3,4,2,2,2,2,2,1,2,2,2,1,2,1,4,2,1,1,1,1,3,3,3,2,2,2,2,3,3,4,2,3,3,3,2,3,3,3,4,3,2,3,1
31,6324414,2,61425385,1,1,1652799,12,52567497,1,1,1,1,1,14,7,2,14,7,2,1,1,0,63244142112,1.1379310345,0.466746,0.396891,275.699597,21.86606,1.1379310345,1.471946,0.381191,332.234869,21.305652,1,1,5,5,1.2222222222,1,2,1,3,1,1,1,3,2,1,2,1,2,5,NA,1,1,1,1,3,1,2,2,2,1,2,3,1,2,1,4,2,2,2,2,1,2,2,1,2,1,1,1,1,1,2,1,1,2,4,2,3,3,2,1,1,2,2,1,1,3,3,4,2,3,1,1,4,2,1,3,1
31,6324414,2,61425385,1,1,1652799,12,52567498,1,1,1,1,1,1,1,2,1,1,2,1,1,0,63244142112,1.1379310345,0.987538,0.35098,304.391779,19.336668,1.1379310345,-0.614888,0.551823,215.596859,30.842672,1,1,3.76,2,1.2222222222,2,1,1,3,1,1,1,1,1,1,2,1,1,NA,NA,1,2,3,3,3,2,2,2,2,1,1,3,2,3,1,2,1,2,2,2,1,1,1,2,1,1,2,NA,4,2,1,1,1,3,2,4,1,4,2,4,3,2,2,2,1,1,1,2,2,1,1,2,2,1,1,3,1
31,6324414,2,61425385,1,1,1652799,12,52567499,1,1,1,1,1,10,3,5,10,3,5,1,1,0,63244142112,1.1379310345,-0.090835,0.427431,244.980584,23.548611,1.1379310345,0.423049,0.623132,273.609574,34.828298,1,1,4.79,4,1.2222222222,2,1,1,3,1,1,1,2,1,1,2,2,1,2,NA,1,2,3,1,3,1,2,2,2,1,2,2,3,2,2,4,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,3,1,4,3,4,3,3,3,3,4,4,2,4,3,3,2,2,2,3,4,2,3,3,1
31,6324414,2,61425385,1,1,1652799,12,52567500,1,0,0,0,0,12,5,7,12,5,7,0,0,0,63244142112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,6324414,2,61425385,1,1,1652799,12,52567501,1,0,0,0,0,6,6,7,6,6,7,0,0,0,63244142112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,6324414,2,61425385,1,1,1652799,12,52567502,1,1,1,1,1,21,7,3,21,7,3,1,1,0,63244142112,1.1379310345,-0.594437,0.460281,217.235457,25.358428,1.1379310345,-1.160978,0.6871,185.074618,38.403619,1,1,4.97,4,1.2222222222,1,2,1,3,2,2,2,3,2,2,1,1,2,3,2,1,1,3,2,3,3,2,2,2,1,2,3,1,2,2,4,1,2,2,2,2,1,2,2,2,1,1,1,1,2,1,2,2,1,1,2,3,3,2,2,2,2,2,2,2,2,1,2,3,3,3,3,3,3,4,2,1
31,6324414,2,61425385,1,1,1652799,12,52567503,1,1,1,1,1,11,4,6,11,4,6,1,1,0,63244142112,1.1379310345,1.906617,0.446023,355.026932,24.572907,1.1379310345,1.309225,0.42442,323.140014,23.721822,1,1,6.06,7,1.2222222222,2,2,1,1,1,1,1,2,2,2,1,1,1,4,NA,2,3,3,3,3,3,2,2,2,1,2,3,2,3,3,4,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,3,2,4,3,4,3,3,3,3,3,3,2,3,4,4,4,4,4,4,1,3,4,3,1
31,6324414,2,61425385,1,1,1652799,12,52567504,1,1,1,1,1,12,5,7,12,5,7,1,1,0,63244142112,1.1379310345,0.71024,0.385042,289.1145,21.213259,1.1379310345,0.167235,0.576643,259.311534,32.22992,1,1,6.3,7,1.2222222222,1,2,1,3,1,1,1,4,2,2,2,1,2,5,5,2,1,3,2,3,2,2,2,2,2,2,3,3,3,3,4,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,1,1,2,2,2,3,3,2,3,2,2,2,2,2,2,2,3,4,2,1,1,4,1,2,3,1
31,6324414,2,61425385,1,1,1652799,12,52567505,1,1,1,1,1,5,5,6,5,5,6,1,1,0,63244142112,1.1379310345,-0.838197,0.545259,203.805899,30.040152,1.1379310345,-0.725503,0.630105,209.414329,35.218035,1,1,5.44,5,1.2222222222,2,2,1,1,1,1,1,3,2,2,1,1,2,NA,NA,1,2,3,3,3,3,2,2,2,1,2,3,2,2,2,4,2,2,2,1,2,2,2,2,2,1,2,NA,4,2,1,1,1,1,1,2,3,2,1,1,3,4,4,1,1,1,1,1,1,1,3,3,2,1,1,4,1
31,6324414,2,61425385,1,1,1652799,12,52567571,1,1,1,1,1,18,4,7,18,4,7,1,1,0,63244142112,1.1379310345,-0.886841,0.521205,201.125937,28.714936,1.1379310345,-0.442406,0.686145,225.23728,38.350241,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,6324414,2,61425385,1,1,1652799,12,52567572,1,1,1,1,1,13,6,1,13,6,1,1,1,0,63244142112,1.1379310345,1.076762,0.335053,309.30743,18.459196,1.1379310345,0.299103,0.620849,266.681944,34.700696,1,1,5.38,5,1.2222222222,2,2,1,3,1,1,1,3,2,2,NA,NA,2,3,2,2,3,3,3,3,3,2,2,2,1,2,3,2,3,2,4,2,2,2,2,1,2,2,2,2,1,2,1,4,2,1,1,1,2,1,3,3,4,3,4,4,3,3,3,2,3,2,2,3,2,4,2,3,2,2,3,1
31,6324414,2,61425385,1,1,1652799,12,52567573,1,0,0,0,0,20,6,2,20,6,2,0,0,0,63244142112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,6324414,2,61425385,1,1,1652799,12,52567574,1,1,1,1,1,6,6,7,6,6,7,1,1,0,63244142112,1.1379310345,0.374052,0.400461,270.592773,22.062743,1.1379310345,0.893884,0.457172,299.925639,25.552407,1,1,4.1,3,1.2222222222,2,1,1,3,1,1,1,3,2,2,NA,NA,2,1,1,1,2,3,3,3,3,2,2,2,1,1,1,2,2,1,4,2,2,1,1,1,2,2,2,1,1,2,1,4,2,1,1,1,2,2,3,3,4,1,3,3,2,2,3,2,1,1,2,4,3,3,3,2,1,1,3,1
31,6324414,2,61425385,1,1,1652799,12,52567575,1,1,1,1,1,8,1,3,8,1,3,1,1,0,63244142112,1.1379310345,0.036439,0.355376,251.992537,19.578859,1.1379310345,-0.592805,0.751241,216.83113,41.988608,1,1,5.28,5,1.2222222222,2,1,1,3,1,1,1,2,2,2,1,1,1,1,NA,2,3,3,3,3,3,2,2,2,2,2,3,1,3,2,4,1,2,2,2,2,1,2,2,2,1,2,1,4,2,1,1,1,2,2,3,3,3,3,4,3,3,4,3,2,3,2,2,3,4,3,3,3,2,3,3,1
31,6324414,2,61425385,1,1,1652799,12,52567576,1,1,1,1,1,11,4,6,11,4,6,1,1,0,63244142112,1.1379310345,1.091489,0.357202,310.118789,19.679459,1.1379310345,0.430345,0.626563,274.017365,35.020065,1,1,5.35,5,1.2222222222,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,3,3,3,3,2,2,2,2,2,3,2,3,2,4,2,2,2,1,2,1,2,2,2,1,2,1,4,2,1,1,1,3,2,4,3,4,2,3,3,2,3,2,2,1,2,2,2,2,3,3,3,2,1,3,1
31,6324414,2,61425385,1,1,1652799,12,52567577,1,1,1,1,1,8,1,3,8,1,3,1,1,0,63244142112,1.1379310345,0.651144,0.356879,285.858703,19.661664,1.1379310345,0.647578,0.645978,286.159023,36.105214,1,1,5.97,6,1.2222222222,2,1,1,1,1,1,1,3,2,2,1,1,2,4,2,2,3,3,3,3,3,1,2,2,2,2,3,2,3,3,4,2,2,2,1,2,2,2,2,2,1,1,1,NA,2,1,1,1,3,3,3,1,4,3,3,4,2,3,3,2,4,3,4,4,3,4,4,4,4,4,3,1
31,6324414,2,61425385,1,1,1652799,12,52567578,1,1,1,1,1,3,3,4,3,3,4,1,1,0,63244142112,1.1379310345,-0.190284,0.4114,239.501605,22.665409,1.1379310345,-0.504328,0.762639,221.776315,42.625669,1,1,5.35,5,1.2222222222,1,1,1,1,1,1,1,2,2,2,NA,NA,NA,2,2,3,3,3,3,3,3,2,2,2,1,2,3,2,2,4,4,2,2,2,2,2,1,2,2,2,1,1,1,1,2,1,1,1,2,1,2,3,4,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,1,1,3,1
31,6324414,2,61425385,1,1,1652799,12,52567579,1,1,1,1,1,7,7,1,7,7,1,1,1,0,63244142112,1.1379310345,0.806778,0.357683,294.433103,19.705959,1.1379310345,0.197472,0.55102,261.001551,30.797791,1,1,5.1,5,1.2222222222,2,1,1,1,1,1,1,4,2,2,1,1,2,4,4,2,3,3,2,3,3,2,2,2,1,2,3,2,2,3,4,1,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,3,1,4,3,4,1,2,2,2,1,1,1,2,2,2,2,2,2,3,2,2,2,3,1
31,6324414,2,61425385,1,1,1652799,12,52567580,1,1,1,1,1,13,6,1,13,6,1,1,1,0,63244142112,1.1379310345,1.290338,0.337852,321.07405,18.613403,1.1379310345,0.538072,0.462862,280.038478,25.870435,1,1,5.77,6,1.2222222222,2,2,1,1,1,1,1,3,2,2,1,1,2,4,4,3,3,3,2,3,3,2,2,2,1,3,3,3,4,2,4,2,2,2,2,1,1,2,2,2,1,1,1,NA,2,1,1,1,4,4,3,1,4,2,3,2,3,3,3,2,3,2,1,2,2,2,1,4,2,2,3,1
31,6324414,2,61425385,1,1,1652799,12,52567581,1,1,1,1,1,15,1,4,15,1,4,1,1,0,63244142112,1.1379310345,1.172393,0.34719,314.576063,19.127865,1.1379310345,0.090747,0.661823,255.036442,36.990828,1,1,5.28,5,1.2222222222,2,2,1,3,1,1,1,4,2,2,1,1,2,2,3,2,3,3,3,3,3,2,2,2,1,1,3,4,2,2,4,2,2,2,2,2,1,2,2,2,1,2,1,4,3,1,1,1,3,2,3,3,4,1,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,3,1
31,6324414,2,61425385,1,1,1652799,12,52567582,1,1,1,1,1,3,3,4,3,3,4,1,1,0,63244142112,1.1379310345,1.833394,0.422812,350.992831,23.294135,1.1379310345,0.447453,0.678327,274.973571,37.913275,1,1,5.21,5,1.2222222222,2,2,1,1,1,1,1,2,2,2,1,1,1,5,4,3,1,3,3,3,3,2,2,2,1,1,2,3,2,2,4,1,2,2,1,2,2,2,2,2,1,2,NA,1,2,1,1,1,2,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,1,3,2,2,2,3,1,1
31,6324414,2,61425385,1,1,1652799,12,52567583,1,1,1,1,1,5,5,6,5,5,6,1,1,0,63244142112,1.1379310345,1.039122,0.380798,307.233715,20.979442,1.1379310345,-0.03061,0.672194,248.253517,37.570487,1,1,6.09,7,1.2222222222,2,2,1,1,1,1,1,3,2,2,1,1,2,5,4,1,2,3,2,3,3,2,2,2,1,3,3,3,3,3,4,2,2,2,2,1,2,2,1,2,1,2,1,1,2,1,1,1,3,2,4,3,4,3,3,2,3,3,2,2,1,3,3,2,1,1,1,1,1,2,3,1
31,6324414,2,61425385,1,1,1652799,12,52567584,1,1,1,1,1,7,7,1,7,7,1,1,1,0,63244142112,1.1379310345,2.349397,0.47613,379.421171,26.231603,1.1379310345,2.147608,0.309336,369.999192,17.289509,1,1,5.28,5,1.2222222222,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,3,3,3,3,3,3,2,2,2,1,2,3,2,3,2,4,1,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,2,2,4,3,3,3,2,3,3,3,3,3,3,2,3,2,2,2,2,2,2,3,3,1
31,6324414,2,61425385,1,1,1652799,12,52567585,1,1,1,1,1,17,3,6,17,3,6,1,1,0,63244142112,1.1379310345,1.002882,0.341007,305.237132,18.787222,1.1379310345,-0.216786,0.666712,237.847707,37.264086,1,1,4.8,4,1.2222222222,1,2,1,1,1,1,1,1,2,1,1,1,1,4,4,2,2,3,3,3,3,2,2,2,1,1,2,2,2,2,3,1,2,2,1,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,4,3,4,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,1,1,1,1
31,6324414,2,61425385,1,1,1652799,12,52567586,1,1,1,1,1,4,4,5,4,4,5,1,1,0,63244142112,1.1379310345,0.335843,0.337875,268.48771,18.61467,1.1379310345,-0.306267,0.65338,232.846405,36.518929,1,1,4.56,4,1.2222222222,2,1,1,3,1,1,1,4,2,1,2,1,2,NA,3,2,3,3,3,3,3,2,2,2,1,1,3,2,2,1,4,2,2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,4,1,4,3,4,1,2,3,3,3,3,1,2,2,3,2,3,4,3,2,2,2,3,1
31,6324414,2,61425385,1,1,1652799,12,52567587,1,1,1,1,1,10,3,5,10,3,5,1,1,0,63244142112,1.1379310345,1.949152,0.409675,357.370328,22.570373,1.1379310345,0.05504,0.746522,253.040695,41.724852,1,1,4.67,4,1.2222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,4,2,2,1,1,1,1,2,2,2,3,2,1,3,2,1,1,1,2,1,3,1,3,2,3,2,3,3,3,2,3,2,3,2,3,3,2,3,2,2,3,1
31,6324414,2,61425385,1,1,1652799,12,52567588,1,1,1,1,1,9,2,4,9,2,4,1,1,0,63244142112,1.1379310345,1.186957,0.349195,315.378443,19.238327,1.1379310345,0.242209,0.513582,263.502006,28.705294,1,1,4.02,3,1.2222222222,2,1,1,1,1,1,1,4,2,2,1,1,2,3,3,2,3,3,3,3,1,1,2,2,1,1,2,3,1,1,NA,1,2,1,1,1,1,1,2,2,2,2,1,3,2,1,1,1,2,NA,4,3,4,2,3,2,1,1,2,1,2,2,3,3,4,1,3,4,2,2,3,1
31,6324414,2,61425385,1,1,1652799,12,52567589,1,1,1,1,1,4,4,5,4,4,5,1,1,0,63244142112,1.1379310345,-0.243113,0.451143,236.591077,24.854985,1.1379310345,0.09683,0.629769,255.376435,35.199255,1,1,4.8,4,1.2222222222,2,2,1,3,1,1,1,2,2,2,1,1,1,2,2,2,3,3,3,3,3,1,2,2,2,1,3,2,2,3,4,1,2,2,2,1,1,2,2,2,3,2,1,3,3,1,1,1,3,2,4,1,4,3,3,2,1,2,1,1,1,2,2,2,2,3,3,3,2,2,1,1
31,6324414,2,61425385,1,1,1652799,12,52567590,1,1,1,1,1,19,5,1,19,5,1,1,1,0,63244142112,1.1379310345,0.199343,0.46469,260.967466,25.601335,1.1379310345,-0.614407,0.80062,215.623743,44.748516,1,1,5.23,5,1.2222222222,1,2,1,3,1,1,1,2,2,2,1,1,1,NA,2,1,2,3,3,3,2,2,2,2,1,2,3,2,2,2,4,2,2,2,2,2,1,2,2,2,1,1,1,1,3,1,1,1,1,1,2,3,4,2,3,2,3,2,2,2,3,2,3,2,2,2,2,3,2,2,2,2
31,6324414,2,61425385,1,1,1652799,12,52567591,1,0,0,0,0,15,1,4,15,1,4,0,0,0,63244142112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,6324414,2,61425385,1,1,1652799,12,52567592,1,0,0,0,0,16,2,5,16,2,5,0,0,0,63244142112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
