"PROFICIENCIA_MT_SAEB","PROFICIENCIA_LP_SAEB","TX_RESP_Q23b"
0.0483452397372577,-0.142489565593954,-0.492286801011345
1.6443748674651,0.939862270529714,2.15051602547061
-0.550507254385618,-0.366535199310575,-0.492286801011345
-0.391353384450586,-1.06372292842721,-0.492286801011345
-0.251399400822113,-0.211635349125881,-0.492286801011345
0.274224660226823,-0.679278900828206,-0.492286801011345
0.26095391059686,-0.157324623998117,-0.492286801011345
NA,NA,NA
-0.647928184514286,-1.88289026433262,-1.81368821425232
-1.19872755396398,-0.0232016932084944,-0.492286801011345
NA,NA,NA
0.438229637803413,0.663617181397758,2.15051602547061
NA,NA,NA
-1.35076106490853,0.234969213842872,0.829114612229633
NA,NA,NA
-0.928469072058913,-0.869951171262116,NA
0.0990651041541488,-0.330819127303351,-0.492286801011345
NA,NA,NA
0.296697208655854,0.349357389863009,-0.492286801011345
1.98763666177303,1.08471657396726,0.829114612229633
-1.81667960712573,-0.697902939501375,-0.492286801011345
0.0536273012122852,0.462887116531754,-1.81368821425232
NA,NA,NA
-0.401122484578822,-1.20368609331922,0.829114612229633
0.0947890312581273,-0.347303755485251,-0.492286801011345
-1.48511396062074,-1.03519907045245,-0.492286801011345
-0.798677833261405,-1.09088993851724,-0.492286801011345
2.35063093540752,2.28920965964727,0.829114612229633
NA,NA,NA
NA,NA,NA
NA,NA,NA
1.64600862072088,-1.7368505361434,-0.492286801011345
-0.352050528331597,0.100055184855007,-0.492286801011345
NA,NA,NA
0.697139308174548,1.01246392397384,-0.492286801011345
NA,NA,NA
0.29797591524238,-0.611286711403958,-0.492286801011345
1.2109308278926,0.629348603480713,-0.492286801011345
-0.800642213082971,-0.0959527417352367,0.829114612229633
0.412987421541416,1.55923758975861,0.829114612229633
NA,NA,NA
0.119361018101698,0.562773322276433,-0.492286801011345
NA,NA,NA
0.290110731588107,0.437831353926041,-0.492286801011345
NA,NA,NA
NA,NA,NA
-1.3352686612661,-1.38082507199358,-0.492286801011345
-0.154171414828566,1.31681776125048,-1.81368821425232
1.2430773047931,0.368070829967855,-0.492286801011345
-1.17906971591503,-1.05853544480781,-1.81368821425232
0.57886158426668,0.460664417337229,-0.492286801011345
0.885604368218594,0.268299743570426,-0.492286801011345
NA,NA,NA
0.512096146775947,0.614681322800639,0.829114612229633
-0.245663231296757,-0.394609627263686,0.829114612229633
-0.0650518008146737,-0.444154135786746,-0.492286801011345
-0.00550449479276544,0.216217830365607,-0.492286801011345
NA,NA,NA
0.0149895419169338,0.489965925507696,-0.492286801011345
-0.793233692268363,-2.18127038774625,-1.81368821425232
-1.40112201594799,-0.461887872236422,0.829114612229633
1.00661189603935,0.573927162256632,-0.492286801011345
-0.811767192848558,-0.838206527796199,-1.81368821425232
-0.507749057198621,-0.312479208247206,-0.492286801011345
NA,NA,NA
0.43970646715209,0.896782561356983,-1.81368821425232
0.232166314204872,-0.322848062757586,2.15051602547061
-1.19473322139457,-2.28571831154481,-0.492286801011345
-0.913626298407381,-0.000505799423080259,-0.492286801011345
1.1719779088642,0.345967648558278,-0.492286801011345
-0.674801576226608,0.112638158512018,0.829114612229633
-0.82099472366994,-0.840554126703449,0.829114612229633
1.44289117637108,0.759367848514094,0.829114612229633
0.450844335944954,1.36473839568328,0.829114612229633
-1.11818195105626,-2.62077460543368,-0.492286801011345
NA,NA,NA
NA,NA,NA
1.63586645230132,1.41880541188591,0.829114612229633
0.684823083078961,1.20636673803628,0.829114612229633
0.662816219808689,0.940370493884718,0.829114612229633
-0.931871660179565,-0.949649502350511,-0.492286801011345
NA,NA,NA
0.408454074454488,0.967952636032927,-0.492286801011345
0.316038621085146,1.02625315011537,0.829114612229633
1.48182225310147,0.869482093734429,0.829114612229633
1.16991317875883,1.02472116700435,0.829114612229633
2.30988087168647,1.54127974957096,2.15051602547061
1.21942379923977,-0.387688084845713,-0.492286801011345
-0.575609256443734,-0.492018444205653,-0.492286801011345
-1.27550394497336,-1.81713668942489,-0.492286801011345
-0.0853502925676781,-0.532593801886307,NA
0.10628581342843,-0.435123768747715,0.829114612229633
1.10671243192288,1.53363199278842,0.829114612229633
NA,NA,NA
-1.70649734315412,-1.61013167543928,-1.81368821425232
-0.547920242482069,0.2770324985337,0.829114612229633
0.02574018750459,0.483302762563069,0.829114612229633
-1.27759182929559,-0.134367883419887,-0.492286801011345
1.19704515658091,0.643799137925018,-1.81368821425232
0.150904150428887,0.714465879428696,2.15051602547061
-1.25638125473375,0.860613369462961,0.829114612229633
-0.994803555716176,-0.825074920092294,-0.492286801011345
-0.759769933763989,-1.22537658776199,-1.81368821425232
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
-1.7521576889616,-1.02852732745993,-0.492286801011345
NA,NA,NA
-0.0869840458234568,-0.742595475397006,0.829114612229633
0.438211639197466,-0.731064446731054,-0.492286801011345
