"PROFICIENCIA_MT_SAEB","PROFICIENCIA_LP_SAEB","TX_RESP_Q23b"
-1.22154743866202,-1.18197968355445,-0.492286801011345
1.14394929204989,1.07930251929041,0.829114612229633
1.75980572747305,1.79946781671811,2.15051602547061
NA,NA,NA
-1.35297629742349,1.09462375077105,0.829114612229633
0.324298738344873,0.223118567278843,-0.492286801011345
-0.66017750174863,-1.84665127619408,0.829114612229633
-0.127753420069301,0.631083907053072,0.829114612229633
NA,NA,NA
1.08511852388013,1.46889486459071,0.829114612229633
NA,NA,NA
1.46264036540086,1.35161045561642,-0.492286801011345
-0.605404130317455,-0.960707828170614,0.829114612229633
NA,NA,NA
0.798203390911552,0.830602807023719,0.829114612229633
-0.632963195264819,0.63371193571219,-0.492286801011345
-1.16043841984036,1.17716810152812,0.829114612229633
-1.28209431176541,-0.723801213908379,0.829114612229633
0.545850644909908,-0.201670601534412,0.829114612229633
-0.247200500976917,-0.905301079722848,0.829114612229633
2.18190735399301,0.879783597091658,-0.492286801011345
-0.966970460842445,0.118559213998189,-1.81368821425232
NA,NA,NA
0.203601237662383,0.293496298982761,0.829114612229633
-0.91889033826034,-0.783219823817446,-0.492286801011345
NA,NA,NA
