"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num"
NA,NA,NA,NA
-0.313191592414638,-0.740719207266682,0.96672258946781,1.16774841624228
1.84855379171345,2.11634059219052,0.96672258946781,-1.16774841624228
-0.282794180476607,-0.740719207266682,0.96672258946781,1.16774841624228
-1.11843847253596,0.687810692461919,-1.12139820378266,1.16774841624228
0.0929508557240625,-0.740719207266682,-0.0773378071574247,-1.16774841624228
0.560497320673388,0.687810692461919,0.96672258946781,0
0.0430272784008798,0.687810692461919,-0.0773378071574247,1.16774841624228
-0.287428006380388,NA,NA,0
1.36271517150193,0.687810692461919,0.96672258946781,-2.33549683248457
1.14617103317028,-0.740719207266682,0.96672258946781,0
0.130605416709617,NA,NA,-1.16774841624228
-0.369849813144398,NA,NA,-1.16774841624228
-0.0589459547796453,-0.740719207266682,0.96672258946781,0
-0.217608700901793,2.11634059219052,-1.12139820378266,0
2.19802718047918,0.687810692461919,0.96672258946781,0
NA,NA,NA,NA
0.606491343528616,-0.740719207266682,0.96672258946781,0
-0.605552914118086,-0.740719207266682,0.96672258946781,-1.16774841624228
-0.075388897655937,-0.740719207266682,0.96672258946781,-1.16774841624228
-1.75158461193385,0.687810692461919,-1.12139820378266,1.16774841624228
-0.170649142864211,-2.16924910699528,-1.12139820378266,0
-0.181113503254469,-0.740719207266682,-0.0773378071574247,1.16774841624228
-1.12267142160552,0.687810692461919,-2.16545860040789,1.16774841624228
0.256927640020135,0.687810692461919,-1.12139820378266,0
-0.570979150057931,-0.740719207266682,-0.0773378071574247,-1.16774841624228
0.662463342659838,0.687810692461919,-0.0773378071574247,0
-1.28833848794052,-0.740719207266682,-1.12139820378266,0
-1.78803888059178,-0.740719207266682,-1.12139820378266,1.16774841624228
-0.484328021673507,NA,NA,1.16774841624228
2.02912882178365,0.687810692461919,0.96672258946781,-1.16774841624228
-0.943317137431594,-0.740719207266682,-1.12139820378266,0
0.692659693395813,0.687810692461919,-0.0773378071574247,1.16774841624228
NA,NA,NA,NA
NA,NA,NA,NA
