"PROFICIENCIA_MT_SAEB","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q23a_num"
-1.41383776372665,-0.894059341018905,-0.0834576187615803,-0.540061724867322,-1.03279555898864,-0.299572344757639,1.03509833901353,0.652791209833867,0
0.774526283519139,0.695379487459148,NA,NA,NA,NA,1.03509833901353,1.69725714556805,0
-1.54216222945747,-2.48349816949696,-0.0834576187615803,-0.540061724867322,-1.03279555898864,0.599144689515278,1.03509833901353,1.69725714556805,1.93649167310371
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.344104602897219,-0.894059341018905,-1.33532190018528,-0.540061724867322,0.903696114115064,0.599144689515278,0,-1.43614066163451,0
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.7136677084581,0.695379487459148,-0.0834576187615803,1.08012344973464,-1.03279555898864,-1.19828937903056,1.03509833901353,0.652791209833867,0
-1.05931881373866,-0.894059341018905,-1.33532190018528,-0.540061724867322,-1.03279555898864,-2.09700641330347,-1.03509833901353,-0.39167472590032,-1.93649167310371
-0.157546486681547,0.695379487459148,-0.0834576187615803,-0.540061724867322,0.903696114115064,0.599144689515278,1.03509833901353,-0.39167472590032,0
1.4406453596367,0.695379487459148,1.16840666266212,-0.540061724867322,-1.03279555898864,0.599144689515278,-1.03509833901353,-0.39167472590032,0
1.60569346159729,0.695379487459148,2.42027094408582,2.70030862433661,0.903696114115064,0.599144689515278,-1.03509833901353,-1.43614066163451,-1.93649167310371
0.248717421994191,-0.894059341018905,-1.33532190018528,-0.540061724867322,0.903696114115064,0.599144689515278,1.03509833901353,0.652791209833867,0
-0.557587742852426,0.695379487459148,-0.0834576187615803,-0.540061724867322,-1.03279555898864,0.599144689515278,0,0.652791209833867,0
-1.23966275877837,0.695379487459148,-0.0834576187615803,-0.540061724867322,0.903696114115064,-2.09700641330347,-2.07019667802706,-0.39167472590032,1.93649167310371
0.103658731059353,0.695379487459148,-0.0834576187615803,1.08012344973464,0.903696114115064,0.599144689515278,0,0.652791209833867,0
0.864403403721009,0.695379487459148,-0.0834576187615803,1.08012344973464,0.903696114115064,0.599144689515278,0,-0.39167472590032,0
0.451797457891887,0.695379487459148,1.16840666266212,-0.540061724867322,0.903696114115064,0.599144689515278,-1.03509833901353,-1.43614066163451,0
0.850236781376438,-0.894059341018905,-0.0834576187615803,-0.540061724867322,-1.03279555898864,-0.299572344757639,0,-0.39167472590032,0
