"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10f_num","TX_RESP_Q23d_num"
NA,NA,NA,NA
-0.182593711137141,-1.37826427186544,1.25723133536777,-0.472400258153727
NA,NA,NA,NA
-0.182582264951693,0.212040657210068,1.25723133536777,1.484686525626
-0.184272259607709,1.80234558628558,1.25723133536777,1.484686525626
-0.182684389582902,-1.37826427186544,-0.457175031042826,-0.472400258153727
-0.182296055893761,0.212040657210068,-0.457175031042826,-0.472400258153727
-0.183281330525025,0.212040657210068,-0.457175031042826,-0.472400258153727
-0.182456049183305,0.212040657210068,-0.457175031042826,-0.472400258153727
-0.182492984605993,0.212040657210068,-0.457175031042826,1.484686525626
-0.181504239148217,0.212040657210068,-0.457175031042826,-0.472400258153727
NA,NA,NA,NA
NA,NA,NA,NA
-0.183391549350133,0.212040657210068,1.25723133536777,-0.472400258153727
-0.182050195025729,-1.37826427186544,-0.457175031042826,-0.472400258153727
-0.182814952783469,1.80234558628558,1.25723133536777,1.484686525626
-0.18334564969439,0.212040657210068,-2.17158139745342,-0.472400258153727
5.29464982844118,-1.37826427186544,-2.17158139745342,-0.472400258153727
-0.183092646516804,0.212040657210068,1.25723133536777,1.484686525626
NA,NA,NA,NA
-0.181649843486708,-1.37826427186544,-0.457175031042826,-0.472400258153727
-0.183955627712912,-1.37826427186544,-0.457175031042826,-0.472400258153727
NA,NA,NA,NA
NA,NA,NA,NA
-0.182227665203803,0.212040657210068,-0.457175031042826,NA
-0.182341824833408,0.212040657210068,-0.457175031042826,-0.472400258153727
-0.182663012777039,0.212040657210068,1.25723133536777,1.484686525626
NA,NA,NA,NA
-0.182573976691396,0.212040657210068,-0.457175031042826,-2.42948704193346
-0.182929587705681,0.212040657210068,-0.457175031042826,1.484686525626
NA,NA,NA,NA
-0.182898046648592,0.212040657210068,-0.457175031042826,-0.472400258153727
-0.181938506813754,0.212040657210068,1.25723133536777,-0.472400258153727
-0.181373801349124,-1.37826427186544,-0.457175031042826,-0.472400258153727
-0.183079956686039,1.80234558628558,-0.457175031042826,1.484686525626
-0.180893245918669,0.212040657210068,-0.457175031042826,-0.472400258153727
-0.181788655359538,0.212040657210068,-0.457175031042826,-0.472400258153727
-0.181784847893019,-1.37826427186544,1.25723133536777,-0.472400258153727
-0.183692951355232,1.80234558628558,1.25723133536777,-0.472400258153727
