"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q21e_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA,NA
-1.72601191834796,-1.37826427186544,-0.425066570115843,-0.889330698283316,0.683916614423038,-0.0287561748740102,1.52114309641094
NA,NA,NA,NA,NA,NA,NA
-1.65204743135276,0.212040657210068,-0.425066570115843,0.592887132188877,0.683916614423038,-1.75412666731463,1.52114309641094
0.0729866852967773,1.80234558628558,-0.425066570115843,0.592887132188877,0.683916614423038,-1.75412666731463,-0.462956594559852
0.248397955596219,-1.37826427186544,-1.96593288678577,-2.37154852875551,-2.05174984326912,0.833929071346298,-0.462956594559852
0.185659797383286,0.212040657210068,1.11579974655409,0.592887132188877,0.683916614423038,0.833929071346298,1.52114309641094
-0.447013893108151,0.212040657210068,-0.425066570115843,-0.889330698283316,-0.683916614423038,-0.891441421094318,-0.462956594559852
0.286048429238049,0.212040657210068,-0.425066570115843,0.592887132188877,-0.683916614423038,0.833929071346298,-0.462956594559852
0.91762387135339,0.212040657210068,-0.425066570115843,0.592887132188877,-0.683916614423038,-0.891441421094318,-0.462956594559852
-0.0974899608001414,0.212040657210068,-0.425066570115843,0.592887132188877,-0.683916614423038,0.833929071346298,-0.462956594559852
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.789286455254371,0.212040657210068,1.11579974655409,0.592887132188877,0.683916614423038,0.833929071346298,3.50524278738174
0.184902819790548,-1.37826427186544,1.11579974655409,0.592887132188877,0.683916614423038,-0.891441421094318,-0.462956594559852
-1.31063147591761,1.80234558628558,NA,-2.37154852875551,-2.05174984326912,-0.891441421094318,1.52114309641094
-1.52871144688091,0.212040657210068,-1.96593288678577,-0.889330698283316,-2.05174984326912,-0.0287561748740102,-0.462956594559852
-0.280985158131019,-1.37826427186544,-1.96593288678577,-2.37154852875551,-2.05174984326912,-1.75412666731463,-0.462956594559852
-0.0238175016545894,0.212040657210068,1.11579974655409,0.592887132188877,0.683916614423038,-1.75412666731463,1.52114309641094
NA,NA,NA,NA,NA,NA,NA
0.665716083564024,-1.37826427186544,-0.425066570115843,0.592887132188877,0.683916614423038,0.833929071346298,-0.462956594559852
1.83779329474156,-1.37826427186544,1.11579974655409,0.592887132188877,0.683916614423038,-0.0287561748740102,-0.462956594559852
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.0409243804243836,0.212040657210068,1.11579974655409,-0.889330698283316,0.683916614423038,0.833929071346298,-0.462956594559852
-1.39142243868534,0.212040657210068,-0.425066570115843,-0.889330698283316,-0.683916614423038,-0.0287561748740102,-0.462956594559852
-0.67231199681196,0.212040657210068,-0.425066570115843,-0.889330698283316,-0.683916614423038,-1.75412666731463,-0.462956594559852
NA,NA,NA,NA,NA,NA,NA
0.326723341925407,0.212040657210068,1.11579974655409,0.592887132188877,0.683916614423038,0.833929071346298,-0.462956594559852
-0.0548373072214783,0.212040657210068,-0.425066570115843,0.592887132188877,-0.683916614423038,0.833929071346298,-0.462956594559852
NA,NA,NA,NA,NA,NA,NA
-0.0759019542756597,0.212040657210068,-0.425066570115843,0.592887132188877,0.683916614423038,0.833929071346298,-0.462956594559852
0.806138326716926,0.212040657210068,1.11579974655409,0.592887132188877,0.683916614423038,0.833929071346298,-0.462956594559852
2.42577015749323,-1.37826427186544,-0.425066570115843,0.592887132188877,0.683916614423038,-0.0287561748740102,-0.462956594559852
-0.521721597112663,1.80234558628558,-0.425066570115843,0.592887132188877,0.683916614423038,0.833929071346298,-0.462956594559852
1.83697335520445,0.212040657210068,1.11579974655409,0.592887132188877,0.683916614423038,0.833929071346298,-0.462956594559852
0.789608623354705,0.212040657210068,1.11579974655409,0.592887132188877,0.683916614423038,0.833929071346298,-0.462956594559852
0.27405140385239,-1.37826427186544,-0.425066570115843,0.592887132188877,0.683916614423038,0.833929071346298,-0.462956594559852
-0.245279229531973,1.80234558628558,1.11579974655409,0.592887132188877,0.683916614423038,-0.0287561748740102,-0.462956594559852
