"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21c_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q23i_num"
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.642540612142882,-1.24042793764331,1.02899151085505,-0.892226874773898,-1.13867789002201,-0.712508175799901
0.0187069898997836,0.23258023830812,1.02899151085505,1.28877215245119,-0.0325336540006286,0.667976414812407
-1.31791091011669,1.70558841425955,0,1.28877215245119,-1.13867789002201,-0.712508175799901
0.179256873700687,0.23258023830812,0,0.198272638838644,1.07361058202075,0.667976414812407
-0.919738812951879,1.70558841425955,1.02899151085505,0.198272638838644,1.07361058202075,NA
-0.637258368078763,0.23258023830812,1.02899151085505,1.28877215245119,-0.0325336540006286,0.667976414812407
-1.04692173251619,0.23258023830812,-1.02899151085505,0.198272638838644,-1.13867789002201,0.667976414812407
1.09371219814334,0.23258023830812,NA,NA,NA,NA
0.595190441652834,0.23258023830812,1.02899151085505,-0.892226874773898,-0.0325336540006286,-0.712508175799901
-0.696962856853917,-1.24042793764331,-2.05798302171011,1.28877215245119,1.07361058202075,-0.712508175799901
NA,NA,NA,NA,NA,NA
-1.54565925175983,1.70558841425955,0,0.198272638838644,1.07361058202075,-3.47347735702452
-0.0246129374573856,NA,1.02899151085505,NA,NA,NA
1.96320055513593,-1.24042793764331,1.02899151085505,NA,NA,NA
-0.336797418746646,0.23258023830812,0,-0.892226874773898,-0.0325336540006286,-0.712508175799901
-0.87585068873515,0.23258023830812,-1.02899151085505,0.198272638838644,-1.13867789002201,0.667976414812407
0.0476319583472,-1.24042793764331,1.02899151085505,0.198272638838644,1.07361058202075,0.667976414812407
0.695327609143957,-1.24042793764331,1.02899151085505,-0.892226874773898,-1.13867789002201,0.667976414812407
1.81334639817525,-1.24042793764331,0,NA,NA,NA
0.750540684738926,0.23258023830812,-1.02899151085505,0.198272638838644,1.07361058202075,0.667976414812407
-0.375079100171695,0.23258023830812,0,1.28877215245119,1.07361058202075,0.667976414812407
NA,NA,NA,NA,NA,NA
-0.651241574332224,1.70558841425955,-1.02899151085505,-0.892226874773898,-0.0325336540006286,-0.712508175799901
-0.870662569904589,-1.24042793764331,-2.05798302171011,1.28877215245119,1.07361058202075,-0.712508175799901
-1.23198915462809,-1.24042793764331,0,0.198272638838644,-1.13867789002201,-0.712508175799901
1.04240256601905,-1.24042793764331,1.02899151085505,-0.892226874773898,-1.13867789002201,0.667976414812407
1.13795773651367,0.23258023830812,1.02899151085505,0.198272638838644,1.07361058202075,0.667976414812407
1.63314097547452,0.23258023830812,-1.02899151085505,NA,1.07361058202075,0.667976414812407
-2.21717741487807,0.23258023830812,-2.05798302171011,0.198272638838644,-0.0325336540006286,-2.09299276641221
1.0684007695931,0.23258023830812,1.02899151085505,1.28877215245119,1.07361058202075,0.667976414812407
0.827217704641577,1.70558841425955,0,-0.892226874773898,1.07361058202075,0.667976414812407
-0.198167698721305,0.23258023830812,-1.02899151085505,-1.98272638838644,-1.13867789002201,NA
0.173258421634932,0.23258023830812,NA,NA,NA,NA
-0.224506843985275,0.23258023830812,-1.02899151085505,0.198272638838644,-1.13867789002201,0.667976414812407
-1.14427051561587,0.23258023830812,0,1.28877215245119,-1.13867789002201,0.667976414812407
0.408289861235975,0.23258023830812,0,-1.98272638838644,1.07361058202075,0.667976414812407
-1.04631564014987,0.23258023830812,-1.02899151085505,1.28877215245119,-1.13867789002201,-0.712508175799901
1.43563360184062,-1.24042793764331,1.02899151085505,-0.892226874773898,1.07361058202075,0.667976414812407
0.354863826941239,-1.24042793764331,0,-0.892226874773898,-0.0325336540006286,NA
0.145469905842104,-1.24042793764331,1.02899151085505,-0.892226874773898,-1.13867789002201,-0.712508175799901
-0.664966201214115,1.70558841425955,0,-0.892226874773898,-1.13867789002201,0.667976414812407
NA,NA,NA,NA,NA,NA
