"PROFICIENCIA_LP_SAEB","TX_RESP_Q21c_num","TX_RESP_Q22b_num","TX_RESP_Q22e_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.486378316142389,1.02899151085505,-0.892226874773898,-0.868027777333319,-1.04781518726666,-0.712508175799901,-0.277108238047081
1.56033418544695,1.02899151085505,1.28877215245119,0.124003968190474,0.924542812294112,0.667976414812407,-0.277108238047081
0.743854042686063,0,1.28877215245119,-1.86005952285711,-1.04781518726666,-0.712508175799901,-0.277108238047081
-0.258938315809543,0,0.198272638838644,-0.868027777333319,0.924542812294112,0.667976414812407,-0.277108238047081
-0.750571552020532,1.02899151085505,0.198272638838644,-0.868027777333319,0.924542812294112,NA,-0.277108238047081
-1.33533987032816,1.02899151085505,1.28877215245119,0.124003968190474,0.924542812294112,0.667976414812407,-0.277108238047081
0.409331667256223,-1.02899151085505,0.198272638838644,-0.868027777333319,0.924542812294112,0.667976414812407,-0.277108238047081
0.816740763107467,NA,NA,NA,NA,NA,-0.277108238047081
-0.424829885978012,1.02899151085505,-0.892226874773898,0.124003968190474,-1.04781518726666,-0.712508175799901,-0.277108238047081
-1.40880097078481,-2.05798302171011,1.28877215245119,1.11603571371427,-1.04781518726666,-0.712508175799901,-0.277108238047081
NA,NA,NA,NA,NA,NA,NA
-0.377404574575324,0,0.198272638838644,-0.868027777333319,-1.04781518726666,-3.47347735702452,-0.277108238047081
-1.06780314451906,1.02899151085505,NA,NA,NA,NA,-0.277108238047081
0.502055710015781,1.02899151085505,NA,NA,NA,NA,-0.277108238047081
-0.524860331933798,0,-0.892226874773898,-0.868027777333319,-1.04781518726666,-0.712508175799901,-0.277108238047081
-0.765839204014877,-1.02899151085505,0.198272638838644,1.11603571371427,0.924542812294112,0.667976414812407,-0.277108238047081
0.297351053639439,1.02899151085505,0.198272638838644,1.11603571371427,0.924542812294112,0.667976414812407,-0.277108238047081
1.74328807008933,1.02899151085505,-0.892226874773898,-0.868027777333319,0.924542812294112,0.667976414812407,-0.277108238047081
1.04186353964068,0,NA,NA,NA,NA,-0.277108238047081
-1.43848868714776,-1.02899151085505,0.198272638838644,1.11603571371427,-1.04781518726666,0.667976414812407,-0.277108238047081
-0.662445306641321,0,1.28877215245119,1.11603571371427,0.924542812294112,0.667976414812407,-0.277108238047081
NA,NA,NA,NA,NA,NA,NA
-0.717817803323857,-1.02899151085505,-0.892226874773898,0.124003968190474,-1.04781518726666,-0.712508175799901,-0.277108238047081
-1.08150585361149,-2.05798302171011,1.28877215245119,1.11603571371427,-1.04781518726666,-0.712508175799901,-0.277108238047081
-0.99900362540616,0,0.198272638838644,1.11603571371427,0.924542812294112,-0.712508175799901,3.93493698026856
1.66231250977408,1.02899151085505,-0.892226874773898,-0.868027777333319,0.924542812294112,0.667976414812407,-0.277108238047081
0.947306489883049,1.02899151085505,0.198272638838644,1.11603571371427,0.924542812294112,0.667976414812407,-0.277108238047081
0.285778747460228,-1.02899151085505,NA,1.11603571371427,-1.04781518726666,0.667976414812407,-0.277108238047081
-1.24707064970803,-2.05798302171011,0.198272638838644,-1.86005952285711,-1.04781518726666,-2.09299276641221,3.93493698026856
-0.756524938182401,1.02899151085505,1.28877215245119,1.11603571371427,-1.04781518726666,0.667976414812407,1.82891437111074
-0.586366190741813,0,-0.892226874773898,1.11603571371427,0.924542812294112,0.667976414812407,-0.277108238047081
-0.504865994005352,-1.02899151085505,-1.98272638838644,NA,NA,NA,-0.277108238047081
-0.0831376648093999,NA,NA,NA,NA,NA,NA
0.512904266304255,-1.02899151085505,0.198272638838644,-0.868027777333319,-1.04781518726666,0.667976414812407,-0.277108238047081
0.526687394625536,0,1.28877215245119,1.11603571371427,0.924542812294112,0.667976414812407,-0.277108238047081
2.83318555132715,0,-1.98272638838644,-0.868027777333319,0.924542812294112,0.667976414812407,-0.277108238047081
-0.696056837276813,-1.02899151085505,1.28877215245119,0.124003968190474,NA,-0.712508175799901,-0.277108238047081
0.450310882810878,1.02899151085505,-0.892226874773898,0.124003968190474,0.924542812294112,0.667976414812407,-0.277108238047081
0.721056616194619,0,-0.892226874773898,NA,-1.04781518726666,NA,-0.277108238047081
-0.732941205788151,1.02899151085505,-0.892226874773898,-0.868027777333319,-1.04781518726666,-0.712508175799901,-0.277108238047081
0.879872800202541,0,-0.892226874773898,-0.868027777333319,0.924542812294112,0.667976414812407,-0.277108238047081
NA,NA,NA,NA,NA,NA,NA
