"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21a_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22h_num"
NA,NA,NA,NA,NA,NA
-0.41933016659524,-1.13284303119776,-1.21973566892209,0.776954655424218,0.552770798392567,0.866025403784439
1.55336678368315,0.809173593712687,0.135526185435788,0.776954655424218,0.552770798392567,0.866025403784439
-0.191010694081386,-1.13284303119776,1.49078803979366,-1.29492442570703,-1.6583123951777,-1.44337567297406
1.11351250009397,0.809173593712687,1.49078803979366,-2.33086396627266,-1.6583123951777,0.866025403784439
-1.35493623487851,0.809173593712687,0.135526185435788,0.776954655424218,0.552770798392567,-0.288675134594813
-1.43649526638474,-1.13284303119776,-1.21973566892209,0.776954655424218,0.552770798392567,-0.288675134594813
NA,NA,NA,NA,NA,NA
0.582882085035529,-1.13284303119776,-1.21973566892209,-0.258984885141406,-1.6583123951777,-1.44337567297406
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.697451010121318,0.809173593712687,0.135526185435788,-0.258984885141406,0.552770798392567,0.866025403784439
-1.11572875921019,0.809173593712687,NA,0.776954655424218,0.552770798392567,0.866025403784439
-0.647608335712467,-1.13284303119776,NA,-0.258984885141406,0.552770798392567,-1.44337567297406
0.567872272821153,0.809173593712687,0.135526185435788,0.776954655424218,0.552770798392567,0.866025403784439
0.650024805107408,0.809173593712687,0.135526185435788,-0.258984885141406,0.552770798392567,-0.288675134594813
