"Variavel","N_Total","N_NA","Pct_NA"
"TX_RESP_Q21a_num",79,32,40.51
"TX_RESP_Q21d_num",79,32,40.51
"TX_RESP_Q20_num",79,32,40.51
"TX_RESP_Q21b_num",79,31,39.24
"TX_RESP_Q21c_num",79,31,39.24
"TX_RESP_Q21e_num",79,31,39.24
"TX_RESP_Q19_num",79,31,39.24
"TX_RESP_Q23f_num",79,30,37.97
"TX_RESP_Q23e_num",79,29,36.71
"TX_RESP_Q23g_num",79,29,36.71
"TX_RESP_Q22c_num",79,28,35.44
"TX_RESP_Q22f_num",79,28,35.44
"TX_RESP_Q22g_num",79,28,35.44
"TX_RESP_Q23a_num",79,28,35.44
"TX_RESP_Q23c_num",79,28,35.44
"TX_RESP_Q23d_num",79,28,35.44
"TX_RESP_Q23h_num",79,28,35.44
"TX_RESP_Q23i_num",79,28,35.44
"TX_RESP_Q22a_num",79,27,34.18
"TX_RESP_Q22b_num",79,27,34.18
"TX_RESP_Q22d_num",79,27,34.18
"TX_RESP_Q22e_num",79,27,34.18
"TX_RESP_Q22h_num",79,27,34.18
"TX_RESP_Q23b_num",79,27,34.18
"TX_RESP_Q10a_num",79,26,32.91
"TX_RESP_Q10b_num",79,26,32.91
"TX_RESP_Q10c_num",79,26,32.91
"TX_RESP_Q10d_num",79,26,32.91
"TX_RESP_Q10e_num",79,26,32.91
"TX_RESP_Q10f_num",79,26,32.91
"TX_RESP_Q01",79,0,0
"TX_RESP_Q02",79,0,0
"TX_RESP_Q03",79,0,0
"TX_RESP_Q04",79,0,0
"TX_RESP_Q05a",79,0,0
"TX_RESP_Q05b",79,0,0
"TX_RESP_Q05c",79,0,0
"TX_RESP_Q06",79,0,0
"TX_RESP_Q07a",79,0,0
"TX_RESP_Q07b",79,0,0
"TX_RESP_Q07c",79,0,0
"TX_RESP_Q07d",79,0,0
"TX_RESP_Q07e",79,0,0
"TX_RESP_Q08",79,0,0
"TX_RESP_Q09",79,0,0
"TX_RESP_Q10a",79,0,0
"TX_RESP_Q10b",79,0,0
"TX_RESP_Q10c",79,0,0
"TX_RESP_Q10d",79,0,0
"TX_RESP_Q10e",79,0,0
"TX_RESP_Q10f",79,0,0
"TX_RESP_Q11a",79,0,0
"TX_RESP_Q11b",79,0,0
"TX_RESP_Q11c",79,0,0
"TX_RESP_Q12a",79,0,0
"TX_RESP_Q12b",79,0,0
"TX_RESP_Q12c",79,0,0
"TX_RESP_Q12d",79,0,0
"TX_RESP_Q12e",79,0,0
"TX_RESP_Q12f",79,0,0
"TX_RESP_Q12g",79,0,0
"TX_RESP_Q13a",79,0,0
"TX_RESP_Q13b",79,0,0
"TX_RESP_Q13c",79,0,0
"TX_RESP_Q13d",79,0,0
"TX_RESP_Q13e",79,0,0
"TX_RESP_Q13f",79,0,0
"TX_RESP_Q13g",79,0,0
"TX_RESP_Q13h",79,0,0
"TX_RESP_Q13i",79,0,0
"TX_RESP_Q14",79,0,0
"TX_RESP_Q15a",79,0,0
"TX_RESP_Q15b",79,0,0
"TX_RESP_Q16",79,0,0
"TX_RESP_Q17",79,0,0
"TX_RESP_Q18",79,0,0
"TX_RESP_Q19",79,0,0
"TX_RESP_Q20",79,0,0
"TX_RESP_Q21a",79,0,0
"TX_RESP_Q21b",79,0,0
"TX_RESP_Q21c",79,0,0
"TX_RESP_Q21d",79,0,0
"TX_RESP_Q21e",79,0,0
"TX_RESP_Q22a",79,0,0
"TX_RESP_Q22b",79,0,0
"TX_RESP_Q22c",79,0,0
"TX_RESP_Q22d",79,0,0
"TX_RESP_Q22e",79,0,0
"TX_RESP_Q22f",79,0,0
"TX_RESP_Q22g",79,0,0
"TX_RESP_Q22h",79,0,0
"TX_RESP_Q23a",79,0,0
"TX_RESP_Q23b",79,0,0
"TX_RESP_Q23c",79,0,0
"TX_RESP_Q23d",79,0,0
"TX_RESP_Q23e",79,0,0
"TX_RESP_Q23f",79,0,0
"TX_RESP_Q23g",79,0,0
"TX_RESP_Q23h",79,0,0
"TX_RESP_Q23i",79,0,0
"TX_RESP_Q24",79,0,0
"TX_RESP_Q25",79,0,0
