"PROFICIENCIA_MT_SAEB","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q23f_num"
-0.561255788101016,-1.00897625921164,0.851756591397836,0.423139522311279
-0.207155979984589,0.790819230192911,0.851756591397836,0.423139522311279
NA,NA,NA,NA
0.782685260112703,0.790819230192911,0.851756591397836,1.61562363064306
1.1326799281077,1.69071697489519,0.851756591397836,1.61562363064306
1.05643208886518,1.69071697489519,-1.24487501819684,0.423139522311279
-0.00551021515410109,-0.109078514509367,0.851756591397836,-1.96182869435229
-1.39151889354054,-1.00897625921164,-1.24487501819684,0.423139522311279
0.0462288138923071,0.790819230192911,0.851756591397836,-0.769344586020507
NA,NA,NA,NA
-1.28618096128778,0.790819230192911,-1.24487501819684,-0.769344586020507
-0.104249287798809,0.790819230192911,-1.24487501819684,-0.769344586020507
0.518315242565499,-0.109078514509367,0.851756591397836,-0.769344586020507
-0.27511617844166,-1.00897625921164,-1.24487501819684,-0.769344586020507
1.20750831053949,1.69071697489519,-0.545997814998613,1.61562363064306
NA,NA,NA,NA
NA,NA,NA,NA
-0.356690740936679,0.790819230192911,-1.24487501819684,-0.769344586020507
0.286386099686201,-1.00897625921164,-0.545997814998613,1.61562363064306
0.621385627103809,-0.109078514509367,0.851756591397836,NA
1.19188379695859,-0.109078514509367,0.851756591397836,0.423139522311279
2.3029880602765,-1.00897625921164,0.851756591397836,NA
-0.0817387275714633,-1.00897625921164,-1.24487501819684,-1.96182869435229
-0.276602613616199,-0.109078514509367,0.851756591397836,0.423139522311279
-1.99331222470037,-0.109078514509367,NA,-0.769344586020507
-0.576311917323659,-0.109078514509367,-1.24487501819684,-0.769344586020507
-0.0765742058971088,-1.00897625921164,0.851756591397836,0.423139522311279
1.91228721182306,1.69071697489519,0.851756591397836,1.61562363064306
0.0866002090156652,-1.00897625921164,0.851756591397836,-0.769344586020507
-2.21300631592775,-1.00897625921164,-1.24487501819684,-0.769344586020507
-0.639617944747189,-1.00897625921164,0.851756591397836,0.423139522311279
1.0162258236268,1.69071697489519,0.851756591397836,0.423139522311279
-0.288632337716478,0.790819230192911,-0.545997814998613,0.423139522311279
0.0979380806927986,-1.00897625921164,0.851756591397836,-0.769344586020507
-0.611678010802015,-1.00897625921164,0.851756591397836,0.423139522311279
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-0.953687079551941,-0.109078514509367,-1.24487501819684,-0.769344586020507
-0.360705130166941,-1.00897625921164,-1.24487501819684,0.423139522311279
