"PROFICIENCIA_LP_SAEB","TX_RESP_Q22b_num","TX_RESP_Q22e_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.15869736131889,0.985144979241251,-0.488128097560239,1.61319945367522,1.76879508983165
NA,0.985144979241251,1.71470639399366,-1.51022927578106,-0.0602998326078968
-0.818240524097506,0.985144979241251,-0.488128097560239,0.0514850889470813,-0.0602998326078968
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.05264278627341,0.985144979241251,0.613289148216711,0.0514850889470813,-0.0602998326078968
0.32084963291518,-1.2560598485326,-0.488128097560239,0.0514850889470813,-0.0602998326078968
-0.305290385291236,-0.135457434645672,0.613289148216711,0.0514850889470813,-0.0602998326078968
-0.112821311908138,-0.135457434645672,-1.58954534333719,0.0514850889470813,-0.0602998326078968
0.270353625897521,-1.2560598485326,-1.58954534333719,-1.51022927578106,-1.88939475504744
0.788975292598736,NA,NA,NA,NA
-0.319164121362208,-1.2560598485326,-0.488128097560239,0.0514850889470813,-0.0602998326078968
-0.361843513161015,-0.135457434645672,NA,-1.51022927578106,-1.88939475504744
-0.266414465751627,-0.135457434645672,0.613289148216711,0.0514850889470813,1.76879508983165
-1.70029594246509,-0.135457434645672,0.613289148216711,0.0514850889470813,-0.0602998326078968
-0.0932248816775205,-1.2560598485326,-0.488128097560239,0.0514850889470813,-0.0602998326078968
NA,NA,NA,NA,NA
-0.29841215800799,NA,NA,NA,NA
1.19654967572786,-1.2560598485326,-1.58954534333719,0.0514850889470813,-0.0602998326078968
0.238320984749422,0.985144979241251,-1.58954534333719,0.0514850889470813,-0.0602998326078968
NA,NA,NA,NA,NA
0.09374362572562,NA,NA,NA,NA
-2.14665138709196,-2.37666226241952,-0.488128097560239,0.0514850889470813,1.76879508983165
-1.1223234245582,0.985144979241251,0.613289148216711,1.61319945367522,-0.0602998326078968
-0.218661278561389,-0.135457434645672,-1.58954534333719,0.0514850889470813,-0.0602998326078968
0.968558938363245,-0.135457434645672,-0.488128097560239,0.0514850889470813,-0.0602998326078968
NA,NA,NA,NA,NA
0.502851637798021,-0.135457434645672,-0.488128097560239,-1.51022927578106,-0.0602998326078968
1.47453850599022,-1.2560598485326,-0.488128097560239,-1.51022927578106,-0.0602998326078968
-1.20133183824257,0.985144979241251,-1.58954534333719,1.61319945367522,1.76879508983165
0.0403064078612805,-0.135457434645672,-0.488128097560239,0.0514850889470813,-0.0602998326078968
NA,NA,NA,NA,NA
0.962576675636329,-1.2560598485326,-0.488128097560239,0.0514850889470813,1.76879508983165
NA,NA,NA,NA,NA
0.0602222931593318,0.985144979241251,0.613289148216711,0.0514850889470813,-0.0602998326078968
1.85869425511076,-0.135457434645672,-1.58954534333719,0.0514850889470813,-1.88939475504744
0.142723466920893,-0.135457434645672,0.613289148216711,0.0514850889470813,-0.0602998326078968
-0.584001749349047,0.985144979241251,0.613289148216711,1.61319945367522,-0.0602998326078968
-0.994348872905714,0.985144979241251,-0.488128097560239,-1.51022927578106,-1.88939475504744
-0.299299402328857,0.985144979241251,1.71470639399366,0.0514850889470813,-0.0602998326078968
1.62706849325612,-0.135457434645672,1.71470639399366,-1.51022927578106,-0.0602998326078968
-0.13094526809353,0.985144979241251,0.613289148216711,1.61319945367522,1.76879508983165
-0.00142712151438165,-0.135457434645672,-0.488128097560239,0.0514850889470813,-0.0602998326078968
-0.425172535784639,0.985144979241251,0.613289148216711,-1.51022927578106,-0.0602998326078968
1.12070333267197,-2.37666226241952,-1.58954534333719,-3.0719436405092,-0.0602998326078968
1.41250227526137,0.985144979241251,-0.488128097560239,0.0514850889470813,-0.0602998326078968
NA,NA,NA,NA,NA
-2.03224235082428,0.985144979241251,-1.58954534333719,1.61319945367522,1.76879508983165
-1.28267876992838,0.985144979241251,0.613289148216711,0.0514850889470813,-0.0602998326078968
NA,NA,NA,NA,NA
-0.96142153559917,0.985144979241251,1.71470639399366,0.0514850889470813,1.76879508983165
-1.22736475354287,-0.135457434645672,0.613289148216711,1.61319945367522,-0.0602998326078968
-0.348488891574623,0.985144979241251,1.71470639399366,0.0514850889470813,-0.0602998326078968
1.92632341836558,-1.2560598485326,-0.488128097560239,0.0514850889470813,-1.88939475504744
-1.66890221145185,-1.2560598485326,-0.488128097560239,0.0514850889470813,-1.88939475504744
-0.442655090339317,-0.135457434645672,-0.488128097560239,0.0514850889470813,-0.0602998326078968
NA,NA,NA,NA,NA
-0.889572095480009,0.985144979241251,1.71470639399366,1.61319945367522,-0.0602998326078968
-0.55921920256425,0.985144979241251,1.71470639399366,0.0514850889470813,-0.0602998326078968
1.7479077632039,-0.135457434645672,-0.488128097560239,0.0514850889470813,-0.0602998326078968
NA,NA,NA,NA,NA
-0.0700108900777721,-0.135457434645672,-0.488128097560239,0.0514850889470813,-0.0602998326078968
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.954521737514787,-1.2560598485326,-1.58954534333719,-1.51022927578106,-0.0602998326078968
0.882627382520504,-1.2560598485326,-0.488128097560239,0.0514850889470813,-1.88939475504744
0.584202284077636,-1.2560598485326,-0.488128097560239,0.0514850889470813,-0.0602998326078968
1.06832429839353,-0.135457434645672,-0.488128097560239,-1.51022927578106,-0.0602998326078968
-1.13899610706303,-0.135457434645672,-0.488128097560239,1.61319945367522,-0.0602998326078968
-0.723435415197944,-1.2560598485326,-0.488128097560239,0.0514850889470813,-0.0602998326078968
1.44899976756607,-1.2560598485326,-1.58954534333719,-1.51022927578106,-0.0602998326078968
-1.43732886160984,0.985144979241251,0.613289148216711,0.0514850889470813,1.76879508983165
1.22711358007451,-1.2560598485326,NA,0.0514850889470813,-0.0602998326078968
-1.07002674554246,-1.2560598485326,-0.488128097560239,1.61319945367522,1.76879508983165
0.0315900908423306,-1.2560598485326,-0.488128097560239,0.0514850889470813,-0.0602998326078968
